generation_project,gen_dbid,gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2023,425.2424072869027,591086.9461287947,0.0,80.0,8978400.293696908,3502400.0,30.73984865062237,0.606795672498434,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2024,425.24240728791347,591086.9461301997,0.0,80.0,8978400.293696908,3502400.0,30.739848650552602,0.6067956724998764,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2025,425.2424072867773,591086.9461286203,0.0,80.0,8978400.293696908,3502400.0,30.73984865063102,0.6067956724982551,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2026,425.242407286161,591086.9461277636,0.0,80.0,8978400.293696908,3502400.0,30.739848650673558,0.6067956724973758,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2027,425.242407286097,591086.9461276748,0.0,80.0,8978400.293696908,3502400.0,30.739848650677978,0.6067956724972844,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2028,425.2424072840045,591086.9461247661,0.0,80.0,8978400.293696908,3502400.0,30.7398486508224,0.6067956724942986,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2029,425.242407283877,591086.946124589,0.0,80.0,8978400.293696908,3502400.0,30.739848650831195,0.6067956724941166,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2030,425.2424072846244,591086.9461256278,0.0,80.0,8978400.293696908,3502400.0,30.739848650779614,0.6067956724951831,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2031,425.2424072855542,591086.9461269202,0.0,80.0,8978400.293696908,3502400.0,30.739848650715444,0.6067956724965098,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2032,425.2424072858495,591086.9461273308,0.0,80.0,8978400.293696908,3502400.0,30.73984865069506,0.6067956724969312,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2033,425.2424072838668,591086.9461245749,0.0,80.0,8978400.293696908,3502400.0,30.739848650831902,0.6067956724941019,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2034,425.24240728220695,591086.9461222676,0.0,80.0,8978400.293696908,3502400.0,30.739848650946467,0.6067956724917335,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2035,425.24240728584505,591086.9461273246,0.0,80.0,8978400.293696908,3502400.0,30.739848650695368,0.6067956724969249,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2023,2.4358239668603927e-07,0.0017245633685371582,0.00015100995422981581,60.0,6771600.221509176,8593200.0,63078450792.311966,4.634368277892679e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2024,3.11085644150411e-07,0.0022024863605849096,0.00019285888275931716,60.0,6771600.221509176,8593200.0,49390900906.64141,5.918676639086966e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2025,3.301821650318345e-07,0.002337689728425388,0.0002046978529947954,60.0,6771600.221509176,8593200.0,46534313027.97796,6.2820046619451e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2026,3.367364205538803e-07,0.0023840938575214726,0.00020876119188898646,60.0,6771600.221509176,8593200.0,45628566695.04447,6.406705109472607e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2027,3.511439601284513e-07,0.002486099237709435,0.00021769320800066192,60.0,6771600.221509176,8593200.0,43756413233.975914,6.680821159217109e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2028,3.4844654410086207e-07,0.002467001532234103,0.00021602093333546906,60.0,6771600.221509176,8593200.0,44095143097.55545,6.629500458539992e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2029,3.6140024820237543e-07,0.002558713757272818,0.0002240516378941299,60.0,6771600.221509176,8593200.0,42514636612.71194,6.875956016026929e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2030,3.8863482627116965e-07,0.002751534569999881,0.0002409358316765646,60.0,6771600.221509176,8593200.0,39535314865.322784,7.394117699223165e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2031,4.082230581616466e-07,0.002890219251784458,0.0002530796402664629,60.0,6771600.221509176,8593200.0,37638246829.054184,7.766800954369225e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2032,4.2873253621597375e-07,0.003035426356409094,0.00026579457937699866,60.0,6771600.221509176,8593200.0,35837728482.553505,8.157011724048204e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2033,4.470980389063311e-07,0.003165454115456824,0.0002771803517415472,60.0,6771600.221509176,8593200.0,34365617577.43165,8.506431486041305e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2034,4.5306404189296135e-07,0.0032076934166021666,0.0002808790009469215,60.0,6771600.221509176,8593200.0,33913086901.62368,8.619939914249643e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2035,5.287077067821044e-07,0.0037432505640172986,0.00032777461626270474,60.0,6771600.221509176,8593200.0,29061048341.375324,1.0059126841364236e-09,,
BARRANQUILL4,BARRANQUILL4,Thermal,Caribe,GASIMPOR,2023,2.1094039585173193e-07,0.001493458002630262,0.00014523381256245087,60.0,6782400.22186246,8593200.0,72890733713.05933,4.0133256440588264e-10,,
BARRANQUILL4,BARRANQUILL4,Thermal,Caribe,GASIMPOR,2024,2.636610676587615e-07,0.0018667203590240309,0.00018153233251389027,60.0,6782400.22186246,8593200.0,58315777753.084015,5.016382565805962e-10,,
BARRANQUILL4,BARRANQUILL4,Thermal,Caribe,GASIMPOR,2025,2.787999573129015e-07,0.0019739036977753427,0.00019195555492965952,60.0,6782400.22186246,8593200.0,55149220150.63326,5.304413190884731e-10,,
BARRANQUILL4,BARRANQUILL4,Thermal,Caribe,GASIMPOR,2026,2.8510231608659833e-07,0.0020185243978931163,0.0001962947692804459,60.0,6782400.22186246,8593200.0,53930113353.448616,5.424321082317319e-10,,
BARRANQUILL4,BARRANQUILL4,Thermal,Caribe,GASIMPOR,2027,2.9739428402548216e-07,0.0021055515309004137,0.0002047578678749622,60.0,6782400.22186246,8593200.0,51701061687.69053,5.658186530165184e-10,,
BARRANQUILL4,BARRANQUILL4,Thermal,Caribe,GASIMPOR,2028,2.977821777225696e-07,0.0021082978182757925,0.0002050249351679266,60.0,6782400.22186246,8593200.0,51633715427.70945,5.665566547233058e-10,,
BARRANQUILL4,BARRANQUILL4,Thermal,Caribe,GASIMPOR,2029,3.0919411642358676e-07,0.002189094344278994,0.0002128821279999846,60.0,6782400.22186246,8593200.0,49727984483.98494,5.882688668637495e-10,,
BARRANQUILL4,BARRANQUILL4,Thermal,Caribe,GASIMPOR,2030,3.3021614798128084e-07,0.002337930327707468,0.00022735593126845896,60.0,6782400.22186246,8593200.0,46562229976.32446,6.282651217299862e-10,,
BARRANQUILL4,BARRANQUILL4,Thermal,Caribe,GASIMPOR,2031,3.454872397015268e-07,0.0024460496570868095,0.0002378701756528353,60.0,6782400.22186246,8593200.0,44504104515.09524,6.573197102388256e-10,,
BARRANQUILL4,BARRANQUILL4,Thermal,Caribe,GASIMPOR,2032,3.6141684325527736e-07,0.0025588312502473638,0.0002488378096490553,60.0,6782400.22186246,8593200.0,42542566876.33436,6.876271751432217e-10,,
BARRANQUILL4,BARRANQUILL4,Thermal,Caribe,GASIMPOR,2033,3.759908736458472e-07,0.0026620153854125975,0.0002588721228467571,60.0,6782400.22186246,8593200.0,40893546365.72121,7.153555434662235e-10,,
BARRANQUILL4,BARRANQUILL4,Thermal,Caribe,GASIMPOR,2034,3.820774958695018e-07,0.002705108670756072,0.00026306280120212553,60.0,6782400.22186246,8593200.0,40242098503.01963,7.269358749419743e-10,,
BARRANQUILL4,BARRANQUILL4,Thermal,Caribe,GASIMPOR,2035,4.3625375307536096e-07,0.003088676571773555,0.00030036350101640566,60.0,6782400.22186246,8593200.0,35244625671.55283,8.300109457293777e-10,,
BETANIA,BETANIA,Hidro,Surocciden,Water,2023,1386.9423584977064,1927849.878311812,0.0,540.0,61187402.001531474,23641200.0,62.5523125372097,0.2931976912095608,,
BETANIA,BETANIA,Hidro,Surocciden,Water,2024,1386.9423585040495,1927849.8783206288,0.0,540.0,61187402.001531474,23641200.0,62.552312536929996,0.29319769121090167,,
BETANIA,BETANIA,Hidro,Surocciden,Water,2025,1386.942358497548,1927849.8783115912,0.0,540.0,61187402.001531474,23641200.0,62.55231253721671,0.29319769120952727,,
BETANIA,BETANIA,Hidro,Surocciden,Water,2026,1386.9423584962587,1927849.8783097996,0.0,540.0,61187402.001531474,23641200.0,62.55231253727356,0.2931976912092547,,
BETANIA,BETANIA,Hidro,Surocciden,Water,2027,1386.9423584966773,1927849.8783103812,0.0,540.0,61187402.001531474,23641200.0,62.5523125372551,0.2931976912093432,,
BETANIA,BETANIA,Hidro,Surocciden,Water,2028,1386.9423584932495,1927849.8783056166,0.0,540.0,61187402.001531474,23641200.0,62.552312537406266,0.29319769120861855,,
