GENERATION_PROJECT,PERIOD,gen_tech,gen_load_zone,gen_energy_source,BuildGen,BuildStorageEnergy,GenCapitalOutlay
S_Aurora,2023,pv_solar,Caribe,Solar,.,.,.
S_Aurora,2026,pv_solar,Caribe,Solar,.,.,.
S_Cerrito,2023,pv_solar,Surocciden,Solar,.,.,.
S_Cerrito,2026,pv_solar,Surocciden,Solar,.,.,.
S_Fundacion,2023,pv_solar,Caribe,Solar,100,.,1.327e+08
S_Fundacion,2026,pv_solar,Caribe,Solar,.,.,.
S_Girasoles,2023,pv_solar,Nordeste,Solar,9.5,.,1.26065e+07
S_Girasoles,2026,pv_solar,Nordeste,Solar,.,.,.
S_Medin,2023,pv_solar,Surocciden,Solar,.,.,.
S_Medin,2026,pv_solar,Surocciden,Solar,.,.,.
S_PetaCesaII,2023,pv_solar,Nordeste,Solar,9.9,.,1.31373e+07
S_PetaCesaII,2026,pv_solar,Nordeste,Solar,.,.,.
S_BayuncaI,2023,pv_solar,Caribe,Solar,.,.,.
S_BayuncaI,2026,pv_solar,Caribe,Solar,.,.,.
S_Palmira3_Franca,2023,pv_solar,Surocciden,Solar,2.9,.,3.8483e+06
S_Palmira3_Franca,2026,pv_solar,Surocciden,Solar,.,.,.
S_SalvadorI,2023,pv_solar,Antioquia,Solar,0.01,.,13270
S_SalvadorI,2026,pv_solar,Antioquia,Solar,.,.,.
S_SalvadorII,2023,pv_solar,Antioquia,Solar,0,.,0
S_SalvadorII,2026,pv_solar,Antioquia,Solar,.,.,.
S_AutSolla,2023,pv_solar,Surocciden,Solar,6.4,.,8.4928e+06
S_AutSolla,2026,pv_solar,Surocciden,Solar,.,.,.
S_AutEncanto,2023,pv_solar,Caribe,Solar,0.99,.,1.31373e+06
S_AutEncanto,2026,pv_solar,Caribe,Solar,.,.,.
S_Uruaco,2023,pv_solar,Caribe,Solar,1,.,1.327e+06
S_Uruaco,2026,pv_solar,Caribe,Solar,.,.,.
S_Harinas,2023,pv_solar,Surocciden,Solar,.,.,.
S_Harinas,2026,pv_solar,Surocciden,Solar,.,.,.
S_AutLevapan,2023,pv_solar,Surocciden,Solar,.,.,.
S_AutLevapan,2026,pv_solar,Surocciden,Solar,.,.,.
S_AutGragas,2023,pv_solar,Surocciden,Solar,4,.,5.308e+06
S_AutGragas,2026,pv_solar,Surocciden,Solar,.,.,.
S_Carmelo,2023,pv_solar,Surocciden,Solar,.,.,.
S_Carmelo,2026,pv_solar,Surocciden,Solar,.,.,.
S_PortonSol,2023,pv_solar,Antioquia,Solar,102,.,1.35354e+08
S_PortonSol,2026,pv_solar,Antioquia,Solar,.,.,.
S_Sierpe,2023,pv_solar,Caribe,Solar,.,.,.
S_Sierpe,2026,pv_solar,Caribe,Solar,.,.,.
S_Since,2023,pv_solar,Oriental,Solar,.,.,.
S_Since,2026,pv_solar,Oriental,Solar,.,.,.
S_HeliosI,2023,pv_solar,Caribe,Solar,.,.,.
S_HeliosI,2026,pv_solar,Caribe,Solar,.,.,.
S_SolBolivar,2023,pv_solar,Caribe,Solar,.,.,.
S_SolBolivar,2026,pv_solar,Caribe,Solar,.,.,.
S_Yumbo,2023,pv_solar,Surocciden,Solar,.,.,.
S_Yumbo,2026,pv_solar,Surocciden,Solar,.,.,.
S_TierraLind,2023,pv_solar,Caribe,Solar,9.9,.,1.31373e+07
S_TierraLind,2026,pv_solar,Caribe,Solar,.,.,.
S_Tolua,2023,pv_solar,Caribe,Solar,19.9,.,2.64073e+07
S_Tolua,2026,pv_solar,Caribe,Solar,.,.,.
S_BSLlanos4,2023,pv_solar,Oriental,Solar,.,.,.
S_BSLlanos4,2026,pv_solar,Oriental,Solar,.,.,.
S_BSLlanos5,2023,pv_solar,Oriental,Solar,.,.,.
S_BSLlanos5,2026,pv_solar,Oriental,Solar,.,.,.
S_LaLoma,2026,pv_solar,Caribe,Solar,.,.,.
S_ParqueUrra,2026,pv_solar,Caribe,Solar,.,.,.
S_CaracoliI,2026,pv_solar,Caribe,Solar,.,.,.
S_Tepuy,2026,pv_solar,Surocciden,Solar,.,.,.
S_El_Paso,2023,pv_solar,Caribe,Solar,68,.,9.0236e+07
S_El_Paso,2026,pv_solar,Caribe,Solar,.,.,.
S_LaMata,2026,pv_solar,Nordeste,Solar,.,.,.
S_Escobal6,2026,pv_solar,Surocciden,Solar,99,.,1.31373e+08
S_Union,2026,pv_solar,Caribe,Solar,.,.,.
S_Nabusimake,2026,pv_solar,Caribe,Solar,.,.,.
S_Guayepo,2026,pv_solar,Caribe,Solar,.,.,.
S_Sunnorte,2026,pv_solar,Nordeste,Solar,.,.,.
TermoCaribe3,2026,Thermal,Caribe,GASIMPOR,.,.,.
DST_Surocciden,2026,pv_solar,Surocciden,Solar,36.0319,.,4.1064e+07
DST_Caribe,2026,pv_solar,Caribe,Solar,33.4823,.,3.81582e+07
DST_Oriental,2026,pv_solar,Oriental,Solar,19.7719,.,2.25331e+07
DST_Antioquia,2026,pv_solar,Antioquia,Solar,17.3184,.,1.9737e+07
DST_Nordeste,2026,pv_solar,Nordeste,Solar,12.3955,.,1.41266e+07
