GEN_BLD_SUSPEND_YRS_1,GEN_BLD_SUSPEND_YRS_2,GEN_BLD_SUSPEND_YRS_3,SuspendGen
H_Naveta,1980,2025,0.0
H_Naveta,1980,2030,0.0
H_Naveta,1980,2035,0.0
H_Naveta,1980,2040,0.0
H_Naveta,1980,2045,0.0
H_Naveta,1980,2050,0.0
H_Oibita,2023,2023,0.0
H_Oibita,2023,2025,0.0
H_Oibita,2023,2030,0.0
H_Oibita,2023,2035,0.0
H_Oibita,2023,2040,0.0
H_Oibita,2023,2045,0.0
H_Oibita,2023,2050,0.0
H_Pocune,1980,2023,0.0
H_Pocune,1980,2025,0.0
H_Pocune,1980,2030,0.0
H_Pocune,1980,2035,0.0
H_Pocune,1980,2040,0.0
H_Pocune,1980,2045,0.0
H_Pocune,1980,2050,0.0
H_Porce3Meno,1980,2023,0.0
H_Porce3Meno,1980,2025,0.0
H_Porce3Meno,1980,2030,0.0
H_Porce3Meno,1980,2035,0.0
H_Porce3Meno,1980,2040,0.0
H_Porce3Meno,1980,2045,0.0
H_Porce3Meno,1980,2050,0.0
H_ProvidencI,1980,2023,0.0
H_ProvidencI,1980,2025,0.0
H_ProvidencI,1980,2030,0.0
H_ProvidencI,1980,2035,0.0
H_ProvidencI,1980,2040,0.0
H_ProvidencI,1980,2045,0.0
H_ProvidencI,1980,2050,0.0
H_RioFrioTam,1980,2023,0.0
H_RioFrioTam,1980,2025,0.0
H_RioFrioTam,1980,2030,0.0
H_RioFrioTam,1980,2035,0.0
H_RioFrioTam,1980,2040,0.0
H_RioFrioTam,1980,2045,0.0
H_RioFrioTam,1980,2050,0.0
H_RioMulato2,1980,2023,0.0
H_RioMulato2,1980,2025,0.0
H_RioMulato2,1980,2030,0.0
H_RioMulato2,1980,2035,0.0
H_RioMulato2,1980,2040,0.0
H_RioMulato2,1980,2045,0.0
H_RioMulato2,1980,2050,0.0
H_RioNegro,1980,2023,0.0
H_RioNegro,1980,2025,0.0
H_RioNegro,1980,2030,0.0
H_RioNegro,1980,2035,0.0
H_RioNegro,1980,2040,0.0
H_RioNegro,1980,2045,0.0
H_RioNegro,1980,2050,0.0
H_SanAndres2,1980,2023,0.0
H_SanAndres2,1980,2025,0.0
H_SanAndres2,1980,2030,0.0
H_SanAndres2,1980,2035,0.0
H_SanAndres2,1980,2040,0.0
H_SanAndres2,1980,2045,0.0
H_SanAndres2,1980,2050,0.0
H_SanMatias,1980,2023,0.0
H_SanMatias,1980,2025,0.0
H_SanMatias,1980,2030,0.0
H_SanMatias,1980,2035,0.0
H_SanMatias,1980,2040,0.0
H_SanMatias,1980,2045,0.0
H_SanMatias,1980,2050,0.0
H_SBartolome,2023,2023,0.0
H_SBartolome,2023,2025,0.0
H_SBartolome,2023,2030,0.0
H_SBartolome,2023,2035,0.0
H_SBartolome,2023,2040,0.0
H_SBartolome,2023,2045,0.0
H_SBartolome,2023,2050,0.0
H_TuluaBajo,1980,2023,0.0
H_TuluaBajo,1980,2025,0.0
H_TuluaBajo,1980,2030,0.0
H_TuluaBajo,1980,2035,0.0
H_TuluaBajo,1980,2040,0.0
H_TuluaBajo,1980,2045,0.0
H_TuluaBajo,1980,2050,0.0
H_Tunjita,1980,2023,0.0
H_Tunjita,1980,2025,0.0
H_Tunjita,1980,2030,0.0
H_Tunjita,1980,2035,0.0
H_Tunjita,1980,2040,0.0
H_Tunjita,1980,2045,0.0
H_Tunjita,1980,2050,0.0
H_Violetas,1980,2023,0.0
H_Violetas,1980,2025,0.0
H_Violetas,1980,2030,0.0
H_Violetas,1980,2035,0.0
H_Violetas,1980,2040,0.0
H_Violetas,1980,2045,0.0
H_Violetas,1980,2050,0.0
H_Zeus,1980,2023,0.0
H_Zeus,1980,2025,0.0
H_Zeus,1980,2030,0.0
H_Zeus,1980,2035,0.0
H_Zeus,1980,2040,0.0
H_Zeus,1980,2045,0.0
H_Zeus,1980,2050,0.0
INSULA,1980,2023,0.0
INSULA,1980,2025,0.0
INSULA,1980,2030,0.0
INSULA,1980,2035,0.0
INSULA,1980,2040,0.0
INSULA,1980,2045,0.0
INSULA,1980,2050,0.0
PRADO4,1980,2023,0.0
PRADO4,1980,2025,0.0
PRADO4,1980,2030,0.0
PRADO4,1980,2035,0.0
PRADO4,1980,2040,0.0
PRADO4,1980,2045,0.0
PRADO4,1980,2050,0.0
TEQUEND1-4,1980,2023,0.0
TEQUEND1-4,1980,2025,0.0
TEQUEND1-4,1980,2030,0.0
TEQUEND1-4,1980,2035,0.0
TEQUEND1-4,1980,2040,0.0
TEQUEND1-4,1980,2045,0.0
TEQUEND1-4,1980,2050,0.0
BETANIA,1987,2023,0.0
BETANIA,1987,2025,0.0
BETANIA,1987,2030,0.0
BETANIA,1987,2035,0.0
BETANIA,1987,2040,0.0
BETANIA,1987,2045,0.0
BETANIA,1987,2050,0.0
JAGUAS,1988,2023,0.0
JAGUAS,1988,2025,0.0
JAGUAS,1988,2030,0.0
JAGUAS,1988,2035,0.0
JAGUAS,1988,2040,0.0
JAGUAS,1988,2045,0.0
JAGUAS,1988,2050,0.0
PLAYAS,1988,2023,0.0
PLAYAS,1988,2025,0.0
PLAYAS,1988,2030,0.0
PLAYAS,1988,2035,0.0
PLAYAS,1988,2040,0.0
PLAYAS,1988,2045,0.0
PLAYAS,1988,2050,0.0
H_Guacaica,1992,2023,0.0
H_Guacaica,1992,2025,0.0
H_Guacaica,1992,2030,0.0
H_Guacaica,1992,2035,0.0
H_Guacaica,1992,2040,0.0
H_Guacaica,1992,2045,0.0
H_Guacaica,1992,2050,0.0
GUAVIO,1993,2023,0.0
GUAVIO,1993,2025,0.0
GUAVIO,1993,2030,0.0
GUAVIO,1993,2035,0.0
GUAVIO,1993,2040,0.0
GUAVIO,1993,2045,0.0
GUAVIO,1993,2050,0.0
H_Niquia,1993,2023,0.0
H_Niquia,1993,2025,0.0
H_Niquia,1993,2030,0.0
H_Niquia,1993,2035,0.0
H_Niquia,1993,2040,0.0
H_Niquia,1993,2045,0.0
H_Niquia,1993,2050,0.0
H_Nuevoliba,1994,2023,0.0
H_Nuevoliba,1994,2025,0.0
H_Nuevoliba,1994,2030,0.0
H_Nuevoliba,1994,2035,0.0
H_Nuevoliba,1994,2040,0.0
H_Nuevoliba,1994,2045,0.0
H_Nuevoliba,1994,2050,0.0
H_Silvia,1994,2023,0.0
H_Silvia,1994,2025,0.0
H_Silvia,1994,2030,0.0
H_Silvia,1994,2035,0.0
H_Silvia,1994,2040,0.0
H_Silvia,1994,2045,0.0
H_Silvia,1994,2050,0.0
H_RioMayo,1995,2023,0.0
H_RioMayo,1995,2025,0.0
H_RioMayo,1995,2030,0.0
H_RioMayo,1995,2035,0.0
H_RioMayo,1995,2040,0.0
H_RioMayo,1995,2045,0.0
H_RioMayo,1995,2050,0.0
H_Sajandi,1995,2023,0.0
H_Sajandi,1995,2025,0.0
H_Sajandi,1995,2030,0.0
H_Sajandi,1995,2035,0.0
H_Sajandi,1995,2040,0.0
H_Sajandi,1995,2045,0.0
H_Sajandi,1995,2050,0.0
SALVAJINA,1995,2023,0.0
SALVAJINA,1995,2025,0.0
SALVAJINA,1995,2030,0.0
SALVAJINA,1995,2035,0.0
SALVAJINA,1995,2040,0.0
SALVAJINA,1995,2045,0.0
SALVAJINA,1995,2050,0.0
CALDERAS,1996,2023,0.0
CALDERAS,1996,2025,0.0
CALDERAS,1996,2030,0.0
CALDERAS,1996,2035,0.0
CALDERAS,1996,2040,0.0
CALDERAS,1996,2045,0.0
CALDERAS,1996,2050,0.0
H_RioFrioII,1996,2023,0.0
H_RioFrioII,1996,2025,0.0
H_RioFrioII,1996,2030,0.0
H_RioFrioII,1996,2035,0.0
H_RioFrioII,1996,2040,0.0
H_RioFrioII,1996,2045,0.0
H_RioFrioII,1996,2050,0.0
H_America,1997,2023,0.0
H_America,1997,2025,0.0
H_America,1997,2030,0.0
H_America,1997,2035,0.0
H_America,1997,2040,0.0
H_America,1997,2045,0.0
H_America,1997,2050,0.0
H_Pajarito,1999,2023,0.0
H_Pajarito,1999,2025,0.0
H_Pajarito,1999,2030,0.0
H_Pajarito,1999,2035,0.0
H_Pajarito,1999,2040,0.0
H_Pajarito,1999,2045,0.0
H_Pajarito,1999,2050,0.0
H_Rumor,1999,2023,0.0
H_Rumor,1999,2025,0.0
H_Rumor,1999,2030,0.0
H_Rumor,1999,2035,0.0
H_Rumor,1999,2040,0.0
H_Rumor,1999,2045,0.0
H_Rumor,1999,2050,0.0
H_Coconuco,2000,2023,0.0
H_Coconuco,2000,2025,0.0
H_Coconuco,2000,2030,0.0
H_Coconuco,2000,2035,0.0
H_Coconuco,2000,2040,0.0
H_Coconuco,2000,2045,0.0
H_Coconuco,2000,2050,0.0
H_RioPiedras,2000,2023,0.0
H_RioPiedras,2000,2025,0.0
H_RioPiedras,2000,2030,0.0
H_RioPiedras,2000,2035,0.0
H_RioPiedras,2000,2040,0.0
H_RioPiedras,2000,2045,0.0
H_RioPiedras,2000,2050,0.0
URRA,2000,2023,0.0
URRA,2000,2025,0.0
URRA,2000,2030,0.0
URRA,2000,2035,0.0
URRA,2000,2040,0.0
URRA,2000,2045,0.0
URRA,2000,2050,0.0
H_Puente_Gui,2001,2023,0.0
H_Puente_Gui,2001,2025,0.0
H_Puente_Gui,2001,2030,0.0
H_Puente_Gui,2001,2035,0.0
H_Puente_Gui,2001,2040,0.0
H_Puente_Gui,2001,2045,0.0
H_Puente_Gui,2001,2050,0.0
H_Sueva2,2002,2023,0.0
H_Sueva2,2002,2025,0.0
H_Sueva2,2002,2030,0.0
H_Sueva2,2002,2035,0.0
H_Sueva2,2002,2040,0.0
H_Sueva2,2002,2045,0.0
H_Sueva2,2002,2050,0.0
CHARQUITO,2003,2023,0.0
CHARQUITO,2003,2025,0.0
CHARQUITO,2003,2030,0.0
CHARQUITO,2003,2035,0.0
CHARQUITO,2003,2040,0.0
CHARQUITO,2003,2045,0.0
CHARQUITO,2003,2050,0.0
H_SanJose,2003,2023,0.0
H_SanJose,2003,2025,0.0
H_SanJose,2003,2030,0.0
H_SanJose,2003,2035,0.0
H_SanJose,2003,2040,0.0
H_SanJose,2003,2045,0.0
H_SanJose,2003,2050,0.0
H_AutCemNare,2004,2023,0.0
H_AutCemNare,2004,2025,0.0
H_AutCemNare,2004,2030,0.0
H_AutCemNare,2004,2035,0.0
H_AutCemNare,2004,2040,0.0
H_AutCemNare,2004,2045,0.0
H_AutCemNare,2004,2050,0.0
H_Herradura,2004,2023,0.0
H_Herradura,2004,2025,0.0
H_Herradura,2004,2030,0.0
H_Herradura,2004,2035,0.0
H_Herradura,2004,2040,0.0
H_Herradura,2004,2045,0.0
H_Herradura,2004,2050,0.0
H_La_Vuelta,2004,2023,0.0
H_La_Vuelta,2004,2025,0.0
H_La_Vuelta,2004,2030,0.0
H_La_Vuelta,2004,2035,0.0
H_La_Vuelta,2004,2040,0.0
H_La_Vuelta,2004,2045,0.0
H_La_Vuelta,2004,2050,0.0
H_Mirolindo,2004,2023,0.0
H_Mirolindo,2004,2025,0.0
H_Mirolindo,2004,2030,0.0
H_Mirolindo,2004,2035,0.0
H_Mirolindo,2004,2040,0.0
H_Mirolindo,2004,2045,0.0
H_Mirolindo,2004,2050,0.0
H_Pastales,2004,2023,0.0
H_Pastales,2004,2025,0.0
H_Pastales,2004,2030,0.0
H_Pastales,2004,2035,0.0
H_Pastales,2004,2040,0.0
H_Pastales,2004,2045,0.0
H_Pastales,2004,2050,0.0
H_SantaAna,2005,2023,0.0
H_SantaAna,2005,2025,0.0
H_SantaAna,2005,2030,0.0
H_SantaAna,2005,2035,0.0
H_SantaAna,2005,2040,0.0
H_SantaAna,2005,2045,0.0
H_SantaAna,2005,2050,0.0
H_AguaFresca,2007,2023,0.0
H_AguaFresca,2007,2025,0.0
H_AguaFresca,2007,2030,0.0
H_AguaFresca,2007,2035,0.0
H_AguaFresca,2007,2040,0.0
H_AguaFresca,2007,2045,0.0
H_AguaFresca,2007,2050,0.0
H_Amalfi,2007,2023,0.0
H_Amalfi,2007,2025,0.0
H_Amalfi,2007,2030,0.0
H_Amalfi,2007,2035,0.0
H_Amalfi,2007,2040,0.0
H_Amalfi,2007,2045,0.0
H_Amalfi,2007,2050,0.0
H_CascadaAnt,2007,2023,0.0
H_CascadaAnt,2007,2025,0.0
H_CascadaAnt,2007,2030,0.0
H_CascadaAnt,2007,2035,0.0
H_CascadaAnt,2007,2040,0.0
H_CascadaAnt,2007,2045,0.0
H_CascadaAnt,2007,2050,0.0
H_CascadaGra,2023,2023,0.0
H_CascadaGra,2023,2025,0.0
H_CascadaGra,2023,2030,0.0
H_CascadaGra,2023,2035,0.0
H_CascadaGra,2023,2040,0.0
H_CascadaGra,2023,2045,0.0
H_CascadaGra,2023,2050,0.0
H_Bello,1997,2023,0.0
H_Bello,1997,2025,0.0
H_Bello,1997,2030,0.0
H_Bello,1997,2035,0.0
H_Bello,1997,2040,0.0
H_Bello,1997,2045,0.0
H_Bello,1997,2050,0.0
H_Remedios,2007,2023,0.0
H_Remedios,2007,2025,0.0
H_Remedios,2007,2030,0.0
H_Remedios,2007,2035,0.0
H_Remedios,2007,2040,0.0
H_Remedios,2007,2045,0.0
H_Remedios,2007,2050,0.0
H_RioGrande,2007,2023,0.0
H_RioGrande,2007,2025,0.0
H_RioGrande,2007,2030,0.0
H_RioGrande,2007,2035,0.0
H_RioGrande,2007,2040,0.0
H_RioGrande,2007,2045,0.0
H_RioGrande,2007,2050,0.0
H_Urrao,2007,2023,0.0
H_Urrao,2007,2025,0.0
H_Urrao,2007,2030,0.0
H_Urrao,2007,2035,0.0
H_Urrao,2007,2040,0.0
H_Urrao,2007,2045,0.0
H_Urrao,2007,2050,0.0
H_Inza,2009,2023,0.0
H_Inza,2009,2025,0.0
H_Inza,2009,2030,0.0
H_Inza,2009,2035,0.0
H_Inza,2009,2040,0.0
H_Inza,2009,2045,0.0
H_Inza,2009,2050,0.0
H_Amaime,2010,2023,0.0
H_Amaime,2010,2025,0.0
H_Amaime,2010,2030,0.0
H_Amaime,2010,2035,0.0
H_Amaime,2010,2040,0.0
H_Amaime,2010,2045,0.0
H_Amaime,2010,2050,0.0
H_Caruquia,2010,2023,0.0
H_Caruquia,2010,2025,0.0
H_Caruquia,2010,2030,0.0
H_Caruquia,2010,2035,0.0
H_Caruquia,2010,2040,0.0
H_Caruquia,2010,2045,0.0
H_Caruquia,2010,2050,0.0
H_Currucucue,2010,2023,0.0
H_Currucucue,2010,2025,0.0
H_Currucucue,2010,2030,0.0
H_Currucucue,2010,2035,0.0
H_Currucucue,2010,2040,0.0
H_Currucucue,2010,2045,0.0
H_Currucucue,2010,2050,0.0
H_Guanaquita,2010,2023,0.0
H_Guanaquita,2010,2025,0.0
H_Guanaquita,2010,2030,0.0
H_Guanaquita,2010,2035,0.0
H_Guanaquita,2010,2040,0.0
H_Guanaquita,2010,2045,0.0
H_Guanaquita,2010,2050,0.0
H_SantaRita,2010,2023,0.0
H_SantaRita,2010,2025,0.0
H_SantaRita,2010,2030,0.0
H_SantaRita,2010,2035,0.0
H_SantaRita,2010,2040,0.0
H_SantaRita,2010,2045,0.0
H_SantaRita,2010,2050,0.0
H_Santiago,2010,2023,0.0
H_Santiago,2010,2025,0.0
H_Santiago,2010,2030,0.0
H_Santiago,2010,2035,0.0
H_Santiago,2010,2040,0.0
H_Santiago,2010,2045,0.0
H_Santiago,2010,2050,0.0
H_Barroso,2012,2023,0.0
H_Barroso,2012,2025,0.0
H_Barroso,2012,2030,0.0
H_Barroso,2012,2035,0.0
H_Barroso,2012,2040,0.0
H_Barroso,2012,2045,0.0
H_Barroso,2012,2050,0.0
H_Montanitas,2012,2023,0.0
H_Montanitas,2012,2025,0.0
H_Montanitas,2012,2030,0.0
H_Montanitas,2012,2035,0.0
H_Montanitas,2012,2040,0.0
H_Montanitas,2012,2045,0.0
H_Montanitas,2012,2050,0.0
H_SFrancisPu,2012,2023,0.0
H_SFrancisPu,2012,2025,0.0
H_SFrancisPu,2012,2030,0.0
H_SFrancisPu,2012,2035,0.0
H_SFrancisPu,2012,2040,0.0
H_SFrancisPu,2012,2045,0.0
H_SFrancisPu,2012,2050,0.0
H_TuluaAlto,2012,2023,0.0
H_TuluaAlto,2012,2025,0.0
H_TuluaAlto,2012,2030,0.0
H_TuluaAlto,2012,2035,0.0
H_TuluaAlto,2012,2040,0.0
H_TuluaAlto,2012,2045,0.0
H_TuluaAlto,2012,2050,0.0
AMOYA,2013,2023,0.0
AMOYA,2013,2025,0.0
AMOYA,2013,2030,0.0
AMOYA,2013,2035,0.0
AMOYA,2013,2040,0.0
AMOYA,2013,2045,0.0
AMOYA,2013,2050,0.0
H_Suba,2013,2023,0.0
H_Suba,2013,2025,0.0
H_Suba,2013,2030,0.0
H_Suba,2013,2035,0.0
H_Suba,2013,2040,0.0
H_Suba,2013,2045,0.0
H_Suba,2013,2050,0.0
H_Usaquen,2013,2023,0.0
H_Usaquen,2013,2025,0.0
H_Usaquen,2013,2030,0.0
H_Usaquen,2013,2035,0.0
H_Usaquen,2013,2040,0.0
H_Usaquen,2013,2045,0.0
H_Usaquen,2013,2050,0.0
H_AutGold,2022,2023,0.0
H_AutGold,2022,2025,0.0
H_AutGold,2022,2030,0.0
H_AutGold,2022,2035,0.0
H_AutGold,2022,2040,0.0
H_AutGold,2022,2045,0.0
H_AutGold,2022,2050,0.0
H_ElPopal,2014,2023,0.0
H_ElPopal,2014,2025,0.0
H_ElPopal,2014,2030,0.0
H_ElPopal,2014,2035,0.0
H_ElPopal,2014,2040,0.0
H_ElPopal,2014,2045,0.0
H_ElPopal,2014,2050,0.0
SOGAMOSO,2014,2023,0.0
SOGAMOSO,2014,2025,0.0
SOGAMOSO,2014,2030,0.0
SOGAMOSO,2014,2035,0.0
SOGAMOSO,2014,2040,0.0
SOGAMOSO,2014,2045,0.0
SOGAMOSO,2014,2050,0.0
C_LLERAS_R,2015,2023,0.0
C_LLERAS_R,2015,2025,0.0
C_LLERAS_R,2015,2030,0.0
C_LLERAS_R,2015,2035,0.0
C_LLERAS_R,2015,2040,0.0
C_LLERAS_R,2015,2045,0.0
C_LLERAS_R,2015,2050,0.0
CUCUANA,2015,2023,0.0
CUCUANA,2015,2025,0.0
CUCUANA,2015,2030,0.0
CUCUANA,2015,2035,0.0
CUCUANA,2015,2040,0.0
CUCUANA,2015,2045,0.0
CUCUANA,2015,2050,0.0
SNMIGUEL,2015,2023,0.0
SNMIGUEL,2015,2025,0.0
SNMIGUEL,2015,2030,0.0
SNMIGUEL,2015,2035,0.0
SNMIGUEL,2015,2040,0.0
SNMIGUEL,2015,2045,0.0
SNMIGUEL,2015,2050,0.0
H_Alejandria,2016,2023,0.0
H_Alejandria,2016,2025,0.0
H_Alejandria,2016,2030,0.0
H_Alejandria,2016,2035,0.0
H_Alejandria,2016,2040,0.0
H_Alejandria,2016,2045,0.0
H_Alejandria,2016,2050,0.0
S_SolBolivar,2018,2023,0.0
S_SolBolivar,2018,2025,0.0
S_SolBolivar,2018,2030,0.0
S_SolBolivar,2018,2035,0.0
S_SolBolivar,2018,2040,0.0
S_SolBolivar,2018,2045,0.0
S_SolBolivar,2018,2050,0.0
S_Yumbo,2017,2023,0.0
S_Yumbo,2017,2025,0.0
S_Yumbo,2017,2030,0.0
S_Yumbo,2017,2035,0.0
S_Yumbo,2017,2040,0.0
S_Yumbo,2017,2045,0.0
S_Yumbo,2017,2050,0.0
ESCUELAMINAS,2019,2023,0.0
ESCUELAMINAS,2019,2025,0.0
ESCUELAMINAS,2019,2030,0.0
ESCUELAMINAS,2019,2035,0.0
ESCUELAMINAS,2019,2040,0.0
ESCUELAMINAS,2019,2045,0.0
ESCUELAMINAS,2019,2050,0.0
S_Cabelleros,2021,2023,0.0
S_Cabelleros,2021,2025,0.0
S_Cabelleros,2021,2030,0.0
S_Cabelleros,2021,2035,0.0
S_Cabelleros,2021,2040,0.0
S_Cabelleros,2021,2045,0.0
S_Cabelleros,2021,2050,0.0
S_Montelibano,2022,2023,0.0
S_Montelibano,2022,2025,0.0
S_Montelibano,2022,2030,0.0
S_Montelibano,2022,2035,0.0
S_Montelibano,2022,2040,0.0
S_Montelibano,2022,2045,0.0
S_Montelibano,2022,2050,0.0
S_Lanceros,2023,2023,0.0
S_Lanceros,2023,2025,0.0
S_Lanceros,2023,2030,0.0
S_Lanceros,2023,2035,0.0
S_Lanceros,2023,2040,0.0
S_Lanceros,2023,2045,0.0
S_Lanceros,2023,2050,0.0
S_SanFelipe,2023,2023,0.0
S_SanFelipe,2023,2025,0.0
S_SanFelipe,2023,2030,0.0
S_SanFelipe,2023,2035,0.0
S_SanFelipe,2023,2040,0.0
S_SanFelipe,2023,2045,0.0
S_SanFelipe,2023,2050,0.0
S_Cienaguero,2023,2023,0.0
S_Cienaguero,2023,2025,0.0
S_Cienaguero,2023,2030,0.0
S_Cienaguero,2023,2035,0.0
S_Cienaguero,2023,2040,0.0
S_Cienaguero,2023,2045,0.0
S_Cienaguero,2023,2050,0.0
S_Yuma,2023,2023,0.0
S_Yuma,2023,2025,0.0
S_Yuma,2023,2030,0.0
S_Yuma,2023,2035,0.0
S_Yuma,2023,2040,0.0
S_Yuma,2023,2045,0.0
S_Yuma,2023,2050,0.0
S_Tucanes,2022,2023,0.0
S_Tucanes,2022,2025,0.0
S_Tucanes,2022,2030,0.0
S_Tucanes,2022,2035,0.0
S_Tucanes,2022,2040,0.0
S_Tucanes,2022,2045,0.0
S_Tucanes,2022,2050,0.0
S_Paila,2021,2023,0.0
S_Paila,2021,2025,0.0
S_Paila,2021,2030,0.0
S_Paila,2021,2035,0.0
S_Paila,2021,2040,0.0
S_Paila,2021,2045,0.0
S_Paila,2021,2050,0.0
S_Aurora,2022,2023,0.0
S_Aurora,2022,2025,0.0
S_Aurora,2022,2030,0.0
S_Aurora,2022,2035,0.0
S_Aurora,2022,2040,0.0
S_Aurora,2022,2045,0.0
S_Aurora,2022,2050,0.0
S_Cerrito,2021,2023,0.0
S_Cerrito,2021,2025,0.0
S_Cerrito,2021,2030,0.0
S_Cerrito,2021,2035,0.0
S_Cerrito,2021,2040,0.0
S_Cerrito,2021,2045,0.0
S_Cerrito,2021,2050,0.0
S_Medin,2021,2023,0.0
S_Medin,2021,2025,0.0
S_Medin,2021,2030,0.0
S_Medin,2021,2035,0.0
S_Medin,2021,2040,0.0
S_Medin,2021,2045,0.0
S_Medin,2021,2050,0.0
S_Sierpe,2021,2023,0.0
S_Sierpe,2021,2025,0.0
S_Sierpe,2021,2030,0.0
S_Sierpe,2021,2035,0.0
S_Sierpe,2021,2040,0.0
S_Sierpe,2021,2045,0.0
S_Sierpe,2021,2050,0.0
S_Victoria_I,2023,2023,0.0
S_Victoria_I,2023,2025,0.0
S_Victoria_I,2023,2030,0.0
S_Victoria_I,2023,2035,0.0
S_Victoria_I,2023,2040,0.0
S_Victoria_I,2023,2045,0.0
S_Victoria_I,2023,2050,0.0
S_Victoria_II,2023,2023,0.0
S_Victoria_II,2023,2025,0.0
S_Victoria_II,2023,2030,0.0
S_Victoria_II,2023,2035,0.0
S_Victoria_II,2023,2040,0.0
S_Victoria_II,2023,2045,0.0
S_Victoria_II,2023,2050,0.0
S_Flandes,2023,2023,0.0
S_Flandes,2023,2025,0.0
S_Flandes,2023,2030,0.0
S_Flandes,2023,2035,0.0
S_Flandes,2023,2040,0.0
S_Flandes,2023,2045,0.0
S_Flandes,2023,2050,0.0
S_BSLI,2020,2023,0.0
S_BSLI,2020,2025,0.0
S_BSLI,2020,2030,0.0
S_BSLI,2020,2035,0.0
S_BSLI,2020,2040,0.0
S_BSLI,2020,2045,0.0
S_BSLI,2020,2050,0.0
S_BSLII,2021,2023,0.0
S_BSLII,2021,2025,0.0
S_BSLII,2021,2030,0.0
S_BSLII,2021,2035,0.0
S_BSLII,2021,2040,0.0
S_BSLII,2021,2045,0.0
S_BSLII,2021,2050,0.0
S_BSLIII,2020,2023,0.0
S_BSLIII,2020,2025,0.0
S_BSLIII,2020,2030,0.0
S_BSLIII,2020,2035,0.0
S_BSLIII,2020,2040,0.0
S_BSLIII,2020,2045,0.0
S_BSLIII,2020,2050,0.0
S_TierraLind,2023,2023,0.0
S_TierraLind,2023,2025,0.0
S_TierraLind,2023,2030,0.0
S_TierraLind,2023,2035,0.0
S_TierraLind,2023,2040,0.0
S_TierraLind,2023,2045,0.0
S_TierraLind,2023,2050,0.0
S_Tolua,2023,2023,0.0
S_Tolua,2023,2025,0.0
S_Tolua,2023,2030,0.0
S_Tolua,2023,2035,0.0
S_Tolua,2023,2040,0.0
S_Tolua,2023,2045,0.0
S_Tolua,2023,2050,0.0
ITUANGO,2022,2023,0.0
ITUANGO,2022,2025,0.0
ITUANGO,2022,2030,0.0
ITUANGO,2022,2035,0.0
ITUANGO,2022,2040,0.0
ITUANGO,2022,2045,0.0
ITUANGO,2022,2050,0.0
H_PAGUA,1986,2023,0.0
H_PAGUA,1986,2025,0.0
H_PAGUA,1986,2030,0.0
H_PAGUA,1986,2035,0.0
H_PAGUA,1986,2040,0.0
H_PAGUA,1986,2045,0.0
H_PAGUA,1986,2050,0.0
H_GUATRON,1966,2023,0.0
H_GUATRON,1966,2025,0.0
H_GUATRON,1966,2030,0.0
H_GUATRON,1966,2035,0.0
H_GUATRON,1966,2040,0.0
H_GUATRON,1966,2045,0.0
H_GUATRON,1966,2050,0.0
H_ALBAN,2000,2023,0.0
H_ALBAN,2000,2025,0.0
H_ALBAN,2000,2030,0.0
H_ALBAN,2000,2035,0.0
H_ALBAN,2000,2040,0.0
H_ALBAN,2000,2045,0.0
H_ALBAN,2000,2050,0.0
S_Dulima,2023,2023,0.0
S_Dulima,2023,2025,0.0
S_Dulima,2023,2030,0.0
S_Dulima,2023,2035,0.0
S_Dulima,2023,2040,0.0
S_Dulima,2023,2045,0.0
S_Dulima,2023,2050,0.0
S_Cauca,2022,2023,0.0
S_Cauca,2022,2025,0.0
S_Cauca,2022,2030,0.0
S_Cauca,2022,2035,0.0
S_Cauca,2022,2040,0.0
S_Cauca,2022,2045,0.0
S_Cauca,2022,2050,0.0
S_Ferch2,2022,2023,0.0
S_Ferch2,2022,2025,0.0
S_Ferch2,2022,2030,0.0
S_Ferch2,2022,2035,0.0
S_Ferch2,2022,2040,0.0
S_Ferch2,2022,2045,0.0
S_Ferch2,2022,2050,0.0
S_Salado,2023,2023,0.0
S_Salado,2023,2025,0.0
S_Salado,2023,2030,0.0
S_Salado,2023,2035,0.0
S_Salado,2023,2040,0.0
S_Salado,2023,2045,0.0
S_Salado,2023,2050,0.0
S_AutJeans,2023,2023,0.0
S_AutJeans,2023,2025,0.0
S_AutJeans,2023,2030,0.0
S_AutJeans,2023,2035,0.0
S_AutJeans,2023,2040,0.0
S_AutJeans,2023,2045,0.0
S_AutJeans,2023,2050,0.0
S_AutPintuco,2023,2023,0.0
S_AutPintuco,2023,2025,0.0
S_AutPintuco,2023,2030,0.0
S_AutPintuco,2023,2035,0.0
S_AutPintuco,2023,2040,0.0
S_AutPintuco,2023,2045,0.0
S_AutPintuco,2023,2050,0.0
S_Palmira3,2023,2023,0.0
S_Palmira3,2023,2025,0.0
S_Palmira3,2023,2030,0.0
S_Palmira3,2023,2035,0.0
S_Palmira3,2023,2040,0.0
S_Palmira3,2023,2045,0.0
S_Palmira3,2023,2050,0.0
S_Belmonte,2021,2023,0.0
S_Belmonte,2021,2025,0.0
S_Belmonte,2021,2030,0.0
S_Belmonte,2021,2035,0.0
S_Belmonte,2021,2040,0.0
S_Belmonte,2021,2045,0.0
S_Belmonte,2021,2050,0.0
S_Termotasajero,2022,2023,0.0
S_Termotasajero,2022,2025,0.0
S_Termotasajero,2022,2030,0.0
