GEN_BLD_SUSPEND_YRS_1,GEN_BLD_SUSPEND_YRS_2,GEN_BLD_SUSPEND_YRS_3,SuspendGen
S_Termotasajero,2022,2035,0.0
S_Termotasajero,2022,2040,0.0
S_Termotasajero,2022,2045,0.0
S_Termotasajero,2022,2050,0.0
S_Espinal,2020,2023,0.0
S_Espinal,2020,2025,0.0
S_Espinal,2020,2030,0.0
S_Espinal,2020,2035,0.0
S_Espinal,2020,2040,0.0
S_Espinal,2020,2045,0.0
S_Espinal,2020,2050,0.0
S_Girasoles,2023,2023,0.0
S_Girasoles,2023,2025,0.0
S_Girasoles,2023,2030,0.0
S_Girasoles,2023,2035,0.0
S_Girasoles,2023,2040,0.0
S_Girasoles,2023,2045,0.0
S_Girasoles,2023,2050,0.0
S_PortonSol,2023,2023,0.0
S_PortonSol,2023,2025,0.0
S_PortonSol,2023,2030,0.0
S_PortonSol,2023,2035,0.0
S_PortonSol,2023,2040,0.0
S_PortonSol,2023,2045,0.0
S_PortonSol,2023,2050,0.0
S_Since,2022,2023,0.0
S_Since,2022,2025,0.0
S_Since,2022,2030,0.0
S_Since,2022,2035,0.0
S_Since,2022,2040,0.0
S_Since,2022,2045,0.0
S_Since,2022,2050,0.0
S_HeliosI,2022,2023,0.0
S_HeliosI,2022,2025,0.0
S_HeliosI,2022,2030,0.0
S_HeliosI,2022,2035,0.0
S_HeliosI,2022,2040,0.0
S_HeliosI,2022,2045,0.0
S_HeliosI,2022,2050,0.0
E_Wesp01,2022,2023,0.0
E_Wesp01,2022,2025,0.0
E_Wesp01,2022,2030,0.0
E_Wesp01,2022,2035,0.0
E_Wesp01,2022,2040,0.0
E_GuajiraI,2023,2023,0.0
E_GuajiraI,2023,2025,0.0
E_GuajiraI,2023,2030,0.0
E_GuajiraI,2023,2035,0.0
E_GuajiraI,2023,2040,0.0
E_GuajiraI,2023,2045,0.0
E_GuajiraI,2023,2050,0.0
S_Fundacion,2023,2023,0.0
S_Fundacion,2023,2025,0.0
S_Fundacion,2023,2030,0.0
S_Fundacion,2023,2035,0.0
S_Fundacion,2023,2040,0.0
S_Fundacion,2023,2045,0.0
S_Fundacion,2023,2050,0.0
S_PetaCesaII,2023,2023,0.0
S_PetaCesaII,2023,2025,0.0
S_PetaCesaII,2023,2030,0.0
S_PetaCesaII,2023,2035,0.0
S_PetaCesaII,2023,2040,0.0
S_PetaCesaII,2023,2045,0.0
S_PetaCesaII,2023,2050,0.0
S_BayuncaI,2020,2023,0.0
S_BayuncaI,2020,2025,0.0
S_BayuncaI,2020,2030,0.0
S_BayuncaI,2020,2035,0.0
S_BayuncaI,2020,2040,0.0
S_BayuncaI,2020,2045,0.0
S_BayuncaI,2020,2050,0.0
S_Palmira3_Franca,2023,2023,0.0
S_Palmira3_Franca,2023,2025,0.0
S_Palmira3_Franca,2023,2030,0.0
S_Palmira3_Franca,2023,2035,0.0
S_Palmira3_Franca,2023,2040,0.0
S_Palmira3_Franca,2023,2045,0.0
S_Palmira3_Franca,2023,2050,0.0
S_SalvadorI,2023,2023,0.0
S_SalvadorI,2023,2025,0.0
S_SalvadorI,2023,2030,0.0
S_SalvadorI,2023,2035,0.0
S_SalvadorI,2023,2040,0.0
S_SalvadorI,2023,2045,0.0
S_SalvadorI,2023,2050,0.0
S_SalvadorII,2023,2023,0.0
S_SalvadorII,2023,2025,0.0
S_SalvadorII,2023,2030,0.0
S_SalvadorII,2023,2035,0.0
S_SalvadorII,2023,2040,0.0
S_SalvadorII,2023,2045,0.0
S_SalvadorII,2023,2050,0.0
S_AutSolla,2023,2023,0.0
S_AutSolla,2023,2025,0.0
S_AutSolla,2023,2030,0.0
S_AutSolla,2023,2035,0.0
S_AutSolla,2023,2040,0.0
S_AutSolla,2023,2045,0.0
S_AutSolla,2023,2050,0.0
S_AutEncanto,2023,2023,0.0
S_AutEncanto,2023,2025,0.0
S_AutEncanto,2023,2030,0.0
S_AutEncanto,2023,2035,0.0
S_AutEncanto,2023,2040,0.0
S_AutEncanto,2023,2045,0.0
S_AutEncanto,2023,2050,0.0
S_Uruaco,2023,2023,0.0
S_Uruaco,2023,2025,0.0
S_Uruaco,2023,2030,0.0
S_Uruaco,2023,2035,0.0
S_Uruaco,2023,2040,0.0
S_Uruaco,2023,2045,0.0
S_Uruaco,2023,2050,0.0
S_Harinas,2022,2023,0.0
S_Harinas,2022,2025,0.0
S_Harinas,2022,2030,0.0
S_Harinas,2022,2035,0.0
S_Harinas,2022,2040,0.0
S_Harinas,2022,2045,0.0
S_Harinas,2022,2050,0.0
S_AutLevapan,2022,2023,0.0
S_AutLevapan,2022,2025,0.0
S_AutLevapan,2022,2030,0.0
S_AutLevapan,2022,2035,0.0
S_AutLevapan,2022,2040,0.0
S_AutLevapan,2022,2045,0.0
S_AutLevapan,2022,2050,0.0
S_AutGragas,2023,2023,0.0
S_AutGragas,2023,2025,0.0
S_AutGragas,2023,2030,0.0
S_AutGragas,2023,2035,0.0
S_AutGragas,2023,2040,0.0
S_AutGragas,2023,2045,0.0
S_AutGragas,2023,2050,0.0
S_Carmelo,2020,2023,0.0
S_Carmelo,2020,2025,0.0
S_Carmelo,2020,2030,0.0
S_Carmelo,2020,2035,0.0
S_Carmelo,2020,2040,0.0
S_Carmelo,2020,2045,0.0
S_Carmelo,2020,2050,0.0
E_ParqueAlph,2029,2030,0.0
E_ParqueAlph,2029,2035,0.0
E_ParqueAlph,2029,2040,0.0
E_ParqueAlph,2029,2045,0.0
E_ParqueAlph,2029,2050,0.0
E_ParqueBeta,2029,2030,0.0
E_ParqueBeta,2029,2035,0.0
E_ParqueBeta,2029,2040,0.0
E_ParqueBeta,2029,2045,0.0
E_ParqueBeta,2029,2050,0.0
E_Camelia,2028,2030,0.0
E_Camelia,2028,2035,0.0
E_Camelia,2028,2040,0.0
E_Camelia,2028,2045,0.0
E_Camelia,2028,2050,0.0
E_Windpeshi,2028,2030,0.0
E_Windpeshi,2028,2035,0.0
E_Windpeshi,2028,2040,0.0
E_Windpeshi,2028,2045,0.0
E_Windpeshi,2028,2050,0.0
S_BSLlanos4,2021,2023,0.0
S_BSLlanos4,2021,2025,0.0
S_BSLlanos4,2021,2030,0.0
S_BSLlanos4,2021,2035,0.0
S_BSLlanos4,2021,2040,0.0
S_BSLlanos4,2021,2045,0.0
S_BSLlanos4,2021,2050,0.0
S_BSLlanos5,2021,2023,0.0
S_BSLlanos5,2021,2025,0.0
S_BSLlanos5,2021,2030,0.0
S_BSLlanos5,2021,2035,0.0
S_BSLlanos5,2021,2040,0.0
S_BSLlanos5,2021,2045,0.0
S_BSLlanos5,2021,2050,0.0
S_CaracoliI,2024,2025,0.0
S_CaracoliI,2024,2030,0.0
S_CaracoliI,2024,2035,0.0
S_CaracoliI,2024,2040,0.0
S_CaracoliI,2024,2045,0.0
S_CaracoliI,2024,2050,0.0
S_LaLoma,2024,2025,0.0
S_LaLoma,2024,2030,0.0
S_LaLoma,2024,2035,0.0
S_LaLoma,2024,2040,0.0
S_LaLoma,2024,2045,0.0
S_LaLoma,2024,2050,0.0
S_ParqueUrra,2024,2025,0.0
S_ParqueUrra,2024,2030,0.0
S_ParqueUrra,2024,2035,0.0
S_ParqueUrra,2024,2040,0.0
S_ParqueUrra,2024,2045,0.0
S_ParqueUrra,2024,2050,0.0
S_Tepuy,2024,2025,0.0
S_Tepuy,2024,2030,0.0
S_Tepuy,2024,2035,0.0
S_Tepuy,2024,2040,0.0
S_Tepuy,2024,2045,0.0
S_Tepuy,2024,2050,0.0
S_El_Paso,2023,2023,0.0
S_El_Paso,2023,2025,0.0
S_El_Paso,2023,2030,0.0
S_El_Paso,2023,2035,0.0
S_El_Paso,2023,2040,0.0
S_El_Paso,2023,2045,0.0
S_El_Paso,2023,2050,0.0
S_LaMata,2024,2025,0.0
S_LaMata,2024,2030,0.0
S_LaMata,2024,2035,0.0
S_LaMata,2024,2040,0.0
S_LaMata,2024,2045,0.0
S_LaMata,2024,2050,0.0
S_Escobal6,2026,2030,0.0
S_Escobal6,2026,2035,0.0
S_Escobal6,2026,2040,0.0
S_Escobal6,2026,2045,0.0
S_Escobal6,2026,2050,0.0
S_Union,2024,2025,0.0
S_Union,2024,2030,0.0
S_Union,2024,2035,0.0
S_Union,2024,2040,0.0
S_Union,2024,2045,0.0
S_Union,2024,2050,0.0
S_Nabusimake,2024,2025,0.0
S_Nabusimake,2024,2030,0.0
S_Nabusimake,2024,2035,0.0
S_Nabusimake,2024,2040,0.0
S_Nabusimake,2024,2045,0.0
S_Nabusimake,2024,2050,0.0
S_Guayepo,2024,2025,0.0
S_Guayepo,2024,2030,0.0
S_Guayepo,2024,2035,0.0
S_Guayepo,2024,2040,0.0
S_Guayepo,2024,2045,0.0
S_Guayepo,2024,2050,0.0
S_Sunnorte,2024,2025,0.0
S_Sunnorte,2024,2030,0.0
S_Sunnorte,2024,2035,0.0
S_Sunnorte,2024,2040,0.0
S_Sunnorte,2024,2045,0.0
S_Sunnorte,2024,2050,0.0
E_CasaElec,2027,2030,0.0
E_CasaElec,2027,2035,0.0
E_CasaElec,2027,2040,0.0
E_CasaElec,2027,2045,0.0
E_CasaElec,2027,2050,0.0
E_Apoto,2027,2030,0.0
E_Apoto,2027,2035,0.0
E_Apoto,2027,2040,0.0
E_Apoto,2027,2045,0.0
E_Apoto,2027,2050,0.0
TermoCaribe3,2024,2025,0.0
TermoCaribe3,2024,2030,0.0
TermoCaribe3,2024,2035,0.0
TermoCaribe3,2024,2040,0.0
TermoCaribe3,2024,2045,0.0
TermoCaribe3,2024,2050,0.0
DST_Surocciden,2024,2025,0.0
DST_Surocciden,2024,2030,0.0
DST_Surocciden,2024,2035,0.0
DST_Surocciden,2024,2040,0.0
DST_Surocciden,2024,2045,0.0
DST_Surocciden,2024,2050,0.0
DST_Surocciden,2025,2025,0.0
DST_Surocciden,2025,2030,0.0
DST_Surocciden,2025,2035,0.0
DST_Surocciden,2025,2040,0.0
DST_Surocciden,2025,2045,0.0
DST_Surocciden,2025,2050,0.0
DST_Surocciden,2026,2030,0.0
DST_Surocciden,2026,2035,0.0
DST_Surocciden,2026,2040,0.0
DST_Surocciden,2026,2045,0.0
DST_Surocciden,2026,2050,0.0
DST_Surocciden,2027,2030,0.0
DST_Surocciden,2027,2035,0.0
DST_Surocciden,2027,2040,0.0
DST_Surocciden,2027,2045,0.0
DST_Surocciden,2027,2050,0.0
DST_Surocciden,2028,2030,0.0
DST_Surocciden,2028,2035,0.0
DST_Surocciden,2028,2040,0.0
DST_Surocciden,2028,2045,0.0
DST_Surocciden,2028,2050,0.0
DST_Surocciden,2029,2030,0.0
DST_Surocciden,2029,2035,0.0
DST_Surocciden,2029,2040,0.0
DST_Surocciden,2029,2045,0.0
DST_Surocciden,2029,2050,0.0
DST_Surocciden,2030,2030,0.0
DST_Surocciden,2030,2035,0.0
DST_Surocciden,2030,2040,0.0
DST_Surocciden,2030,2045,0.0
DST_Surocciden,2030,2050,0.0
DST_Surocciden,2031,2035,0.0
DST_Surocciden,2031,2040,0.0
DST_Surocciden,2031,2045,0.0
DST_Surocciden,2031,2050,0.0
DST_Surocciden,2032,2035,0.0
DST_Surocciden,2032,2040,0.0
DST_Surocciden,2032,2045,0.0
DST_Surocciden,2032,2050,0.0
DST_Surocciden,2033,2035,0.0
DST_Surocciden,2033,2040,0.0
DST_Surocciden,2033,2045,0.0
DST_Surocciden,2033,2050,0.0
DST_Surocciden,2034,2035,0.0
DST_Surocciden,2034,2040,0.0
DST_Surocciden,2034,2045,0.0
DST_Surocciden,2034,2050,0.0
DST_Surocciden,2035,2035,0.0
DST_Surocciden,2035,2040,0.0
DST_Surocciden,2035,2045,0.0
DST_Surocciden,2035,2050,0.0
DST_Surocciden,2036,2040,0.0
DST_Surocciden,2036,2045,0.0
DST_Surocciden,2036,2050,0.0
DST_Surocciden,2037,2040,0.0
DST_Surocciden,2037,2045,0.0
DST_Surocciden,2037,2050,0.0
DST_Caribe,2024,2025,0.0
DST_Caribe,2024,2030,0.0
DST_Caribe,2024,2035,0.0
DST_Caribe,2024,2040,0.0
DST_Caribe,2024,2045,0.0
DST_Caribe,2024,2050,0.0
DST_Caribe,2025,2025,0.0
DST_Caribe,2025,2030,0.0
DST_Caribe,2025,2035,0.0
DST_Caribe,2025,2040,0.0
DST_Caribe,2025,2045,0.0
DST_Caribe,2025,2050,0.0
DST_Caribe,2026,2030,0.0
DST_Caribe,2026,2035,0.0
DST_Caribe,2026,2040,0.0
DST_Caribe,2026,2045,0.0
DST_Caribe,2026,2050,0.0
DST_Caribe,2027,2030,0.0
DST_Caribe,2027,2035,0.0
DST_Caribe,2027,2040,0.0
DST_Caribe,2027,2045,0.0
DST_Caribe,2027,2050,0.0
DST_Caribe,2028,2030,0.0
DST_Caribe,2028,2035,0.0
DST_Caribe,2028,2040,0.0
DST_Caribe,2028,2045,0.0
DST_Caribe,2028,2050,0.0
DST_Caribe,2029,2030,0.0
DST_Caribe,2029,2035,0.0
DST_Caribe,2029,2040,0.0
DST_Caribe,2029,2045,0.0
DST_Caribe,2029,2050,0.0
DST_Caribe,2030,2030,0.0
DST_Caribe,2030,2035,0.0
DST_Caribe,2030,2040,0.0
DST_Caribe,2030,2045,0.0
DST_Caribe,2030,2050,0.0
DST_Caribe,2031,2035,0.0
DST_Caribe,2031,2040,0.0
DST_Caribe,2031,2045,0.0
DST_Caribe,2031,2050,0.0
DST_Caribe,2032,2035,0.0
DST_Caribe,2032,2040,0.0
DST_Caribe,2032,2045,0.0
DST_Caribe,2032,2050,0.0
DST_Caribe,2033,2035,0.0
DST_Caribe,2033,2040,0.0
DST_Caribe,2033,2045,0.0
DST_Caribe,2033,2050,0.0
DST_Caribe,2034,2035,0.0
DST_Caribe,2034,2040,0.0
DST_Caribe,2034,2045,0.0
DST_Caribe,2034,2050,0.0
DST_Caribe,2035,2035,0.0
DST_Caribe,2035,2040,0.0
DST_Caribe,2035,2045,0.0
DST_Caribe,2035,2050,0.0
DST_Caribe,2036,2040,0.0
DST_Caribe,2036,2045,0.0
DST_Caribe,2036,2050,0.0
DST_Caribe,2037,2040,0.0
DST_Caribe,2037,2045,0.0
DST_Caribe,2037,2050,0.0
DST_Oriental,2024,2025,0.0
DST_Oriental,2024,2030,0.0
DST_Oriental,2024,2035,0.0
DST_Oriental,2024,2040,0.0
DST_Oriental,2024,2045,0.0
DST_Oriental,2024,2050,0.0
DST_Oriental,2025,2025,0.0
DST_Oriental,2025,2030,0.0
DST_Oriental,2025,2035,0.0
DST_Oriental,2025,2040,0.0
DST_Oriental,2025,2045,0.0
DST_Oriental,2025,2050,0.0
DST_Oriental,2026,2030,0.0
DST_Oriental,2026,2035,0.0
DST_Oriental,2026,2040,0.0
DST_Oriental,2026,2045,0.0
DST_Oriental,2026,2050,0.0
DST_Oriental,2027,2030,0.0
DST_Oriental,2027,2035,0.0
DST_Oriental,2027,2040,0.0
DST_Oriental,2027,2045,0.0
DST_Oriental,2027,2050,0.0
DST_Oriental,2028,2030,0.0
DST_Oriental,2028,2035,0.0
DST_Oriental,2028,2040,0.0
DST_Oriental,2028,2045,0.0
DST_Oriental,2028,2050,0.0
DST_Oriental,2029,2030,0.0
DST_Oriental,2029,2035,0.0
DST_Oriental,2029,2040,0.0
DST_Oriental,2029,2045,0.0
DST_Oriental,2029,2050,0.0
DST_Oriental,2030,2030,0.0
DST_Oriental,2030,2035,0.0
DST_Oriental,2030,2040,0.0
DST_Oriental,2030,2045,0.0
DST_Oriental,2030,2050,0.0
DST_Oriental,2031,2035,0.0
DST_Oriental,2031,2040,0.0
DST_Oriental,2031,2045,0.0
DST_Oriental,2031,2050,0.0
DST_Oriental,2032,2035,0.0
DST_Oriental,2032,2040,0.0
DST_Oriental,2032,2045,0.0
DST_Oriental,2032,2050,0.0
DST_Oriental,2033,2035,0.0
DST_Oriental,2033,2040,0.0
DST_Oriental,2033,2045,0.0
DST_Oriental,2033,2050,0.0
DST_Oriental,2034,2035,0.0
DST_Oriental,2034,2040,0.0
DST_Oriental,2034,2045,0.0
DST_Oriental,2034,2050,0.0
DST_Oriental,2035,2035,0.0
DST_Oriental,2035,2040,0.0
DST_Oriental,2035,2045,0.0
DST_Oriental,2035,2050,0.0
DST_Oriental,2036,2040,0.0
DST_Oriental,2036,2045,0.0
DST_Oriental,2036,2050,0.0
DST_Oriental,2037,2040,0.0
DST_Oriental,2037,2045,0.0
DST_Oriental,2037,2050,0.0
DST_Antioquia,2024,2025,0.0
DST_Antioquia,2024,2030,0.0
DST_Antioquia,2024,2035,0.0
DST_Antioquia,2024,2040,0.0
DST_Antioquia,2024,2045,0.0
DST_Antioquia,2024,2050,0.0
DST_Antioquia,2025,2025,0.0
DST_Antioquia,2025,2030,0.0
DST_Antioquia,2025,2035,0.0
DST_Antioquia,2025,2040,0.0
DST_Antioquia,2025,2045,0.0
DST_Antioquia,2025,2050,0.0
DST_Antioquia,2026,2030,0.0
DST_Antioquia,2026,2035,0.0
DST_Antioquia,2026,2040,0.0
DST_Antioquia,2026,2045,0.0
DST_Antioquia,2026,2050,0.0
DST_Antioquia,2027,2030,0.0
DST_Antioquia,2027,2035,0.0
DST_Antioquia,2027,2040,0.0
DST_Antioquia,2027,2045,0.0
DST_Antioquia,2027,2050,0.0
DST_Antioquia,2028,2030,0.0
DST_Antioquia,2028,2035,0.0
DST_Antioquia,2028,2040,0.0
DST_Antioquia,2028,2045,0.0
DST_Antioquia,2028,2050,0.0
DST_Antioquia,2029,2030,0.0
DST_Antioquia,2029,2035,0.0
DST_Antioquia,2029,2040,0.0
DST_Antioquia,2029,2045,0.0
DST_Antioquia,2029,2050,0.0
DST_Antioquia,2030,2030,0.0
DST_Antioquia,2030,2035,0.0
DST_Antioquia,2030,2040,0.0
DST_Antioquia,2030,2045,0.0
DST_Antioquia,2030,2050,0.0
DST_Antioquia,2031,2035,0.0
DST_Antioquia,2031,2040,0.0
DST_Antioquia,2031,2045,0.0
DST_Antioquia,2031,2050,0.0
DST_Antioquia,2032,2035,0.0
DST_Antioquia,2032,2040,0.0
DST_Antioquia,2032,2045,0.0
DST_Antioquia,2032,2050,0.0
DST_Antioquia,2033,2035,0.0
DST_Antioquia,2033,2040,0.0
DST_Antioquia,2033,2045,0.0
DST_Antioquia,2033,2050,0.0
DST_Antioquia,2034,2035,0.0
DST_Antioquia,2034,2040,0.0
DST_Antioquia,2034,2045,0.0
DST_Antioquia,2034,2050,0.0
DST_Antioquia,2035,2035,0.0
DST_Antioquia,2035,2040,0.0
DST_Antioquia,2035,2045,0.0
DST_Antioquia,2035,2050,0.0
DST_Antioquia,2036,2040,0.0
DST_Antioquia,2036,2045,0.0
DST_Antioquia,2036,2050,0.0
DST_Antioquia,2037,2040,0.0
DST_Antioquia,2037,2045,0.0
DST_Antioquia,2037,2050,0.0
DST_Nordeste,2024,2025,0.0
DST_Nordeste,2024,2030,0.0
DST_Nordeste,2024,2035,0.0
DST_Nordeste,2024,2040,0.0
DST_Nordeste,2024,2045,0.0
DST_Nordeste,2024,2050,0.0
DST_Nordeste,2025,2025,0.0
DST_Nordeste,2025,2030,0.0
DST_Nordeste,2025,2035,0.0
DST_Nordeste,2025,2040,0.0
DST_Nordeste,2025,2045,0.0
DST_Nordeste,2025,2050,0.0
DST_Nordeste,2026,2030,0.0
DST_Nordeste,2026,2035,0.0
DST_Nordeste,2026,2040,0.0
DST_Nordeste,2026,2045,0.0
DST_Nordeste,2026,2050,0.0
DST_Nordeste,2027,2030,0.0
DST_Nordeste,2027,2035,0.0
DST_Nordeste,2027,2040,0.0
DST_Nordeste,2027,2045,0.0
DST_Nordeste,2027,2050,0.0
DST_Nordeste,2028,2030,0.0
DST_Nordeste,2028,2035,0.0
DST_Nordeste,2028,2040,0.0
DST_Nordeste,2028,2045,0.0
DST_Nordeste,2028,2050,0.0
DST_Nordeste,2029,2030,0.0
DST_Nordeste,2029,2035,0.0
DST_Nordeste,2029,2040,0.0
DST_Nordeste,2029,2045,0.0
DST_Nordeste,2029,2050,0.0
DST_Nordeste,2030,2030,0.0
DST_Nordeste,2030,2035,0.0
DST_Nordeste,2030,2040,0.0
DST_Nordeste,2030,2045,0.0
DST_Nordeste,2030,2050,0.0
DST_Nordeste,2031,2035,0.0
DST_Nordeste,2031,2040,0.0
DST_Nordeste,2031,2045,0.0
DST_Nordeste,2031,2050,0.0
DST_Nordeste,2032,2035,0.0
DST_Nordeste,2032,2040,0.0
DST_Nordeste,2032,2045,0.0
DST_Nordeste,2032,2050,0.0
DST_Nordeste,2033,2035,0.0
DST_Nordeste,2033,2040,0.0
DST_Nordeste,2033,2045,0.0
DST_Nordeste,2033,2050,0.0
DST_Nordeste,2034,2035,0.0
DST_Nordeste,2034,2040,0.0
DST_Nordeste,2034,2045,0.0
DST_Nordeste,2034,2050,0.0
DST_Nordeste,2035,2035,0.0
DST_Nordeste,2035,2040,0.0
DST_Nordeste,2035,2045,0.0
DST_Nordeste,2035,2050,0.0
DST_Nordeste,2036,2040,0.0
DST_Nordeste,2036,2045,0.0
DST_Nordeste,2036,2050,0.0
DST_Nordeste,2037,2040,0.0
DST_Nordeste,2037,2045,0.0
DST_Nordeste,2037,2050,0.0
ITUANGO2,2026,2030,0.0
ITUANGO2,2026,2035,0.0
ITUANGO2,2026,2040,0.0
ITUANGO2,2026,2045,0.0
ITUANGO2,2026,2050,0.0
H_Antioquia,2025,2025,0.0
H_Antioquia,2025,2030,0.0
H_Antioquia,2025,2035,0.0
H_Antioquia,2025,2040,0.0
H_Antioquia,2025,2045,0.0
H_Antioquia,2025,2050,0.0
H_Antioquia,2030,2030,0.0
H_Antioquia,2030,2035,0.0
H_Antioquia,2030,2040,0.0
H_Antioquia,2030,2045,0.0
H_Antioquia,2030,2050,0.0
H_Antioquia,2035,2035,0.0
H_Antioquia,2035,2040,0.0
H_Antioquia,2035,2045,0.0
H_Antioquia,2035,2050,0.0
H_Antioquia,2040,2040,0.0
H_Antioquia,2040,2045,0.0
H_Antioquia,2040,2050,0.0
H_Antioquia,2045,2045,0.0
H_Antioquia,2045,2050,0.0
H_Antioquia,2050,2050,0.0
T_Surocciden,2025,2025,0.0
T_Surocciden,2025,2030,0.0
T_Surocciden,2025,2035,0.0
T_Surocciden,2025,2040,0.0
T_Surocciden,2025,2045,0.0
T_Surocciden,2025,2050,0.0
T_Surocciden,2030,2030,0.0
T_Surocciden,2030,2035,0.0
T_Surocciden,2030,2040,0.0
T_Surocciden,2030,2045,0.0
T_Surocciden,2030,2050,0.0
T_Surocciden,2035,2035,0.0
T_Surocciden,2035,2040,0.0
T_Surocciden,2035,2045,0.0
T_Surocciden,2035,2050,0.0
T_Surocciden,2040,2040,0.0
T_Surocciden,2040,2045,0.0
T_Surocciden,2040,2050,0.0
T_Surocciden,2045,2045,0.0
T_Surocciden,2045,2050,0.0
T_Surocciden,2050,2050,0.0
T_Caribe,2025,2025,0.0
T_Caribe,2025,2030,0.0
T_Caribe,2025,2035,0.0
T_Caribe,2025,2040,0.0
T_Caribe,2025,2045,0.0
T_Caribe,2025,2050,0.0
T_Caribe,2030,2030,0.0
T_Caribe,2030,2035,0.0
T_Caribe,2030,2040,0.0
T_Caribe,2030,2045,0.0
T_Caribe,2030,2050,0.0
T_Caribe,2035,2035,0.0
T_Caribe,2035,2040,0.0
T_Caribe,2035,2045,0.0
T_Caribe,2035,2050,0.0
T_Caribe,2040,2040,0.0
T_Caribe,2040,2045,0.0
T_Caribe,2040,2050,0.0
T_Caribe,2045,2045,0.0
T_Caribe,2045,2050,0.0
T_Caribe,2050,2050,0.0
T_Oriental,2025,2025,0.0
T_Oriental,2025,2030,0.0
T_Oriental,2025,2035,0.0
T_Oriental,2025,2040,0.0
T_Oriental,2025,2045,0.0
T_Oriental,2025,2050,0.0
T_Oriental,2030,2030,0.0
T_Oriental,2030,2035,0.0
T_Oriental,2030,2040,0.0
T_Oriental,2030,2045,0.0
T_Oriental,2030,2050,0.0
T_Oriental,2035,2035,0.0
T_Oriental,2035,2040,0.0
T_Oriental,2035,2045,0.0
T_Oriental,2035,2050,0.0
T_Oriental,2040,2040,0.0
T_Oriental,2040,2045,0.0
T_Oriental,2040,2050,0.0
T_Oriental,2045,2045,0.0
T_Oriental,2045,2050,0.0
T_Oriental,2050,2050,0.0
T_Antioquia,2025,2025,0.0
T_Antioquia,2025,2030,0.0
T_Antioquia,2025,2035,0.0
T_Antioquia,2025,2040,0.0
T_Antioquia,2025,2045,0.0
T_Antioquia,2025,2050,0.0
T_Antioquia,2030,2030,0.0
T_Antioquia,2030,2035,0.0
T_Antioquia,2030,2040,0.0
T_Antioquia,2030,2045,0.0
T_Antioquia,2030,2050,0.0
T_Antioquia,2035,2035,0.0
T_Antioquia,2035,2040,0.0
T_Antioquia,2035,2045,0.0
T_Antioquia,2035,2050,0.0
T_Antioquia,2040,2040,0.0
T_Antioquia,2040,2045,0.0
T_Antioquia,2040,2050,0.0
T_Antioquia,2045,2045,0.0
T_Antioquia,2045,2050,0.0
T_Antioquia,2050,2050,0.0
T_Nordeste,2025,2025,0.0
T_Nordeste,2025,2030,0.0
T_Nordeste,2025,2035,0.0
T_Nordeste,2025,2040,0.0
T_Nordeste,2025,2045,0.0
T_Nordeste,2025,2050,0.0
T_Nordeste,2030,2030,0.0
T_Nordeste,2030,2035,0.0
T_Nordeste,2030,2040,0.0
T_Nordeste,2030,2045,0.0
T_Nordeste,2030,2050,0.0
T_Nordeste,2035,2035,0.0
T_Nordeste,2035,2040,0.0
T_Nordeste,2035,2045,0.0
T_Nordeste,2035,2050,0.0
T_Nordeste,2040,2040,0.0
T_Nordeste,2040,2045,0.0
T_Nordeste,2040,2050,0.0
T_Nordeste,2045,2045,0.0
T_Nordeste,2045,2050,0.0
T_Nordeste,2050,2050,0.0
PV_Surocciden,2025,2025,0.0
PV_Surocciden,2025,2030,0.0
PV_Surocciden,2025,2035,0.0
PV_Surocciden,2025,2040,0.0
PV_Surocciden,2025,2045,0.0
PV_Surocciden,2025,2050,0.0
PV_Surocciden,2030,2030,0.0
PV_Surocciden,2030,2035,0.0
PV_Surocciden,2030,2040,0.0
PV_Surocciden,2030,2045,0.0
PV_Surocciden,2030,2050,0.0
PV_Surocciden,2035,2035,0.0
PV_Surocciden,2035,2040,0.0
PV_Surocciden,2035,2045,0.0
PV_Surocciden,2035,2050,0.0
PV_Surocciden,2040,2040,0.0
PV_Surocciden,2040,2045,0.0
PV_Surocciden,2040,2050,0.0
PV_Surocciden,2045,2045,0.0
PV_Surocciden,2045,2050,0.0
PV_Surocciden,2050,2050,0.0
PV_Caribe,2025,2025,0.0
PV_Caribe,2025,2030,0.0
PV_Caribe,2025,2035,0.0
PV_Caribe,2025,2040,0.0
PV_Caribe,2025,2045,0.0
PV_Caribe,2025,2050,0.0
PV_Caribe,2030,2030,0.0
PV_Caribe,2030,2035,0.0
PV_Caribe,2030,2040,0.0
PV_Caribe,2030,2045,0.0
PV_Caribe,2030,2050,0.0
PV_Caribe,2035,2035,0.0
PV_Caribe,2035,2040,0.0
PV_Caribe,2035,2045,0.0
PV_Caribe,2035,2050,0.0
PV_Caribe,2040,2040,0.0
PV_Caribe,2040,2045,0.0
PV_Caribe,2040,2050,0.0
PV_Caribe,2045,2045,0.0
PV_Caribe,2045,2050,0.0
PV_Caribe,2050,2050,0.0
PV_Oriental,2025,2025,0.0
PV_Oriental,2025,2030,0.0
PV_Oriental,2025,2035,0.0
PV_Oriental,2025,2040,0.0
PV_Oriental,2025,2045,0.0
PV_Oriental,2025,2050,0.0
PV_Oriental,2030,2030,0.0
PV_Oriental,2030,2035,0.0
PV_Oriental,2030,2040,0.0
PV_Oriental,2030,2045,0.0
PV_Oriental,2030,2050,0.0
PV_Oriental,2035,2035,0.0
