generation_project,timestamp,gen_dbid,gen_tech,gen_load_zone,gen_energy_source,tp_weight_in_year_hrs,period,DispatchGen_MW,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,ChargeStorage_MW,Store_GWh_typical_yr,Discharge_GWh_typical_yr,is_storage
AMOYA,2023_Q2_holidays_6h,AMOYA,RunOfRiver,Surocciden,Water,13.035714285714286,2023,80.0,1.042857142857143,1449.5714285714284,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q2_holidays_7h,AMOYA,RunOfRiver,Surocciden,Water,13.035714285714286,2023,80.0,1.042857142857143,1449.5714285714284,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q2_holidays_8h,AMOYA,RunOfRiver,Surocciden,Water,13.035714285714286,2023,80.0,1.042857142857143,1449.5714285714284,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q2_holidays_9h,AMOYA,RunOfRiver,Surocciden,Water,13.035714285714286,2023,80.0,1.042857142857143,1449.5714285714284,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q2_holidays_10h,AMOYA,RunOfRiver,Surocciden,Water,13.035714285714286,2023,80.0,1.042857142857143,1449.5714285714284,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q2_holidays_11h,AMOYA,RunOfRiver,Surocciden,Water,13.035714285714286,2023,80.0,1.042857142857143,1449.5714285714284,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q2_holidays_12h,AMOYA,RunOfRiver,Surocciden,Water,13.035714285714286,2023,80.0,1.042857142857143,1449.5714285714284,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q2_holidays_13h,AMOYA,RunOfRiver,Surocciden,Water,13.035714285714286,2023,80.0,1.042857142857143,1449.5714285714284,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q2_holidays_14h,AMOYA,RunOfRiver,Surocciden,Water,13.035714285714286,2023,0.02993,0.00039015892857142856,0.5423209107142857,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q2_holidays_15h,AMOYA,RunOfRiver,Surocciden,Water,13.035714285714286,2023,25.2528992000019,0.3291895788571676,457.573514611463,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q2_holidays_16h,AMOYA,RunOfRiver,Surocciden,Water,13.035714285714286,2023,0.02993,0.00039015892857142856,0.5423209107142857,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q2_holidays_17h,AMOYA,RunOfRiver,Surocciden,Water,13.035714285714286,2023,0.02993,0.00039015892857142856,0.5423209107142857,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q2_holidays_18h,AMOYA,RunOfRiver,Surocciden,Water,13.035714285714286,2023,0.02993,0.00039015892857142856,0.5423209107142857,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q2_holidays_19h,AMOYA,RunOfRiver,Surocciden,Water,13.035714285714286,2023,80.0,1.042857142857143,1449.5714285714284,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q2_holidays_20h,AMOYA,RunOfRiver,Surocciden,Water,13.035714285714286,2023,80.0,1.042857142857143,1449.5714285714284,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q2_holidays_21h,AMOYA,RunOfRiver,Surocciden,Water,13.035714285714286,2023,0.02993,0.00039015892857142856,0.5423209107142857,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q2_holidays_22h,AMOYA,RunOfRiver,Surocciden,Water,13.035714285714286,2023,0.02993,0.00039015892857142856,0.5423209107142857,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q2_holidays_23h,AMOYA,RunOfRiver,Surocciden,Water,13.035714285714286,2023,80.0,1.042857142857143,1449.5714285714284,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_0h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,59.1526167671549,4.626579668573902,6430.945739317723,0.0,80.0,8978400.293696908,3502400.0,,,,False
