TRANS_TIMEPOINTS_1,TRANS_TIMEPOINTS_2,TRANS_TIMEPOINTS_3,DispatchTx
Antioquia,Caribe,504,1055.0
Antioquia,Caribe,505,1055.0
Antioquia,Caribe,506,1055.0
Antioquia,Caribe,507,1055.0
Antioquia,Caribe,508,1055.0
Antioquia,Caribe,509,1055.0
Antioquia,Caribe,510,1055.0
Antioquia,Caribe,511,1055.0
Antioquia,Caribe,512,1055.0
Antioquia,Caribe,513,1055.0
Antioquia,Caribe,514,1055.0
Antioquia,Caribe,515,1032.3733
Antioquia,Caribe,516,1055.0
Antioquia,Caribe,517,1055.0
Antioquia,Caribe,518,1055.0
Antioquia,Caribe,519,1055.0
Antioquia,Caribe,520,1055.0
Antioquia,Caribe,521,1055.0
Antioquia,Caribe,522,1055.0
Antioquia,Caribe,523,1055.0
Antioquia,Caribe,524,1055.0
Antioquia,Caribe,525,1055.0
Antioquia,Caribe,526,1055.0
Antioquia,Caribe,527,1055.0
Antioquia,Caribe,528,1055.0
Antioquia,Caribe,529,1055.0
Antioquia,Caribe,530,1055.0
Antioquia,Caribe,531,1055.0
Antioquia,Caribe,532,1055.0
Antioquia,Caribe,533,1055.0
Antioquia,Caribe,534,1055.0
Antioquia,Caribe,535,1055.0
Antioquia,Caribe,536,1055.0
Antioquia,Caribe,537,1055.0
Antioquia,Caribe,538,1055.0
Antioquia,Caribe,539,1055.0
Antioquia,Caribe,540,1055.0
Antioquia,Caribe,541,1055.0
Antioquia,Caribe,542,1055.0
Antioquia,Caribe,543,1055.0
Antioquia,Caribe,544,1055.0
Antioquia,Caribe,545,1055.0
Antioquia,Caribe,546,1055.0
Antioquia,Caribe,547,1055.0
Antioquia,Caribe,548,1055.0
Antioquia,Caribe,549,1055.0
Antioquia,Caribe,550,1055.0
Antioquia,Caribe,551,1055.0
Antioquia,Caribe,552,1055.0
Antioquia,Caribe,553,992.82801
Antioquia,Caribe,554,827.73853
Antioquia,Caribe,555,758.87882
Antioquia,Caribe,556,698.38367
Antioquia,Caribe,557,669.68405
Antioquia,Caribe,558,733.87386
Antioquia,Caribe,559,819.75077
Antioquia,Caribe,560,768.51252
Antioquia,Caribe,561,765.34282
Antioquia,Caribe,562,758.99504
Antioquia,Caribe,563,740.06749
Antioquia,Caribe,564,805.64183
Antioquia,Caribe,565,936.23251
Antioquia,Caribe,566,1022.6685
Antioquia,Caribe,567,1055.0
Antioquia,Caribe,568,1055.0
Antioquia,Caribe,569,1055.0
Antioquia,Caribe,570,1055.0
Antioquia,Caribe,571,1055.0
Antioquia,Caribe,572,1055.0
Antioquia,Caribe,573,1055.0
Antioquia,Caribe,574,1055.0
Antioquia,Caribe,575,1055.0
Antioquia,Caribe,576,1055.0
Antioquia,Caribe,1345,661.58153
Antioquia,Caribe,1346,527.16187
Antioquia,Caribe,1347,442.67511
Antioquia,Caribe,1348,373.57143
Antioquia,Caribe,1349,342.24455
Antioquia,Caribe,1350,337.55298
Antioquia,Caribe,1351,387.9303
Antioquia,Caribe,1352,180.95934
Antioquia,Caribe,1353,13.233101
Antioquia,Caribe,1354,0.0
Antioquia,Caribe,1355,0.0
Antioquia,Caribe,1356,0.0
Antioquia,Caribe,1357,0.0
Antioquia,Caribe,1358,87.526152
Antioquia,Caribe,1359,287.76047
Antioquia,Caribe,1360,559.65734
Antioquia,Caribe,1361,796.37627
Antioquia,Caribe,1362,889.8243
Antioquia,Caribe,1363,771.18693
Antioquia,Caribe,1364,1044.3143
Antioquia,Caribe,1365,1055.0
Antioquia,Caribe,1366,1055.0
Antioquia,Caribe,1367,961.83873
Antioquia,Caribe,1368,812.52732
Antioquia,Caribe,1369,716.59429
Antioquia,Caribe,1370,548.78942
Antioquia,Caribe,1371,437.3322
Antioquia,Caribe,1372,374.50281
Antioquia,Caribe,1373,331.70358
Antioquia,Caribe,1374,382.80905
Antioquia,Caribe,1375,455.50675
Antioquia,Caribe,1376,263.19096
Antioquia,Caribe,1377,135.93452
Antioquia,Caribe,1378,110.6494
Antioquia,Caribe,1379,14.074144
Antioquia,Caribe,1380,63.742139
Antioquia,Caribe,1381,181.21624
Antioquia,Caribe,1382,277.6952
Antioquia,Caribe,1383,475.97177
Antioquia,Caribe,1384,766.17838
Antioquia,Caribe,1385,987.6991
Antioquia,Caribe,1386,1055.0
Antioquia,Caribe,1387,992.67155
Antioquia,Caribe,1388,1055.0
Antioquia,Caribe,1389,1055.0
Antioquia,Caribe,1390,1055.0
Antioquia,Caribe,1391,1055.0
Antioquia,Caribe,1392,910.36764
Antioquia,Caribe,1393,774.93541
Antioquia,Caribe,1394,647.8825
Antioquia,Caribe,1395,567.96065
Antioquia,Caribe,1396,501.88771
Antioquia,Caribe,1397,464.35583
Antioquia,Caribe,1398,509.09207
Antioquia,Caribe,1399,571.43672
Antioquia,Caribe,1400,379.45267
Antioquia,Caribe,1401,289.844
Antioquia,Caribe,1402,208.47002
Antioquia,Caribe,1403,139.26044
Antioquia,Caribe,1404,178.75794
Antioquia,Caribe,1405,304.10806
Antioquia,Caribe,1406,406.18271
Antioquia,Caribe,1407,599.01511
Antioquia,Caribe,1408,814.67038
Antioquia,Caribe,1409,1009.4458
Antioquia,Caribe,1410,1055.0
Antioquia,Caribe,1411,1010.3861
Antioquia,Caribe,1412,1055.0
Antioquia,Caribe,1413,1055.0
Antioquia,Caribe,1414,1055.0
Antioquia,Caribe,1415,1055.0
Antioquia,Caribe,1416,938.44954
Antioquia,Caribe,1417,866.02622
Antioquia,Caribe,1418,696.52978
Antioquia,Caribe,1419,586.76409
Antioquia,Caribe,1420,516.54102
Antioquia,Caribe,1421,496.11217
Antioquia,Caribe,1422,558.68197
Antioquia,Caribe,1423,703.28496
Antioquia,Caribe,1424,530.46764
Antioquia,Caribe,1425,430.909
Antioquia,Caribe,1426,348.19748
Antioquia,Caribe,1427,282.24306
Antioquia,Caribe,1428,343.03506
Antioquia,Caribe,1429,460.11195
Antioquia,Caribe,1430,534.99206
Antioquia,Caribe,1431,731.13058
Antioquia,Caribe,1432,968.25909
Antioquia,Caribe,1433,1055.0
Antioquia,Caribe,1434,1055.0
Antioquia,Caribe,1435,1055.0
Antioquia,Caribe,1436,1055.0
Antioquia,Caribe,1437,1055.0
Antioquia,Caribe,1438,1055.0
Antioquia,Caribe,1439,1055.0
Antioquia,Caribe,1440,1055.0
Antioquia,Caribe,1441,861.46926
Antioquia,Caribe,1442,472.22034
Antioquia,Caribe,1443,385.44501
Antioquia,Caribe,1444,580.93052
Antioquia,Caribe,1445,536.50813
Antioquia,Caribe,1446,254.07071
Antioquia,Caribe,1447,261.56603
Antioquia,Caribe,1448,441.30694
Antioquia,Caribe,1449,414.88171
Antioquia,Caribe,1450,125.82081
Antioquia,Caribe,1451,99.874427
Antioquia,Caribe,1452,420.3137
Antioquia,Caribe,1453,321.84148
Antioquia,Caribe,1454,669.10198
Antioquia,Caribe,1455,861.62488
Antioquia,Caribe,1456,816.54981
Antioquia,Caribe,1457,983.93145
Antioquia,Caribe,1458,1009.0651
Antioquia,Caribe,1459,870.60029
Antioquia,Caribe,1460,1055.0
Antioquia,Caribe,1461,1055.0
Antioquia,Caribe,1462,1055.0
Antioquia,Caribe,1463,1055.0
Antioquia,Caribe,1464,1033.3807
Antioquia,Caribe,1465,699.57738
Antioquia,Caribe,1466,765.631
Antioquia,Caribe,1467,402.8439
Antioquia,Caribe,1468,589.57511
Antioquia,Caribe,1469,629.55227
Antioquia,Caribe,1470,434.08717
Antioquia,Caribe,1471,453.2798
Antioquia,Caribe,1472,622.81522
Antioquia,Caribe,1473,595.19735
Antioquia,Caribe,1474,528.2469
Antioquia,Caribe,1475,486.16447
Antioquia,Caribe,1476,266.16074
Antioquia,Caribe,1477,631.16976
Antioquia,Caribe,1478,448.97699
Antioquia,Caribe,1479,926.22941
Antioquia,Caribe,1480,926.30839
Antioquia,Caribe,1481,1055.0
Antioquia,Caribe,1482,1055.0
Antioquia,Caribe,1483,1008.7406
Antioquia,Caribe,1484,1055.0
Antioquia,Caribe,1485,1055.0
Antioquia,Caribe,1486,1055.0
Antioquia,Caribe,1487,1055.0
Antioquia,Caribe,1488,1055.0
Antioquia,Caribe,1489,1055.0
Antioquia,Caribe,1490,1055.0
Antioquia,Caribe,1491,1005.1719
Antioquia,Caribe,1492,948.45852
Antioquia,Caribe,1493,916.80576
Antioquia,Caribe,1494,973.49291
Antioquia,Caribe,1495,1026.4765
Antioquia,Caribe,1496,991.51907
Antioquia,Caribe,1497,977.22535
Antioquia,Caribe,1498,984.40479
Antioquia,Caribe,1499,988.2962
Antioquia,Caribe,1500,1055.0
Antioquia,Caribe,1501,1055.0
Antioquia,Caribe,1502,1055.0
Antioquia,Caribe,1503,1055.0
Antioquia,Caribe,1504,1055.0
Antioquia,Caribe,1505,1055.0
Antioquia,Caribe,1506,1055.0
Antioquia,Caribe,1507,1055.0
Antioquia,Caribe,1508,1055.0
Antioquia,Caribe,1509,1055.0
Antioquia,Caribe,1510,1055.0
Antioquia,Caribe,1511,1055.0
Antioquia,Caribe,1512,1055.0
Antioquia,Caribe,1513,1055.0
Antioquia,Caribe,1514,1055.0
Antioquia,Caribe,1515,1055.0
Antioquia,Caribe,1516,993.80919
Antioquia,Caribe,1517,959.77193
