gen_tech,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
Thermal,ACPM,2027,67.40806537821813,626895.0080174288,34477.16281621826,1041.0,202347726.61909693,149092020.0,5222.9156800705205,0.007391916073214872,0.0,0.0
Thermal,ACPM,2028,8.300015511702658e-07,0.0077190144258834715,0.00046926464862368335,1041.0,202347726.61909693,149092020.0,423420590155.88745,9.101732518897197e-11,0.0,0.0
Thermal,ACPM,2029,80.47764799729349,748442.1263748297,41312.91321011734,1041.0,202347726.61909693,149092020.0,4376.223678372361,0.008825116348138805,0.0,0.0
Thermal,ACPM,2030,162.6857168023739,1512977.166262077,89128.96503233882,1041.0,202347726.61909693,149092020.0,2169.537257005274,0.017839989297520148,0.0,0.0
Thermal,ACPM,2031,274.82612959336495,2555883.0052182944,143961.85900532932,1041.0,202347726.61909693,149092020.0,1288.0712257895204,0.030137219830923562,0.0,0.0
Thermal,ACPM,2032,250.27458623224362,2327553.6519598654,131956.97923549835,1041.0,202347726.61909693,149092020.0,1413.5166722152787,0.027444916662526325,0.0,0.0
Thermal,ACPM,2033,349.81190818004177,3253250.7460743883,176004.98429340177,1041.0,202347726.61909693,149092020.0,1013.9534677665042,0.03836010204668431,0.0,0.0
Thermal,ACPM,2034,942.1413267667062,8761914.338930368,467710.1096449039,1041.0,202347726.61909693,149092020.0,382.3223233335785,0.10331448584811607,0.0,0.0
Thermal,ACPM,2035,674.5964626687181,6273747.1028190795,339436.11962519685,1041.0,202347726.61909693,149092020.0,530.2629253447219,0.07397572393386212,0.0,0.0
Thermal,CARBON,2023,12012.377444056781,100797156.7941786,11233293.077010674,1627.5,255374468.35368097,233090550.0,49.0545837318325,0.8425658764567879,0.0,0.0
Thermal,CARBON,2024,6605.516919081641,55427606.04219027,6084195.280896535,1627.5,255374468.35368097,233090550.0,82.33914636183965,0.4633207021920361,0.0,0.0
Thermal,CARBON,2025,7822.903122556868,65642825.1861303,7437601.792296741,1627.5,255374468.35368097,233090550.0,70.83148479009982,0.5487099665815757,0.0,0.0
Thermal,CARBON,2026,2761.330204023125,23170620.040175993,2542899.2106973543,1627.5,255374468.35368097,233090550.0,185.28593126907765,0.19368377445469384,0.0,0.0
Thermal,CARBON,2027,3064.1838466196014,25711897.67157347,2805670.402705423,1627.5,255374468.35368097,233090550.0,167.80224091073808,0.2149263757632866,0.0,0.0
Thermal,CARBON,2028,3065.004185843839,25718781.226622835,2792238.021855779,1627.5,255374468.35368097,233090550.0,167.7595749967114,0.21498391556676683,0.0,0.0
Thermal,CARBON,2029,1984.4702315050108,16651904.088924242,1818827.3942387234,1627.5,255374468.35368097,233090550.0,254.5348952196312,0.1391936698374128,0.0,0.0
Thermal,CARBON,2030,2982.953572472025,25030285.666138336,2776366.9275167016,1627.5,255374468.35368097,233090550.0,172.143243783133,0.20922876449102012,0.0,0.0
Thermal,CARBON,2031,3775.4958799405736,31680593.784074776,3538232.9570264425,1627.5,255374468.35368097,233090550.0,137.76881995854353,0.2648188512187483,0.0,0.0
Thermal,CARBON,2032,3341.212395654794,28036474.153090842,3159492.7529023252,1627.5,255374468.35368097,233090550.0,154.58505217401796,0.2343575669082895,0.0,0.0
Thermal,CARBON,2033,3086.1444637830027,25896171.582531165,2861099.9014110276,1627.5,255374468.35368097,233090550.0,166.66789127094427,0.21646672585085133,0.0,0.0
Thermal,CARBON,2034,4140.43899174211,34742870.858911015,3855754.7307083327,1627.5,255374468.35368097,233090550.0,126.3653178457895,0.2904164995014421,0.0,0.0
Thermal,CARBON,2035,3070.353535514565,25763668.1975841,2855167.7265767166,1627.5,255374468.35368097,233090550.0,167.4819139239888,0.2153591268448656,0.0,0.0
Thermal,COMBUSTOLEO,2023,1.1671375821902495e-07,0.0010854379514369324,0.0001213878578918516,178.0,20395980.66718305,25493160.0,393176788825.12683,7.485105832116422e-11,0.0,0.0
Thermal,COMBUSTOLEO,2024,1.1624942162952194e-07,0.0010811196211545542,0.00012092222220683052,178.0,20395980.66718305,25493160.0,394747260029.4681,7.455326922010282e-11,0.0,0.0
Thermal,COMBUSTOLEO,2025,1.2540673692742604e-07,0.0011662826534250624,0.00013042672677165767,178.0,20395980.66718305,25493160.0,365922451956.51465,8.042605364490408e-11,0.0,0.0
Thermal,COMBUSTOLEO,2026,1.1698637122064967e-07,0.001087973252352042,0.00012177046771762328,178.0,20395980.66718305,25493160.0,392260570094.26215,7.502589093725928e-11,0.0,0.0
Thermal,COMBUSTOLEO,2027,1.2510470863720325e-07,0.0011634737903259901,0.0001302105515744098,178.0,20395980.66718305,25493160.0,366805863410.1655,8.023235636781285e-11,0.0,0.0
Thermal,COMBUSTOLEO,2028,1.1740177562888393e-07,0.0010918365133486207,0.00012228508149171583,178.0,20395980.66718305,25493160.0,390872628820.6577,7.529229877179462e-11,0.0,0.0
Thermal,COMBUSTOLEO,2029,1.2367765202436825e-07,0.001150202163826625,0.0001288213818993926,178.0,20395980.66718305,25493160.0,371038258870.6625,7.93171540867376e-11,0.0,0.0
Thermal,COMBUSTOLEO,2030,1.3822383136768287e-07,0.0012854816317194508,0.00014390333356009084,178.0,20395980.66718305,25493160.0,331991525733.36597,8.864593361531145e-11,0.0,0.0
Thermal,COMBUSTOLEO,2031,1.4572902909988246e-07,0.0013552799706289071,0.00015169500352706886,178.0,20395980.66718305,25493160.0,314893614209.7398,9.345917930062748e-11,0.0,0.0
Thermal,COMBUSTOLEO,2032,1.4794157074179505e-07,0.001375856607898694,0.00015401498625015767,178.0,20395980.66718305,25493160.0,310184219610.9302,9.487813012531103e-11,0.0,0.0
Thermal,COMBUSTOLEO,2033,1.4672147072280208e-07,0.0013645096777220593,0.0001527844284256929,178.0,20395980.66718305,25493160.0,312763636041.0058,9.40956535855023e-11,0.0,0.0
Thermal,COMBUSTOLEO,2034,1.4200614514442592e-07,0.0013206571498431614,0.0001479348745743467,178.0,20395980.66718305,25493160.0,323148977967.3451,9.10716132730657e-11,0.0,0.0
Thermal,COMBUSTOLEO,2035,1.528409028241553e-07,0.0014214203962646444,0.00015919516600297514,178.0,20395980.66718305,25493160.0,300241230067.8458,9.802017778984869e-11,0.0,0.0
Thermal,GASIMPOR,2023,3.0151810620787843e-07,0.0021347481919517792,0.0001436519231236196,835.0,95661453.12922928,119588700.0,713887984501.2098,4.1221407350761265e-11,0.0,0.0
Thermal,GASIMPOR,2024,4.465956926204651e-07,0.0032651316226096896,0.00021400478461427585,887.0,101778213.32931766,127036140.0,512352351609.0837,5.7476035456397714e-11,0.0,0.0
Thermal,GASIMPOR,2025,4.889161209696851e-07,0.0035727855032587352,0.00023329485608501564,887.0,101778213.32931766,127036140.0,468003290378.4694,6.292259591482308e-11,0.0,0.0
Thermal,GASIMPOR,2026,3.773353869631869e-07,0.0027626767211689253,0.0001836445729646905,887.0,101778213.32931766,127036140.0,606395162599.4825,4.856236286739288e-11,0.0,0.0
Thermal,GASIMPOR,2027,4.0565575397526896e-07,0.002969929900618217,0.00019729983279579728,887.0,101778213.32931766,127036140.0,564060415980.7811,5.22071414566659e-11,0.0,0.0
