,timestamp,Values_Type,GeneReal
456,2023_Q2_labor_5h,EOLICA,17187.221898734177
457,2023_Q2_labor_5h,HIDRAULICA,6211335.452405063
458,2023_Q2_labor_5h,SOLAR,0.0379746835443038
459,2023_Q2_labor_5h,TERMICA,1191335.988607595
460,2023_Q2_labor_6h,COGENERADOR,74214.1270886076
461,2023_Q2_labor_6h,EOLICA,16493.01240506329
462,2023_Q2_labor_6h,HIDRAULICA,6582254.981265822
463,2023_Q2_labor_6h,SOLAR,415.2474683544304
464,2023_Q2_labor_6h,TERMICA,1199212.8269620254
465,2023_Q2_labor_7h,COGENERADOR,73438.43303797468
466,2023_Q2_labor_7h,EOLICA,15441.943417721519
467,2023_Q2_labor_7h,HIDRAULICA,6700550.197341772
468,2023_Q2_labor_7h,SOLAR,28546.10658227848
469,2023_Q2_labor_7h,TERMICA,1202096.536708861
470,2023_Q2_labor_8h,COGENERADOR,72146.59189873417
471,2023_Q2_labor_8h,EOLICA,15837.40164556962
472,2023_Q2_labor_8h,HIDRAULICA,7076702.672278482
473,2023_Q2_labor_8h,SOLAR,109218.90734177215
474,2023_Q2_labor_8h,TERMICA,1218110.816835443
475,2023_Q2_labor_9h,COGENERADOR,70550.6570886076
476,2023_Q2_labor_9h,EOLICA,16417.86430379747
477,2023_Q2_labor_9h,HIDRAULICA,7480690.894683544
478,2023_Q2_labor_9h,SOLAR,185270.91240506328
479,2023_Q2_labor_9h,TERMICA,1265830.4437974684
480,2023_Q3_holidays_0h,COGENERADOR,99009.86538461539
481,2023_Q3_holidays_0h,EOLICA,18934.91076923077
482,2023_Q3_holidays_0h,HIDRAULICA,5864617.354615385
483,2023_Q3_holidays_0h,SOLAR,0.0
484,2023_Q3_holidays_0h,TERMICA,1950953.2946153844
485,2023_Q3_holidays_10h,COGENERADOR,95895.7876923077
486,2023_Q3_holidays_10h,EOLICA,17888.526923076923
487,2023_Q3_holidays_10h,HIDRAULICA,5709354.753846154
488,2023_Q3_holidays_10h,SOLAR,329460.8307692307
489,2023_Q3_holidays_10h,TERMICA,1680516.7876923075
490,2023_Q3_holidays_11h,COGENERADOR,95123.14153846154
491,2023_Q3_holidays_11h,EOLICA,18566.55846153846
492,2023_Q3_holidays_11h,HIDRAULICA,5881220.344615385
493,2023_Q3_holidays_11h,SOLAR,388572.20384615386
494,2023_Q3_holidays_11h,TERMICA,1730165.4123076922
495,2023_Q3_holidays_12h,COGENERADOR,93729.37461538463
496,2023_Q3_holidays_12h,EOLICA,19976.53923076923
497,2023_Q3_holidays_12h,HIDRAULICA,6083980.764615385
498,2023_Q3_holidays_12h,SOLAR,402852.75769230764
499,2023_Q3_holidays_12h,TERMICA,1745833.3023076924
500,2023_Q3_holidays_13h,COGENERADOR,93978.30923076923
501,2023_Q3_holidays_13h,EOLICA,22950.033076923075
502,2023_Q3_holidays_13h,HIDRAULICA,6203098.288461538
503,2023_Q3_holidays_13h,SOLAR,391518.94615384616
504,2023_Q3_holidays_13h,TERMICA,1758530.9615384615
505,2023_Q3_holidays_14h,COGENERADOR,94111.59538461539
506,2023_Q3_holidays_14h,EOLICA,25650.260769230772
507,2023_Q3_holidays_14h,HIDRAULICA,6206445.158461539
508,2023_Q3_holidays_14h,SOLAR,361473.77153846156
509,2023_Q3_holidays_14h,TERMICA,1774340.8369230768
510,2023_Q3_holidays_15h,COGENERADOR,95303.9546153846
511,2023_Q3_holidays_15h,EOLICA,25936.75
512,2023_Q3_holidays_15h,HIDRAULICA,6111841.375384615
513,2023_Q3_holidays_15h,SOLAR,321836.7084615385
514,2023_Q3_holidays_15h,TERMICA,1775865.4815384618
515,2023_Q3_holidays_16h,COGENERADOR,93818.06999999999
516,2023_Q3_holidays_16h,EOLICA,25425.15846153846
517,2023_Q3_holidays_16h,HIDRAULICA,6084327.934615385
518,2023_Q3_holidays_16h,SOLAR,243876.7346153846
519,2023_Q3_holidays_16h,TERMICA,1799329.4907692308
520,2023_Q3_holidays_17h,COGENERADOR,95339.08230769231
521,2023_Q3_holidays_17h,EOLICA,24081.175384615388
522,2023_Q3_holidays_17h,HIDRAULICA,6081669.078461538
523,2023_Q3_holidays_17h,SOLAR,148437.37692307692
524,2023_Q3_holidays_17h,TERMICA,1813872.536153846
525,2023_Q3_holidays_18h,COGENERADOR,96438.35307692309
526,2023_Q3_holidays_18h,EOLICA,25091.168461538462
527,2023_Q3_holidays_18h,HIDRAULICA,6096566.029230769
528,2023_Q3_holidays_18h,SOLAR,41064.43
529,2023_Q3_holidays_18h,TERMICA,1879437.386923077
530,2023_Q3_holidays_19h,COGENERADOR,96167.18615384615
531,2023_Q3_holidays_19h,EOLICA,23675.21153846154
532,2023_Q3_holidays_19h,HIDRAULICA,6698189.88
533,2023_Q3_holidays_19h,SOLAR,344.64076923076925
534,2023_Q3_holidays_19h,TERMICA,1986659.2676923077
535,2023_Q3_holidays_1h,COGENERADOR,100856.85
536,2023_Q3_holidays_1h,EOLICA,21516.714615384615
537,2023_Q3_holidays_1h,HIDRAULICA,5846774.751538461
538,2023_Q3_holidays_1h,SOLAR,0.011538461538461537
539,2023_Q3_holidays_1h,TERMICA,1921861.71
540,2023_Q3_holidays_20h,COGENERADOR,96209.22615384615
541,2023_Q3_holidays_20h,EOLICA,22814.206923076923
542,2023_Q3_holidays_20h,HIDRAULICA,7081583.833076923
543,2023_Q3_holidays_20h,SOLAR,0.015384615384615385
544,2023_Q3_holidays_20h,TERMICA,2011833.676153846
545,2023_Q3_holidays_21h,COGENERADOR,99256.79692307694
546,2023_Q3_holidays_21h,EOLICA,22135.094615384613
547,2023_Q3_holidays_21h,HIDRAULICA,6987000.07923077
548,2023_Q3_holidays_21h,SOLAR,0.01
549,2023_Q3_holidays_21h,TERMICA,2008849.5076923077
550,2023_Q3_holidays_22h,COGENERADOR,99357.2046153846
551,2023_Q3_holidays_22h,EOLICA,21422.718461538465
552,2023_Q3_holidays_22h,HIDRAULICA,6735383.935384615
553,2023_Q3_holidays_22h,SOLAR,0.0
554,2023_Q3_holidays_22h,TERMICA,1984946.1884615384
555,2023_Q3_holidays_23h,COGENERADOR,99455.62538461537
556,2023_Q3_holidays_23h,EOLICA,20322.32384615385
557,2023_Q3_holidays_23h,HIDRAULICA,6281592.903846154
558,2023_Q3_holidays_23h,SOLAR,0.0
559,2023_Q3_holidays_23h,TERMICA,1995854.2153846154
560,2023_Q3_holidays_2h,COGENERADOR,102677.66153846154
561,2023_Q3_holidays_2h,EOLICA,18892.05
562,2023_Q3_holidays_2h,HIDRAULICA,5600369.9430769235
563,2023_Q3_holidays_2h,SOLAR,0.012307692307692308
564,2023_Q3_holidays_2h,TERMICA,1855507.996923077
565,2023_Q3_holidays_3h,COGENERADOR,100721.17461538462
566,2023_Q3_holidays_3h,EOLICA,17389.384615384617
567,2023_Q3_holidays_3h,HIDRAULICA,5485227.504615385
568,2023_Q3_holidays_3h,SOLAR,0.012307692307692308
569,2023_Q3_holidays_3h,TERMICA,1745446.6338461537
570,2023_Q3_holidays_4h,COGENERADOR,100889.54461538463
571,2023_Q3_holidays_4h,EOLICA,18106.52076923077
572,2023_Q3_holidays_4h,HIDRAULICA,5380772.219230769
573,2023_Q3_holidays_4h,SOLAR,0.01076923076923077
574,2023_Q3_holidays_4h,TERMICA,1659613.5007692305
575,2023_Q3_holidays_5h,COGENERADOR,101340.94230769231
576,2023_Q3_holidays_5h,EOLICA,18222.883846153847
577,2023_Q3_holidays_5h,HIDRAULICA,5315251.050000001
578,2023_Q3_holidays_5h,SOLAR,0.00923076923076923
579,2023_Q3_holidays_5h,TERMICA,1614031.463846154
580,2023_Q3_holidays_6h,COGENERADOR,101534.09538461539
581,2023_Q3_holidays_6h,EOLICA,17148.18153846154
582,2023_Q3_holidays_6h,HIDRAULICA,5266476.606923077
583,2023_Q3_holidays_6h,SOLAR,197.24769230769232
584,2023_Q3_holidays_6h,TERMICA,1548436.6476923078
585,2023_Q3_holidays_7h,COGENERADOR,100910.45769230768
586,2023_Q3_holidays_7h,EOLICA,16423.496153846154
587,2023_Q3_holidays_7h,HIDRAULICA,5076346.262307692
588,2023_Q3_holidays_7h,SOLAR,43875.77692307692
589,2023_Q3_holidays_7h,TERMICA,1532088.0253846152
590,2023_Q3_holidays_8h,COGENERADOR,97539.8376923077
591,2023_Q3_holidays_8h,EOLICA,18774.85846153846
592,2023_Q3_holidays_8h,HIDRAULICA,5286539.598461539
593,2023_Q3_holidays_8h,SOLAR,173739.78461538462
594,2023_Q3_holidays_8h,TERMICA,1551140.1484615384
595,2023_Q3_holidays_9h,COGENERADOR,96963.5976923077
596,2023_Q3_holidays_9h,EOLICA,18400.764615384614
597,2023_Q3_holidays_9h,HIDRAULICA,5516097.713846154
598,2023_Q3_holidays_9h,SOLAR,274844.86846153846
599,2023_Q3_holidays_9h,TERMICA,1608765.4492307692
600,2023_Q3_labor_0h,COGENERADOR,96878.80594936709
601,2023_Q3_labor_0h,EOLICA,20584.363417721517
602,2023_Q3_labor_0h,HIDRAULICA,6385336.33721519
603,2023_Q3_labor_0h,SOLAR,0.02
604,2023_Q3_labor_0h,TERMICA,2060383.1874683544
605,2023_Q3_labor_10h,COGENERADOR,91138.26303797468
606,2023_Q3_labor_10h,EOLICA,18318.21683544304
607,2023_Q3_labor_10h,HIDRAULICA,7160282.3521519
608,2023_Q3_labor_10h,SOLAR,338363.0006329114
609,2023_Q3_labor_10h,TERMICA,1866473.490886076
610,2023_Q3_labor_11h,COGENERADOR,89338.84898734177
611,2023_Q3_labor_11h,EOLICA,18978.911012658227
612,2023_Q3_labor_11h,HIDRAULICA,7452514.439493671
613,2023_Q3_labor_11h,SOLAR,381292.2555696203
614,2023_Q3_labor_11h,TERMICA,1918170.868607595
615,2023_Q3_labor_12h,COGENERADOR,89937.55265822785
616,2023_Q3_labor_12h,EOLICA,21555.69670886076
617,2023_Q3_labor_12h,HIDRAULICA,7659635.978481012
618,2023_Q3_labor_12h,SOLAR,391953.9818987342
619,2023_Q3_labor_12h,TERMICA,1973136.5262025315
620,2023_Q3_labor_13h,COGENERADOR,91072.992278481
621,2023_Q3_labor_13h,EOLICA,22907.253797468355
622,2023_Q3_labor_13h,HIDRAULICA,7558780.275949366
623,2023_Q3_labor_13h,SOLAR,389761.35569620255
624,2023_Q3_labor_13h,TERMICA,2006466.705063291
625,2023_Q3_labor_14h,COGENERADOR,91936.34265822785
626,2023_Q3_labor_14h,EOLICA,23298.163670886075
627,2023_Q3_labor_14h,HIDRAULICA,7603260.104810126
628,2023_Q3_labor_14h,SOLAR,367544.6750632911
629,2023_Q3_labor_14h,TERMICA,2046489.735443038
630,2023_Q3_labor_15h,COGENERADOR,91457.55164556962
631,2023_Q3_labor_15h,EOLICA,23508.96151898734
632,2023_Q3_labor_15h,HIDRAULICA,7733484.862784809
633,2023_Q3_labor_15h,SOLAR,330037.49632911396
634,2023_Q3_labor_15h,TERMICA,2076039.7999999998
635,2023_Q3_labor_16h,COGENERADOR,91885.54316455696
636,2023_Q3_labor_16h,EOLICA,24159.833797468356
637,2023_Q3_labor_16h,HIDRAULICA,7751205.485063292
638,2023_Q3_labor_16h,SOLAR,268140.6559493671
639,2023_Q3_labor_16h,TERMICA,2088041.6988607596
640,2023_Q3_labor_17h,COGENERADOR,92921.44518987341
641,2023_Q3_labor_17h,EOLICA,24547.245949367087
642,2023_Q3_labor_17h,HIDRAULICA,7673743.007974683
643,2023_Q3_labor_17h,SOLAR,174669.34556962026
644,2023_Q3_labor_17h,TERMICA,2081312.371772152
645,2023_Q3_labor_18h,COGENERADOR,93476.12607594936
646,2023_Q3_labor_18h,EOLICA,24845.949620253166
647,2023_Q3_labor_18h,HIDRAULICA,7473949.401392406
648,2023_Q3_labor_18h,SOLAR,46771.78670886076
649,2023_Q3_labor_18h,TERMICA,2088370.1565822784
650,2023_Q3_labor_19h,COGENERADOR,94225.5946835443
651,2023_Q3_labor_19h,EOLICA,24844.14924050633
652,2023_Q3_labor_19h,HIDRAULICA,7955022.61
653,2023_Q3_labor_19h,SOLAR,459.53164556962025
654,2023_Q3_labor_19h,TERMICA,2131395.98
655,2023_Q3_labor_1h,COGENERADOR,96311.99721518988
656,2023_Q3_labor_1h,EOLICA,19450.768860759494
657,2023_Q3_labor_1h,HIDRAULICA,6026328.163544304
658,2023_Q3_labor_1h,SOLAR,0.0320253164556962
659,2023_Q3_labor_1h,TERMICA,1884293.7167088608
660,2023_Q3_labor_20h,COGENERADOR,96622.14936708861
661,2023_Q3_labor_20h,EOLICA,23791.843670886075
662,2023_Q3_labor_20h,HIDRAULICA,8241037.695063291
663,2023_Q3_labor_20h,SOLAR,0.25620253164556966
664,2023_Q3_labor_20h,TERMICA,2155316.7367088604
665,2023_Q3_labor_21h,COGENERADOR,97052.67531645569
666,2023_Q3_labor_21h,EOLICA,22487.268607594935
667,2023_Q3_labor_21h,HIDRAULICA,8025618.745063291
668,2023_Q3_labor_21h,SOLAR,0.019240506329113925
669,2023_Q3_labor_21h,TERMICA,2165650.693670886
670,2023_Q3_labor_22h,COGENERADOR,97718.37278481013
671,2023_Q3_labor_22h,EOLICA,21852.343544303796
672,2023_Q3_labor_22h,HIDRAULICA,7547375.524303797
673,2023_Q3_labor_22h,SOLAR,0.0189873417721519
674,2023_Q3_labor_22h,TERMICA,2148986.453544304
675,2023_Q3_labor_23h,COGENERADOR,98052.43379746834
676,2023_Q3_labor_23h,EOLICA,20980.759493670885
677,2023_Q3_labor_23h,HIDRAULICA,6929852.446582278
678,2023_Q3_labor_23h,SOLAR,0.023164556962025316
679,2023_Q3_labor_23h,TERMICA,2126806.7051898735
680,2023_Q3_labor_2h,COGENERADOR,96757.80050632912
681,2023_Q3_labor_2h,EOLICA,18096.18227848101
682,2023_Q3_labor_2h,HIDRAULICA,5849130.731012658
683,2023_Q3_labor_2h,SOLAR,0.028481012658227847
684,2023_Q3_labor_2h,TERMICA,1767192.9482278482
685,2023_Q3_labor_3h,COGENERADOR,96351.99784810127
686,2023_Q3_labor_3h,EOLICA,17128.12240506329
687,2023_Q3_labor_3h,HIDRAULICA,5712503.489999999
688,2023_Q3_labor_3h,SOLAR,0.027848101265822787
689,2023_Q3_labor_3h,TERMICA,1694858.7062025317
690,2023_Q3_labor_4h,COGENERADOR,96227.94278481013
691,2023_Q3_labor_4h,EOLICA,16620.46012658228
692,2023_Q3_labor_4h,HIDRAULICA,5647205.312405064
693,2023_Q3_labor_4h,SOLAR,0.04151898734177215
694,2023_Q3_labor_4h,TERMICA,1656271.109620253
695,2023_Q3_labor_5h,COGENERADOR,96390.66025316456
696,2023_Q3_labor_5h,EOLICA,15682.761139240505
697,2023_Q3_labor_5h,HIDRAULICA,5764395.988227848
698,2023_Q3_labor_5h,SOLAR,0.04227848101265823
699,2023_Q3_labor_5h,TERMICA,1655981.2113924052
700,2023_Q3_labor_6h,COGENERADOR,97637.72924050633
701,2023_Q3_labor_6h,EOLICA,15248.010886075948
702,2023_Q3_labor_6h,HIDRAULICA,6016261.4139240505
703,2023_Q3_labor_6h,SOLAR,228.7121518987342
704,2023_Q3_labor_6h,TERMICA,1681009.959113924
705,2023_Q3_labor_7h,COGENERADOR,97159.56037974684
706,2023_Q3_labor_7h,EOLICA,14783.063164556961
707,2023_Q3_labor_7h,HIDRAULICA,6136127.4573417725
708,2023_Q3_labor_7h,SOLAR,42507.012151898736
709,2023_Q3_labor_7h,TERMICA,1696995.8865822784
710,2023_Q3_labor_8h,COGENERADOR,96249.44898734176
711,2023_Q3_labor_8h,EOLICA,16457.180379746835
712,2023_Q3_labor_8h,HIDRAULICA,6522436.893164557
713,2023_Q3_labor_8h,SOLAR,158850.1151898734
714,2023_Q3_labor_8h,TERMICA,1740768.418607595
715,2023_Q3_labor_9h,COGENERADOR,94498.27974683544
716,2023_Q3_labor_9h,EOLICA,17872.98582278481
717,2023_Q3_labor_9h,HIDRAULICA,6914090.959367088
718,2023_Q3_labor_9h,SOLAR,267256.2858227848
719,2023_Q3_labor_9h,TERMICA,1815746.08278481
720,2023_Q4_holidays_0h,COGENERADOR,95412.31307692308
721,2023_Q4_holidays_0h,EOLICA,10413.023076923077
722,2023_Q4_holidays_0h,HIDRAULICA,5544945.588461539
723,2023_Q4_holidays_0h,SOLAR,0.0
724,2023_Q4_holidays_0h,TERMICA,2728918.3415384614
725,2023_Q4_holidays_10h,COGENERADOR,91485.05076923076
726,2023_Q4_holidays_10h,EOLICA,10034.446923076923
727,2023_Q4_holidays_10h,HIDRAULICA,5012925.92
728,2023_Q4_holidays_10h,SOLAR,446693.3638461539
729,2023_Q4_holidays_10h,TERMICA,2555500.6946153846
730,2023_Q4_holidays_11h,COGENERADOR,90154.62846153845
731,2023_Q4_holidays_11h,EOLICA,11583.081538461538
732,2023_Q4_holidays_11h,HIDRAULICA,5223740.148461539
733,2023_Q4_holidays_11h,SOLAR,489272.1823076923
734,2023_Q4_holidays_11h,TERMICA,2624810.8984615384
735,2023_Q4_holidays_12h,COGENERADOR,87922.5
736,2023_Q4_holidays_12h,EOLICA,12733.040769230769
737,2023_Q4_holidays_12h,HIDRAULICA,5441458.928461538
738,2023_Q4_holidays_12h,SOLAR,507147.8984615384
739,2023_Q4_holidays_12h,TERMICA,2661021.6915384615
740,2023_Q4_holidays_13h,COGENERADOR,91296.85230769232
741,2023_Q4_holidays_13h,EOLICA,16013.184615384615
742,2023_Q4_holidays_13h,HIDRAULICA,5551433.1353846155
743,2023_Q4_holidays_13h,SOLAR,502702.55846153846
744,2023_Q4_holidays_13h,TERMICA,2679591.9584615384
745,2023_Q4_holidays_14h,COGENERADOR,91507.53615384616
746,2023_Q4_holidays_14h,EOLICA,17355.71076923077
747,2023_Q4_holidays_14h,HIDRAULICA,5538296.4623076925
748,2023_Q4_holidays_14h,SOLAR,483813.20153846155
749,2023_Q4_holidays_14h,TERMICA,2708556.9576923074
750,2023_Q4_holidays_15h,COGENERADOR,91004.83230769231
751,2023_Q4_holidays_15h,EOLICA,18612.125384615385
752,2023_Q4_holidays_15h,HIDRAULICA,5470646.457692308
753,2023_Q4_holidays_15h,SOLAR,408540.3484615385
754,2023_Q4_holidays_15h,TERMICA,2747282.006153846
755,2023_Q4_holidays_16h,COGENERADOR,93381.21615384615
756,2023_Q4_holidays_16h,EOLICA,19247.875384615385
757,2023_Q4_holidays_16h,HIDRAULICA,5467866.978461538
758,2023_Q4_holidays_16h,SOLAR,321278.08153846156
759,2023_Q4_holidays_16h,TERMICA,2769258.62
760,2023_Q4_holidays_17h,COGENERADOR,92127.61461538462
761,2023_Q4_holidays_17h,EOLICA,18416.106923076924
762,2023_Q4_holidays_17h,HIDRAULICA,5583877.799230769
763,2023_Q4_holidays_17h,SOLAR,151400.90538461538
764,2023_Q4_holidays_17h,TERMICA,2763146.793076923
765,2023_Q4_holidays_18h,COGENERADOR,93625.66384615385
766,2023_Q4_holidays_18h,EOLICA,16919.21846153846
767,2023_Q4_holidays_18h,HIDRAULICA,5822022.386153846
768,2023_Q4_holidays_18h,SOLAR,15623.336923076924
769,2023_Q4_holidays_18h,TERMICA,2807249.667692308
770,2023_Q4_holidays_19h,COGENERADOR,89842.89076923077
771,2023_Q4_holidays_19h,EOLICA,15815.109230769232
772,2023_Q4_holidays_19h,HIDRAULICA,6572468.6161538465
773,2023_Q4_holidays_19h,SOLAR,2.468461538461538
774,2023_Q4_holidays_19h,TERMICA,2847302.399230769
775,2023_Q4_holidays_1h,COGENERADOR,89481.99153846153
776,2023_Q4_holidays_1h,EOLICA,10855.805384615385
777,2023_Q4_holidays_1h,HIDRAULICA,5363255.429230769
778,2023_Q4_holidays_1h,SOLAR,0.0
779,2023_Q4_holidays_1h,TERMICA,2745020.1453846153
780,2023_Q4_holidays_20h,COGENERADOR,90634.72846153846
781,2023_Q4_holidays_20h,EOLICA,14394.766153846153
782,2023_Q4_holidays_20h,HIDRAULICA,6771177.505384615
783,2023_Q4_holidays_20h,SOLAR,0.0
784,2023_Q4_holidays_20h,TERMICA,2804536.8315384616
785,2023_Q4_holidays_21h,COGENERADOR,93239.94076923077
786,2023_Q4_holidays_21h,EOLICA,13742.505384615386
787,2023_Q4_holidays_21h,HIDRAULICA,6695847.55076923
788,2023_Q4_holidays_21h,SOLAR,0.0
789,2023_Q4_holidays_21h,TERMICA,2762097.123076923
790,2023_Q4_holidays_22h,COGENERADOR,93104.94384615385
791,2023_Q4_holidays_22h,EOLICA,12105.00923076923
792,2023_Q4_holidays_22h,HIDRAULICA,6442930.586153846
793,2023_Q4_holidays_22h,SOLAR,0.0
794,2023_Q4_holidays_22h,TERMICA,2735629.1407692307
795,2023_Q4_holidays_23h,COGENERADOR,95994.63769230769
796,2023_Q4_holidays_23h,EOLICA,10801.173846153846
797,2023_Q4_holidays_23h,HIDRAULICA,6011495.091538461
798,2023_Q4_holidays_23h,SOLAR,0.0
799,2023_Q4_holidays_23h,TERMICA,2740986.423076923
800,2023_Q4_holidays_2h,COGENERADOR,90034.06461538462
801,2023_Q4_holidays_2h,EOLICA,8763.176153846154
802,2023_Q4_holidays_2h,HIDRAULICA,5143583.765384615
803,2023_Q4_holidays_2h,SOLAR,0.0
804,2023_Q4_holidays_2h,TERMICA,2674338.377692308
805,2023_Q4_holidays_3h,COGENERADOR,91597.64846153845
806,2023_Q4_holidays_3h,EOLICA,8254.787692307691
807,2023_Q4_holidays_3h,HIDRAULICA,4950596.946153847
808,2023_Q4_holidays_3h,SOLAR,0.0
809,2023_Q4_holidays_3h,TERMICA,2611083.873076923
810,2023_Q4_holidays_4h,COGENERADOR,91324.86615384616
811,2023_Q4_holidays_4h,EOLICA,8275.776153846153
812,2023_Q4_holidays_4h,HIDRAULICA,4723031.0376923075
813,2023_Q4_holidays_4h,SOLAR,0.0
814,2023_Q4_holidays_4h,TERMICA,2617212.751538462
815,2023_Q4_holidays_5h,COGENERADOR,91863.50384615385
816,2023_Q4_holidays_5h,EOLICA,8240.633076923077
817,2023_Q4_holidays_5h,HIDRAULICA,4656888.716153846
818,2023_Q4_holidays_5h,SOLAR,0.0
819,2023_Q4_holidays_5h,TERMICA,2583646.719230769
820,2023_Q4_holidays_6h,COGENERADOR,92839.46923076923
821,2023_Q4_holidays_6h,EOLICA,7261.223076923076
822,2023_Q4_holidays_6h,HIDRAULICA,4594829.226923077
823,2023_Q4_holidays_6h,SOLAR,563.08
824,2023_Q4_holidays_6h,TERMICA,2529173.266923077
825,2023_Q4_holidays_7h,COGENERADOR,90833.44923076924
826,2023_Q4_holidays_7h,EOLICA,6826.0599999999995
827,2023_Q4_holidays_7h,HIDRAULICA,4413609.333846154
828,2023_Q4_holidays_7h,SOLAR,56295.06615384615
829,2023_Q4_holidays_7h,TERMICA,2493009.2992307693
830,2023_Q4_holidays_8h,COGENERADOR,91675.64692307691
831,2023_Q4_holidays_8h,EOLICA,7299.283846153847
832,2023_Q4_holidays_8h,HIDRAULICA,4542767.375384615
833,2023_Q4_holidays_8h,SOLAR,202215.74000000002
834,2023_Q4_holidays_8h,TERMICA,2515436.4915384618
835,2023_Q4_holidays_9h,COGENERADOR,92531.79384615386
836,2023_Q4_holidays_9h,EOLICA,7176.08076923077
837,2023_Q4_holidays_9h,HIDRAULICA,4773068.235384615
838,2023_Q4_holidays_9h,SOLAR,352467.21461538464
839,2023_Q4_holidays_9h,TERMICA,2533438.156153846
840,2023_Q4_labor_0h,COGENERADOR,89468.68038461539
841,2023_Q4_labor_0h,EOLICA,13476.736923076924
842,2023_Q4_labor_0h,HIDRAULICA,5993423.220897436
843,2023_Q4_labor_0h,SOLAR,0.6775641025641025
844,2023_Q4_labor_0h,TERMICA,2916916.8866666667
845,2023_Q4_labor_10h,COGENERADOR,85899.4485897436
846,2023_Q4_labor_10h,EOLICA,9593.769743589744
847,2023_Q4_labor_10h,HIDRAULICA,6451952.563589743
848,2023_Q4_labor_10h,SOLAR,491880.72025641025
849,2023_Q4_labor_10h,TERMICA,2870313.9989743587
850,2023_Q4_labor_11h,COGENERADOR,84054.53499999999
851,2023_Q4_labor_11h,EOLICA,11370.048333333334
852,2023_Q4_labor_11h,HIDRAULICA,6731771.894230769
853,2023_Q4_labor_11h,SOLAR,535061.0543589743
854,2023_Q4_labor_11h,TERMICA,2909748.3329487178
855,2023_Q4_labor_12h,COGENERADOR,84568.6508974359
856,2023_Q4_labor_12h,EOLICA,14847.15358974359
857,2023_Q4_labor_12h,HIDRAULICA,6955672.827179487
858,2023_Q4_labor_12h,SOLAR,551846.1869230769
859,2023_Q4_labor_12h,TERMICA,2933849.807051282
860,2023_Q4_labor_13h,COGENERADOR,84766.2994871795
861,2023_Q4_labor_13h,EOLICA,18177.29294871795
862,2023_Q4_labor_13h,HIDRAULICA,6890335.423717948
863,2023_Q4_labor_13h,SOLAR,548379.8680769231
864,2023_Q4_labor_13h,TERMICA,2958087.4005128206
865,2023_Q4_labor_14h,COGENERADOR,84472.34038461538
866,2023_Q4_labor_14h,EOLICA,20346.61141025641
867,2023_Q4_labor_14h,HIDRAULICA,6973928.537820513
868,2023_Q4_labor_14h,SOLAR,514397.58589743596
869,2023_Q4_labor_14h,TERMICA,2978088.406923077
870,2023_Q4_labor_15h,COGENERADOR,84458.76025641026
871,2023_Q4_labor_15h,EOLICA,20540.356025641027
872,2023_Q4_labor_15h,HIDRAULICA,7125071.372820513
873,2023_Q4_labor_15h,SOLAR,444027.53923076927
874,2023_Q4_labor_15h,TERMICA,3013792.587692308
875,2023_Q4_labor_16h,COGENERADOR,85392.34538461539
876,2023_Q4_labor_16h,EOLICA,20250.6541025641
877,2023_Q4_labor_16h,HIDRAULICA,7169512.970384616
878,2023_Q4_labor_16h,SOLAR,342547.19615384616
879,2023_Q4_labor_16h,TERMICA,3043186.5103846155
880,2023_Q4_labor_17h,COGENERADOR,86011.30423076922
881,2023_Q4_labor_17h,EOLICA,20561.118717948717
882,2023_Q4_labor_17h,HIDRAULICA,7177683.676794872
883,2023_Q4_labor_17h,SOLAR,173632.97999999998
884,2023_Q4_labor_17h,TERMICA,3052525.4526923075
885,2023_Q4_labor_18h,COGENERADOR,87817.99910256409
886,2023_Q4_labor_18h,EOLICA,20966.14128205128
887,2023_Q4_labor_18h,HIDRAULICA,7188828.965897436
888,2023_Q4_labor_18h,SOLAR,18844.579999999998
889,2023_Q4_labor_18h,TERMICA,3076789.6773076924
890,2023_Q4_labor_19h,COGENERADOR,87815.36153846154
891,2023_Q4_labor_19h,EOLICA,20015.93935897436
892,2023_Q4_labor_19h,HIDRAULICA,7666262.459871795
893,2023_Q4_labor_19h,SOLAR,4.502948717948718
894,2023_Q4_labor_19h,TERMICA,3138154.015128205
895,2023_Q4_labor_1h,COGENERADOR,91701.45025641026
896,2023_Q4_labor_1h,EOLICA,11019.211666666666
897,2023_Q4_labor_1h,HIDRAULICA,5594859.2251282055
898,2023_Q4_labor_1h,SOLAR,0.7689743589743591
899,2023_Q4_labor_1h,TERMICA,2795325.699230769
900,2023_Q4_labor_20h,COGENERADOR,88985.96064102564
901,2023_Q4_labor_20h,EOLICA,18559.894358974358
902,2023_Q4_labor_20h,HIDRAULICA,7642687.605897436
903,2023_Q4_labor_20h,SOLAR,0.9097435897435897
904,2023_Q4_labor_20h,TERMICA,3147403.6519230767
905,2023_Q4_labor_21h,COGENERADOR,89748.82256410256
906,2023_Q4_labor_21h,EOLICA,16966.965
907,2023_Q4_labor_21h,HIDRAULICA,7431065.333333333
908,2023_Q4_labor_21h,SOLAR,0.6012820512820514
909,2023_Q4_labor_21h,TERMICA,3124675.713846154
910,2023_Q4_labor_22h,COGENERADOR,90426.17602564103
911,2023_Q4_labor_22h,EOLICA,15100.982051282053
912,2023_Q4_labor_22h,HIDRAULICA,7046399.097307692
913,2023_Q4_labor_22h,SOLAR,0.6356410256410256
