LOAD_ZONE,timepoints,zone_demand_mw
Surocciden,126,1550.1046153846155
Caribe,126,2054.496923076923
Antioquia,126,934.3653846153846
Oriental,126,1842.513846153846
Nordeste,126,823.2338461538462
Surocciden,127,1524.936923076923
Oriental,127,1812.5992307692309
Antioquia,127,919.1946153846154
Nordeste,127,809.8676923076923
Caribe,127,2021.1384615384616
Antioquia,128,897.4676923076923
Caribe,128,1973.363076923077
Nordeste,128,790.7230769230769
Surocciden,128,1488.8907692307694
Oriental,128,1769.7553846153846
Oriental,129,1845.227692307692
Caribe,129,2057.520769230769
Antioquia,129,935.7407692307692
Nordeste,129,824.4453846153847
Surocciden,129,1552.3876923076923
Nordeste,130,867.0330769230769
Oriental,130,1940.544615384616
Antioquia,130,984.0784615384616
Surocciden,130,1632.576923076923
Caribe,130,2163.802307692308
Surocciden,131,1701.4492307692308
Oriental,131,2022.41
Nordeste,131,903.6092307692307
Caribe,131,2255.087692307692
Antioquia,131,1025.5923076923077
Caribe,132,2330.032307692308
Oriental,132,2089.6215384615384
Nordeste,132,933.6392307692308
Surocciden,132,1757.9953846153844
Antioquia,132,1059.676153846154
Surocciden,133,1805.3546153846155
Nordeste,133,958.7930769230768
Oriental,133,2145.916153846154
Caribe,133,2392.800769230769
Antioquia,133,1088.2246153846154
Caribe,134,2429.580769230769
Oriental,134,2178.8984615384616
Nordeste,134,973.5292307692308
Antioquia,134,1104.95
Surocciden,134,1833.102307692308
Caribe,135,2431.9146153846154
Antioquia,135,1106.0130769230768
Oriental,135,2180.9915384615383
Nordeste,135,974.4638461538462
Surocciden,135,1834.8653846153843
Antioquia,136,1092.5
Nordeste,136,962.5584615384616
Caribe,136,2402.203076923077
Surocciden,136,1812.4461538461535
Oriental,136,2154.3438461538462
Surocciden,137,1792.5707692307692
Oriental,137,2130.7192307692308
Nordeste,137,952.003076923077
Antioquia,137,1080.5184615384617
Caribe,137,2375.857692307693
Surocciden,138,1777.603076923077
Caribe,138,2356.019230769231
Nordeste,138,944.0523076923076
Oriental,138,2112.929230769231
Antioquia,138,1071.4953846153846
Antioquia,139,1072.6723076923076
Caribe,139,2358.6046153846155
Oriental,139,2115.246923076923
Surocciden,139,1779.5538461538465
Nordeste,139,945.0892307692308
Nordeste,140,1014.3469230769232
Caribe,140,2531.4484615384617
Oriental,140,2270.256923076923
Antioquia,140,1151.28
Surocciden,140,1909.9630769230769
Caribe,141,2644.9700000000003
Antioquia,141,1202.9076923076923
Nordeste,141,1059.8353846153846
Oriental,141,2372.0646153846155
Surocciden,141,1995.6146153846155
Caribe,142,2619.373846153846
Antioquia,142,1191.266153846154
Oriental,142,2349.10923076923
Nordeste,142,1049.576923076923
Surocciden,142,1976.3015384615385
Surocciden,143,1924.112307692308
Oriental,143,2287.0738461538463
Nordeste,143,1021.8607692307692
Caribe,143,2550.2023076923074
Antioquia,143,1159.8084615384616
Caribe,144,2435.723076923077
Oriental,144,2184.4069230769232
Nordeste,144,975.9892307692307
Surocciden,144,1837.737692307692
Antioquia,144,1107.7461538461537
Caribe,145,2586.7310256410256
Nordeste,145,1036.4998717948718
Antioquia,145,1176.42141025641
Surocciden,145,1951.6739743589744
Oriental,145,2319.834871794872
Nordeste,146,977.5684615384616
Caribe,146,2439.661794871795
Surocciden,146,1840.7097435897435
Antioquia,146,1109.5355128205128
Oriental,146,2187.939230769231
Nordeste,147,944.1551282051284
Surocciden,147,1777.795
Oriental,147,2113.1562820512822
Caribe,147,2356.274487179487
Antioquia,147,1071.6120512820514
Oriental,148,2061.3716666666664
Surocciden,148,1734.2293589743592
Caribe,148,2298.5332051282053
Antioquia,148,1045.351794871795
Nordeste,148,921.0191025641026
Caribe,149,2270.2534615384616
Nordeste,149,909.6866666666666
Surocciden,149,1712.8920512820512
Oriental,149,2036.010512820513
Antioquia,149,1032.4905128205128
Nordeste,150,924.5083333333332
Oriental,150,2069.184487179487
Antioquia,150,1049.3133333333333
Caribe,150,2307.243846153846
Surocciden,150,1740.801282051282
Antioquia,151,1087.2511538461538
Nordeste,151,957.9338461538462
Oriental,151,2143.9942307692304
Caribe,151,2390.6614102564104
Surocciden,151,1803.7393589743592
Antioquia,152,1112.329230769231
Caribe,152,2445.805512820513
Nordeste,152,980.030641025641
Oriental,152,2193.4484615384617
Surocciden,152,1845.3446153846155
Oriental,153,2329.091538461538
Caribe,153,2597.0526923076923
Antioquia,153,1181.1158974358973
Nordeste,153,1040.635
Surocciden,153,1959.460512820513
Antioquia,154,1248.2066666666667
Nordeste,154,1099.7457692307692
Oriental,154,2461.389102564103
Surocciden,154,2070.762948717949
Caribe,154,2744.5717948717947
Oriental,155,2547.5529487179488
Antioquia,155,1291.901153846154
Caribe,155,2840.6488461538465
Nordeste,155,1138.243205128205
Surocciden,155,2143.252820512821
Nordeste,156,1178.7464102564102
Oriental,156,2638.205769230769
Caribe,156,2941.731153846154
Surocciden,156,2219.517820512821
Antioquia,156,1337.871794871795
Oriental,157,2704.6784615384618
Antioquia,157,1371.581794871795
Surocciden,157,2275.441282051282
Nordeste,157,1208.446923076923
Caribe,157,3015.8516666666665
Surocciden,158,2266.0126923076923
Oriental,158,2693.4707692307693
Nordeste,158,1203.439358974359
Antioquia,158,1365.8976923076923
Caribe,158,3003.354743589744
Caribe,159,3020.8451282051283
Antioquia,159,1373.8526923076922
Nordeste,159,1210.448076923077
Surocciden,159,2279.2091025641025
Oriental,159,2709.1576923076923
Caribe,160,3054.132435897436
Antioquia,160,1388.9915384615383
Oriental,160,2739.009358974359
Nordeste,160,1223.7855128205128
Surocciden,160,2304.324358974359
Oriental,161,2733.245512820513
Antioquia,161,1386.0682051282051
Surocciden,161,2299.4753846153844
Nordeste,161,1221.2098717948718
Caribe,161,3047.705512820513
Antioquia,162,1367.7284615384615
Oriental,162,2697.081153846153
Surocciden,162,2269.0502564102567
Nordeste,162,1205.0515384615385
Caribe,162,3007.38
Nordeste,163,1192.0188461538462
Antioquia,163,1352.9360256410257
Oriental,163,2667.9100000000003
Surocciden,163,2244.5084615384617
Caribe,163,2974.853717948718
Surocciden,164,2355.132051282051
Nordeste,164,1250.7696153846157
Oriental,164,2799.40217948718
Antioquia,164,1419.617435897436
Caribe,164,3121.4726923076923
Caribe,165,3116.35923076923
Antioquia,165,1417.291153846154
Nordeste,165,1248.7198717948718
Oriental,165,2794.8155128205126
Surocciden,165,2351.273717948718
Oriental,166,2735.473846153846
Caribe,166,3050.189358974359
Antioquia,166,1387.1978205128205
Surocciden,166,2301.349230769231
Nordeste,166,1222.2055128205127
Surocciden,167,2205.639230769231
Oriental,167,2621.708589743589
Caribe,167,2923.336153846154
Antioquia,167,1329.5065384615384
Nordeste,167,1171.3764102564105
Surocciden,168,2074.962435897436
Oriental,168,2466.380641025641
Antioquia,168,1250.7371794871794
Caribe,168,2750.1383333333333
Nordeste,168,1101.9756410256412
Surocciden,169,1813.883846153846
Nordeste,169,963.3223076923076
Oriental,169,2156.0538461538463
Antioquia,169,1093.3653846153843
Caribe,169,2404.106923076923
Antioquia,170,1070.536153846154
Oriental,170,2111.0376923076924
Caribe,170,2353.912307692308
Surocciden,170,1776.0115384615383
Nordeste,170,943.21
Surocciden,171,1712.809230769231
Oriental,171,2035.9115384615384
Nordeste,171,909.6430769230768
Caribe,171,2270.143846153846
Antioquia,171,1032.4392307692308
Nordeste,172,881.4992307692307
Caribe,172,2199.9069230769232
Antioquia,172,1000.4976923076922
Oriental,172,1972.923076923077
Surocciden,172,1659.8176923076924
Nordeste,173,856.8723076923077
Caribe,173,2138.449230769231
Surocciden,173,1613.4461538461535
Oriental,173,1917.8053846153848
Antioquia,173,972.546153846154
Surocciden,174,1593.6684615384615
Antioquia,174,960.6253846153847
Oriental,174,1894.2992307692307
Nordeste,174,846.3684615384616
