TRANS_BLD_YRS_1,TRANS_BLD_YRS_2,BuildTx
Antioquia-Caribe,2023,8.771569623536884e-08
Antioquia-Caribe,2024,1.3170319024953677e-08
Antioquia-Caribe,2025,7.288651479624971e-09
Antioquia-Caribe,2026,4.860240275289485e-09
Antioquia-Caribe,2027,3.96869475839255e-09
Antioquia-Caribe,2028,3.466761903282366e-09
Antioquia-Caribe,2029,3.1334434700344076e-09
Antioquia-Caribe,2030,3.1612196160939774e-09
Antioquia-Caribe,2031,3.2913872884886805e-09
Antioquia-Caribe,2032,3.513979102735789e-09
Antioquia-Caribe,2033,3.862741433366514e-09
Antioquia-Caribe,2034,4.45080439606479e-09
Antioquia-Caribe,2035,6.09680399616086e-09
Antioquia-Nordeste,2023,1.215625715104379e-08
Antioquia-Nordeste,2024,3.236538848002064e-09
Antioquia-Nordeste,2025,3.0928218200797314e-09
Antioquia-Nordeste,2026,3.107847013847538e-09
Antioquia-Nordeste,2027,3.1834120448230154e-09
Antioquia-Nordeste,2028,3.2879114785981787e-09
Antioquia-Nordeste,2029,3.3866642172839414e-09
Antioquia-Nordeste,2030,3.5224887509317056e-09
Antioquia-Nordeste,2031,3.7054135639963565e-09
Antioquia-Nordeste,2032,3.994028703719447e-09
Antioquia-Nordeste,2033,4.441606681312847e-09
Antioquia-Nordeste,2034,5.292891548359967e-09
Antioquia-Nordeste,2035,7.630020808292528e-09
Antioquia-Oriental,2023,9.174604969691994e-09
Antioquia-Oriental,2024,4.764255970368896e-09
Antioquia-Oriental,2025,4.9092442729666346e-09
Antioquia-Oriental,2026,5.299023344794275e-09
Antioquia-Oriental,2027,5.95923259719743e-09
Antioquia-Oriental,2028,6.808781710424559e-09
Antioquia-Oriental,2029,1.1277063910067908e-08
Antioquia-Oriental,2030,2.020089899896477e-07
Antioquia-Oriental,2031,3.6731879013085493e-07
Antioquia-Oriental,2032,19.278953219118943
Antioquia-Oriental,2033,5.469942315399125e-09
Antioquia-Oriental,2034,7.1213459097656306e-09
Antioquia-Oriental,2035,242.16445547090967
Antioquia-Surocciden,2023,1.947379431441584e-08
Antioquia-Surocciden,2024,3.1699696361548795e-09
Antioquia-Surocciden,2025,3.07544524523913e-09
Antioquia-Surocciden,2026,3.1695327809970197e-09
Antioquia-Surocciden,2027,3.348943045878207e-09
Antioquia-Surocciden,2028,3.5390131193430937e-09
Antioquia-Surocciden,2029,4.036041911093129e-09
Antioquia-Surocciden,2030,4.576395818982643e-09
Antioquia-Surocciden,2031,4.78532120973448e-09
Antioquia-Surocciden,2032,5.5059957576976014e-09
Antioquia-Surocciden,2033,3.884640666008635e-09
Antioquia-Surocciden,2034,4.708957870479298e-09
Antioquia-Surocciden,2035,1.1588068969709183e-08
Caribe-Nordeste,2023,1.2409733485353001e-08
Caribe-Nordeste,2024,6.019063746813143e-09
Caribe-Nordeste,2025,5.201975873923782e-09
Caribe-Nordeste,2026,4.3459280523176094e-09
Caribe-Nordeste,2027,3.898897511531003e-09
Caribe-Nordeste,2028,3.6624415701941234e-09
Caribe-Nordeste,2029,3.6201368597453346e-09
Caribe-Nordeste,2030,3.782684939842803e-09
Caribe-Nordeste,2031,3.935108548480031e-09
Caribe-Nordeste,2032,4.096577952569731e-09
Caribe-Nordeste,2033,4.373144925883834e-09
Caribe-Nordeste,2034,5.027174621631601e-09
Caribe-Nordeste,2035,7.4086017221969285e-09
Nordeste-Oriental,2023,1.3912122137898582e-08
Nordeste-Oriental,2024,4.086613671102018e-09
Nordeste-Oriental,2025,4.218334710975767e-09
Nordeste-Oriental,2026,4.588058970239875e-09
Nordeste-Oriental,2027,5.207391534435732e-09
Nordeste-Oriental,2028,6.101833563439889e-09
Nordeste-Oriental,2029,1.0013828395934379e-08
Nordeste-Oriental,2030,343.29991110858214
Nordeste-Oriental,2031,191.32902726650806
Nordeste-Oriental,2032,79.16822954689373
Nordeste-Oriental,2033,5.24561976420523e-09
Nordeste-Oriental,2034,6.706843909368781e-09
Nordeste-Oriental,2035,6.918616921586804e-08
Oriental-Surocciden,2023,1.1429931509082754e-08
Oriental-Surocciden,2024,3.069380972913312e-09
Oriental-Surocciden,2025,2.9483882108447918e-09
Oriental-Surocciden,2026,2.9294497111076277e-09
Oriental-Surocciden,2027,2.957020253812615e-09
Oriental-Surocciden,2028,3.0224951252379323e-09
Oriental-Surocciden,2029,3.1282597483313753e-09
Oriental-Surocciden,2030,3.2371334283955762e-09
Oriental-Surocciden,2031,3.3863918171949666e-09
Oriental-Surocciden,2032,3.615513810339098e-09
Oriental-Surocciden,2033,4.0251548735922e-09
Oriental-Surocciden,2034,4.8403318469662925e-09
Oriental-Surocciden,2035,7.063428574776702e-09
