load_zone,timestamp,ZoneTotalCentralDispatch,ZoneTotalDistributedDispatch,TXPowerNet,zone_demand_mw,StorageNetCharge
Antioquia,2023_Q1_labor_0h,3874.78,0,-2781,1093.78,0
Antioquia,2023_Q1_labor_1h,3772.85,0,-2740.3,1032.55,0
Antioquia,2023_Q1_labor_2h,3710.73,0,-2713.45,997.272,0
Antioquia,2023_Q1_labor_3h,3664.74,0,-2692.48,972.263,0
Antioquia,2023_Q1_labor_4h,3641.63,0,-2681.38,960.252,0
Antioquia,2023_Q1_labor_5h,3670.05,0,-2694.99,975.055,0
Antioquia,2023_Q1_labor_6h,3738.53,0,-2723.35,1015.18,0
Antioquia,2023_Q1_labor_7h,3771.51,0,-2732.68,1038.83,0
Antioquia,2023_Q1_labor_8h,3869.74,0,-2768.2,1101.54,0
Antioquia,2023_Q1_labor_9h,3973.89,0,-2804.05,1169.83,0
Antioquia,2023_Q1_labor_10h,4037.01,0,-2824.65,1212.36,0
Antioquia,2023_Q1_labor_11h,4102,0,-2847.56,1254.44,0
Antioquia,2023_Q1_labor_12h,4156.64,0,-2868.75,1287.89,0
Antioquia,2023_Q1_labor_13h,4150.73,0,-2868.46,1282.28,0
Antioquia,2023_Q1_labor_14h,4159.9,0,-2874.82,1285.08,0
Antioquia,2023_Q1_labor_15h,4187.61,0,-2889.79,1297.82,0
Antioquia,2023_Q1_labor_16h,4187.86,0,-2892.94,1294.92,0
Antioquia,2023_Q1_labor_17h,4157,0,-2883.87,1273.13,0
Antioquia,2023_Q1_labor_18h,4117.09,0,-2868.66,1248.43,0
Antioquia,2023_Q1_labor_19h,4227.24,0,-2913.72,1313.53,0
Antioquia,2023_Q1_labor_20h,4252.98,0,-2925.08,1327.9,0
Antioquia,2023_Q1_labor_21h,4195.41,0,-2900.93,1294.47,0
Antioquia,2023_Q1_labor_22h,4102.62,0,-2864.46,1238.16,0
Antioquia,2023_Q1_labor_23h,3983.91,0,-2820.43,1163.49,0
Antioquia,2023_Q1_holidays_0h,3830.38,0,-2803.8,1026.58,0
Antioquia,2023_Q1_holidays_1h,3784.04,0,-2780.99,1003.05,0
Antioquia,2023_Q1_holidays_2h,3716.62,0,-2746.92,969.7,0
Antioquia,2023_Q1_holidays_3h,3660.03,0,-2717.76,942.278,0
Antioquia,2023_Q1_holidays_4h,3617.18,0,-2695.65,921.532,0
Antioquia,2023_Q1_holidays_5h,3594.08,0,-2683.74,910.347,0
Antioquia,2023_Q1_holidays_6h,3568.69,0,-2667.21,901.478,0
Antioquia,2023_Q1_holidays_7h,3494.43,0,-2620.71,873.72,0
Antioquia,2023_Q1_holidays_8h,3539.37,0,-2637.01,902.352,0
Antioquia,2023_Q1_holidays_9h,3634.98,0,-2680.82,954.16,0
Antioquia,2023_Q1_holidays_10h,3723.46,0,-2721.51,1001.94,0
Antioquia,2023_Q1_holidays_11h,3796.62,0,-2756.17,1040.45,0
Antioquia,2023_Q1_holidays_12h,3862.06,0,-2789.15,1072.92,0
Antioquia,2023_Q1_holidays_13h,3896.14,0,-2809.21,1086.92,0
Antioquia,2023_Q1_holidays_14h,3900.73,0,-2815.87,1084.86,0
Antioquia,2023_Q1_holidays_15h,3890.99,0,-2817.02,1073.97,0
Antioquia,2023_Q1_holidays_16h,3881.71,0,-2817.16,1064.56,0
Antioquia,2023_Q1_holidays_17h,3877.69,0,-2821.58,1056.11,0
Antioquia,2023_Q1_holidays_18h,3893.8,0,-2831.86,1061.94,0
Antioquia,2023_Q1_holidays_19h,4072.34,0,-2919.45,1152.89,0
Antioquia,2023_Q1_holidays_20h,4133.03,0,-2949.37,1183.66,0
Antioquia,2023_Q1_holidays_21h,4104.17,0,-2935.25,1168.93,0
Antioquia,2023_Q1_holidays_22h,4036.65,0,-2902.83,1133.82,0
Antioquia,2023_Q1_holidays_23h,3939.68,0,-2856.49,1083.19,0
Antioquia,2023_Q2_labor_0h,3676.09,0,-2590.46,1085.63,0
Antioquia,2023_Q2_labor_1h,3547.1,0,-2525.15,1021.94,0
Antioquia,2023_Q2_labor_2h,3458.3,0,-2470.56,987.747,0
Antioquia,2023_Q2_labor_3h,3392.13,0,-2428.74,963.386,0
Antioquia,2023_Q2_labor_4h,3360.92,0,-2408.56,952.367,0
Antioquia,2023_Q2_labor_5h,3417.61,0,-2445.18,972.424,0
Antioquia,2023_Q2_labor_6h,3533.88,0,-2513.33,1020.55,0
Antioquia,2023_Q2_labor_7h,3561.33,0,-2520.25,1041.08,0
Antioquia,2023_Q2_labor_8h,3685.4,0,-2582.82,1102.58,0
Antioquia,2023_Q2_labor_9h,3787.18,0,-2620.91,1166.28,0
Antioquia,2023_Q2_labor_10h,3849.33,0,-2642.82,1206.51,0
Antioquia,2023_Q2_labor_11h,3920.3,0,-2670.36,1249.94,0
Antioquia,2023_Q2_labor_12h,3975.86,0,-2693.15,1282.7,0
Antioquia,2023_Q2_labor_13h,3962.1,0,-2689.36,1272.74,0
Antioquia,2023_Q2_labor_14h,3978.38,0,-2699.08,1279.29,0
Antioquia,2023_Q2_labor_15h,4010.4,0,-2716.33,1294.07,0
Antioquia,2023_Q2_labor_16h,4016.2,0,-2722.71,1293.49,0
Antioquia,2023_Q2_labor_17h,3988.09,0,-2715.36,1272.73,0
Antioquia,2023_Q2_labor_18h,3935.1,0,-2695.33,1239.77,0
Antioquia,2023_Q2_labor_19h,4038.81,0,-2737.8,1301.01,0
Antioquia,2023_Q2_labor_20h,4085.86,0,-2758.4,1327.46,0
Antioquia,2023_Q2_labor_21h,4032.25,0,-2735.21,1297.04,0
Antioquia,2023_Q2_labor_22h,3931.33,0,-2693.91,1237.42,0
Antioquia,2023_Q2_labor_23h,3797.77,0,-2640.59,1157.18,0
Antioquia,2023_Q2_holidays_0h,3857.19,0,-2840.47,1016.73,0
Antioquia,2023_Q2_holidays_1h,3842.85,0,-2831.96,1010.89,0
Antioquia,2023_Q2_holidays_2h,3743.86,0,-2772.57,971.289,0
Antioquia,2023_Q2_holidays_3h,3665.13,0,-2724.22,940.901,0
Antioquia,2023_Q2_holidays_4h,3608.37,0,-2689.03,919.335,0
Antioquia,2023_Q2_holidays_5h,3582.62,0,-2673.71,908.912,0
Antioquia,2023_Q2_holidays_6h,3536.33,0,-2640.94,895.388,0
Antioquia,2023_Q2_holidays_7h,3463.48,0,-2587.2,876.277,0
Antioquia,2023_Q2_holidays_8h,3540.79,0,-2626.72,914.074,0
Antioquia,2023_Q2_holidays_9h,3650.52,0,-2687.4,963.115,0
Antioquia,2023_Q2_holidays_10h,3754.04,0,-2745.62,1008.42,0
Antioquia,2023_Q2_holidays_11h,3841.93,0,-2796.39,1045.53,0
Antioquia,2023_Q2_holidays_12h,3918.4,0,-2842.36,1076.04,0
Antioquia,2023_Q2_holidays_13h,3956.92,0,-2867.49,1089.43,0
Antioquia,2023_Q2_holidays_14h,3968.21,0,-2879.47,1088.74,0
Antioquia,2023_Q2_holidays_15h,3951.23,0,-2876.84,1074.39,0
Antioquia,2023_Q2_holidays_16h,3938.49,0,-2875.2,1063.29,0
Antioquia,2023_Q2_holidays_17h,3932.04,0,-2877.75,1054.29,0
Antioquia,2023_Q2_holidays_18h,3942.27,0,-2885.95,1056.32,0
Antioquia,2023_Q2_holidays_19h,4134.32,0,-2990.84,1143.48,0
Antioquia,2023_Q2_holidays_20h,4213.83,0,-3031.37,1182.47,0
Antioquia,2023_Q2_holidays_21h,4182.94,0,-3015.2,1167.74,0
Antioquia,2023_Q2_holidays_22h,4105.3,0,-2975.38,1129.91,0
Antioquia,2023_Q2_holidays_23h,3988.37,0,-2912.56,1075.81,0
Antioquia,2023_Q3_labor_0h,3696.64,0,-2571.28,1125.36,0
Antioquia,2023_Q3_labor_1h,3558.12,0,-2497.64,1060.48,0
Antioquia,2023_Q3_labor_2h,3464.97,0,-2441.44,1023.53,0
Antioquia,2023_Q3_labor_3h,3394.65,0,-2397.47,997.183,0
Antioquia,2023_Q3_labor_4h,3361.49,0,-2376.82,984.67,0
Antioquia,2023_Q3_labor_5h,3403.2,0,-2402.79,1000.42,0
Antioquia,2023_Q3_labor_6h,3489.77,0,-2452.78,1036.99,0
Antioquia,2023_Q3_labor_7h,3527.25,0,-2466.69,1060.56,0
Antioquia,2023_Q3_labor_8h,3663.01,0,-2535.39,1127.63,0
Antioquia,2023_Q3_labor_9h,3787.7,0,-2593.83,1193.87,0
Antioquia,2023_Q3_labor_10h,3865.72,0,-2629.24,1236.48,0
Antioquia,2023_Q3_labor_11h,3954.87,0,-2672.57,1282.3,0
Antioquia,2023_Q3_labor_12h,4026.4,0,-2709.93,1316.46,0
Antioquia,2023_Q3_labor_13h,4018.05,0,-2708.95,1309.11,0
Antioquia,2023_Q3_labor_14h,4042.47,0,-2726.42,1316.05,0
Antioquia,2023_Q3_labor_15h,4084.76,0,-2754.02,1330.74,0
Antioquia,2023_Q3_labor_16h,4089.68,0,-2762.17,1327.51,0
Antioquia,2023_Q3_labor_17h,4061.74,0,-2754.04,1307.7,0
Antioquia,2023_Q3_labor_18h,3992.33,0,-2721.36,1270.98,0
Antioquia,2023_Q3_labor_19h,4091.12,0,-2769.66,1321.46,0
Antioquia,2023_Q3_labor_20h,4167.44,0,-2807.72,1359.72,0
Antioquia,2023_Q3_labor_21h,4116.48,0,-2782.36,1334.11,0
Antioquia,2023_Q3_labor_22h,4005.47,0,-2727.94,1277.53,0
Antioquia,2023_Q3_labor_23h,3849.82,0,-2650.43,1199.38,0
Antioquia,2023_Q3_holidays_0h,3787.24,0,-2736.9,1050.34,0
Antioquia,2023_Q3_holidays_1h,3757.53,0,-2719.11,1038.41,0
Antioquia,2023_Q3_holidays_2h,3658.99,0,-2658.5,1000.49,0
Antioquia,2023_Q3_holidays_3h,3580.52,0,-2610.52,970.004,0
Antioquia,2023_Q3_holidays_4h,3521.54,0,-2574.51,947.031,0
Antioquia,2023_Q3_holidays_5h,3488.72,0,-2554.35,934.365,0
Antioquia,2023_Q3_holidays_6h,3441.41,0,-2522.22,919.195,0
Antioquia,2023_Q3_holidays_7h,3364.34,0,-2466.87,897.468,0
Antioquia,2023_Q3_holidays_8h,3437.98,0,-2502.24,935.741,0
Antioquia,2023_Q3_holidays_9h,3540.15,0,-2556.07,984.078,0
Antioquia,2023_Q3_holidays_10h,3631.2,0,-2605.6,1025.59,0
Antioquia,2023_Q3_holidays_11h,3711.52,0,-2651.84,1059.68,0
Antioquia,2023_Q3_holidays_12h,3790.11,0,-2701.88,1088.22,0
Antioquia,2023_Q3_holidays_13h,3843.31,0,-2738.36,1104.95,0
Antioquia,2023_Q3_holidays_14h,3862.96,0,-2756.94,1106.01,0
Antioquia,2023_Q3_holidays_15h,3848.79,0,-2756.29,1092.5,0
Antioquia,2023_Q3_holidays_16h,3837.07,0,-2756.56,1080.52,0
Antioquia,2023_Q3_holidays_17h,3832.5,0,-2761.01,1071.5,0
Antioquia,2023_Q3_holidays_18h,3839.81,0,-2767.14,1072.67,0
Antioquia,2023_Q3_holidays_19h,4042.09,0,-2890.81,1151.28,0
Antioquia,2023_Q3_holidays_20h,4173.29,0,-2970.39,1202.91,0
Antioquia,2023_Q3_holidays_21h,4145.18,0,-2953.92,1191.27,0
Antioquia,2023_Q3_holidays_22h,4066.54,0,-2906.73,1159.81,0
Antioquia,2023_Q3_holidays_23h,3932.62,0,-2824.87,1107.75,0
Antioquia,2023_Q4_labor_0h,4052.88,0,-2876.46,1176.42,0
Antioquia,2023_Q4_labor_1h,3914.19,0,-2804.66,1109.54,0
Antioquia,2023_Q4_labor_2h,3831.25,0,-2759.64,1071.61,0
Antioquia,2023_Q4_labor_3h,3768.11,0,-2722.76,1045.35,0
Antioquia,2023_Q4_labor_4h,3733.26,0,-2700.77,1032.49,0
Antioquia,2023_Q4_labor_5h,3777.76,0,-2728.45,1049.31,0
Antioquia,2023_Q4_labor_6h,3858.48,0,-2771.23,1087.25,0
Antioquia,2023_Q4_labor_7h,3897.41,0,-2785.08,1112.33,0
Antioquia,2023_Q4_labor_8h,4026.4,0,-2845.28,1181.12,0
Antioquia,2023_Q4_labor_9h,4149.22,0,-2901.01,1248.21,0
Antioquia,2023_Q4_labor_10h,4229.48,0,-2937.58,1291.9,0
