gen_tech,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
RunOfRiver,Water,2033,7782.380309356087,10817508.63000496,0.0,782.05,116267831.30329473,34238149.0,20.729324772184974,1.1359882088020166,0.0,0.0
RunOfRiver,Water,2034,7767.444934189626,10796748.458523579,0.0,782.05,116267831.30329473,34238149.0,20.766510754626534,1.133808103306178,0.0,0.0
RunOfRiver,Water,2035,7747.866687529997,10769534.695666697,0.0,782.05,116267831.30329473,34238149.0,20.81547366561307,1.130950281345509,0.0,0.0
Thermal,ACPM,2023,404.5003211174796,3761852.9863925604,223706.2188395111,1041.0,202347726.61909693,149092020.0,878.1243946215011,0.04435719091643084,0.0,0.0
Thermal,ACPM,2024,1019.2536194733965,9479058.661102585,573970.9895963867,1041.0,202347726.61909693,149092020.0,354.1010778717375,0.11177055994997306,0.0,0.0
Thermal,ACPM,2025,1023.5829479227493,9519321.415681569,576248.267792306,1041.0,202347726.61909693,149092020.0,352.6427132918791,0.11224531074383487,0.0,0.0
Thermal,ACPM,2026,1020.8630589435588,9494026.448175099,575020.2426144452,1041.0,202347726.61909693,149092020.0,353.55748247055266,0.11194704983173434,0.0,0.0
Thermal,ACPM,2027,1022.9836272703535,9513747.733614288,576131.2424647212,1041.0,202347726.61909693,149092020.0,352.8438625316519,0.11217958970676611,0.0,0.0
Thermal,ACPM,2028,1023.3233744497555,9516907.382382728,576490.1370862359,1041.0,202347726.61909693,149092020.0,352.7298046871717,0.1122168461184753,0.0,0.0
Thermal,ACPM,2029,1025.241202408488,9534743.182398941,577375.2168298608,1041.0,202347726.61909693,149092020.0,352.0873809533772,0.11242715364227494,0.0,0.0
Thermal,ACPM,2030,1026.889653901284,9550073.78128194,578118.3320994449,1041.0,202347726.61909693,149092020.0,351.53710920051907,0.11260792155212582,0.0,0.0
Thermal,ACPM,2031,1027.8459049629569,9558966.9161555,578589.6135248779,1041.0,202347726.61909693,149092020.0,351.21871069599933,0.11271278330054049,0.0,0.0
