timestamp,AMOYA,BARRANQUILL3,BARRANQUILL4,BETANIA,C_LLERAS_R,CALDERAS,CALIMA,CANDELARIA,CARTAGENA1,CARTAGENA2,CARTAGENA3,CHARQUITO,CHIVOR,CUCUANA,DARIO VALENC,EL QUIMBO,ELTESORITO,ESCUELAMINAS,ESMERALDA,FLORES 1,FLORES4,GUAJIRA1,GUAJIRA2,GUATAPE,GUAVIO,H_AguaFresca,H_Alejandria,H_Amaime,H_Amalfi,H_America,H_Asnazu,H_AuresBajo,H_AutCemNare,H_Ayura,H_Barrancas,H_Barroso,H_Bayona,H_Belmonte,H_CampestreC,H_Cantayus,H_Caracoli,H_Caruquia,H_Cascada,H_CascadaAbe,H_CascadaAnt,H_CascadaGra,H_Bello,H_Cauya,H_Chorrera,H_PalmasSanGil,H_Coconuco,H_Cocuyo,H_Coello,H_Currucucue,H_ElBosque,H_ElEden,H_ElLimonar,H_LAGUNETA,H_ElMolino,H_ElPopal,H_Florida,H_Frisolera,H_Guacaica,H_Guanaquita,H_Guaviomeno,H_Herradura,H_Inza,H_IquiraI,H_IquiraII,H_JuanGarcia,H_La_Vuelta,H_LaPita,H_LaRebusca,H_LasPalmas,H_Libertad,H_LuzMaI,H_LuzMaII,H_Magallo,H_Mirolindo,H_Mondomo,H_Montanitas,H_MorroAzul,H_Municipal,H_Naveta,H_Nima,H_Niquia,H_Nuevoliba,H_Oibita,H_Ovejas,H_Pajarito,H_Pastales,H_PaticoCab,H_Pocune,H_Porce3Meno,H_ProvidencI,H_Puente_Gui,H_Remedios,H_Rio_Recio,H_RioBobo,H_RioCali,H_RioFrioI,H_RioFrioII,H_RioFrioTam,H_RioGrande,H_RioMayo,H_RioMulato2,H_RioNegro,H_RioPalo,H_RioPiedras,H_RioSapuye,H_Rumor,H_Sajandi,H_SanAndres2,H_SanCancio,H_SanJose,H_SanJosMoII,H_SanMatias,H_SantaAna,H_SantaRita,H_Santiago,H_SBartolome,H_SFrancisPu,H_Silvia,H_Suba,H_Sueva2,H_TuluaAlto,H_TuluaBajo,H_Tunjita,H_Union,H_Urrao,H_Usaquen,H_AutGold,H_VentanaA,H_VentanaB,H_Violetas,H_Zeus,INSULA,ITUANGO,H_PAGUA,H_GUATRON,H_ALBAN,S_Dulima,S_Cauca,S_Ferch2,S_Salado,S_AutJeans,S_AutPintuco,S_Palmira3,S_Belmonte,S_Termotasajero,S_Victoria_I,S_Victoria_II,S_Flandes,S_BSLI,S_BSLII,S_BSLIII,S_Espinal,JAGUAS,LA TASAJERA,MERILECTRICA,MIEL I,PAIPA 1,PAIPA 2,PAIPA 3,PAIPA 4,PLAYAS,PORCE II,PORCE III,PRADO,PRADO4,PROELECTRIC1,PROELECTRIC2,RIOGRANDE 1,SALTO II,SALVAJINA,SAN CARLOS,SANFRANCISCO,SNMIGUEL,SOGAMOSO,T_AutArCairo,T_TermYopal1,TASAJERO 1,TASAJERO 2,TC_GECELCA3,TC_GECELCA32,TEBSAB,TEQUEND1-4,TERMO YOPAL2,TERMOCENTRO,TERMODORADA1,TERMOEMCALI,TERMONORTE,TERMOSIERRA,TERMOVALLE,TERMOYOPALG3,TERMOYOPALG4,TERMOYOPALG5,URRA,ZIPAEMG2,ZIPAEMG3,ZIPAEMG4,ZIPAEMG5,E_Jepirachi,E_Wesp01,E_GuajiraI,S_Cabelleros,S_Montelibano,S_Lanceros,S_SanFelipe,S_Cienaguero,S_Yuma,S_Tucanes,S_Paila,S_Aurora,S_Cerrito,S_Fundacion,S_Girasoles,S_Medin,S_PetaCesaII,S_BayuncaI,S_Palmira3_Franca,S_SalvadorI,S_SalvadorII,S_AutSolla,S_AutEncanto,S_Uruaco,S_Harinas,S_AutLevapan,S_AutGragas,S_Carmelo,S_PortonSol,S_Sierpe,S_Since,S_HeliosI,S_SolBolivar,S_Yumbo,S_TierraLind,S_Tolua,S_BSLlanos4,S_BSLlanos5,S_LaLoma,S_ParqueUrra,S_CaracoliI,S_Tepuy,S_El_Paso,TERMO_JAGUEY,TERMORUBIALE,S_LaMata,S_Escobal6,S_Union,S_Nabusimake,S_Guayepo,S_Sunnorte,E_Windpeshi,E_ParqueAlph,E_ParqueBeta,E_Camelia,E_CasaElec,E_Apoto,TermoCaribe3,DST_Surocciden,DST_Caribe,DST_Oriental,DST_Antioquia,DST_Nordeste,ITUANGO2,H_Antioquia,T_Surocciden,T_Caribe,T_Oriental,T_Antioquia,T_Nordeste,PV_Surocciden,PV_Caribe,PV_Oriental,PV_Antioquia,PV_Nordeste,E_Caribe,Bio_Surocciden,GEO_Surocciden
2023_Q4_labor_16h,116.469,4.31243,3.5987,138.859,115.647,9.37094,146.025,496.111,1.51484,1.82234,1.91674,15.7477,550.494,95.0578,151.303,223.909,13.7837,104.918,93.4203,21.7991,291.44,2.5744,2.50608,370.485,563.224,6.46521,11.5512,6.60426,0.371381,0.0172596,0.400917,14.2665,5.96655,12.3747,2.07887,15.3124,0.469535,2.14782,0.7,2.81856,3.41664,7.0694,156.647,1.79353,1.93186,0.852284,138.893,0.382992,9.65916,7.76606,2.10065,0.339297,0.91709,0.418816,115.186,8.28439,16.254,15.5253,13.9603,15.939,16.4312,0.299221,0.744974,7.53356,4.47143,11.6424,0.343211,1.84674,0,2.5948,6.75591,1.02766,0.643258,1.84226,0.425252,17.0788,16.6022,3.45336,2.28465,0.357862,17.0028,10.8762,0.979116,3.14579,2.66422,13.5359,2.4364,16.1614,0.72181,7.73057,0.53988,0.825203,46.9236,1.63555,319.9,2.24054,0.553595,0.503565,1.81312,0.961292,0.934965,5.52059,0.655646,0.31,6.45249,4.20419,6.10095,0.656754,15.4773,1.13279,1.4278,2.11288,14.9936,1.0405,0.279122,0.488239,13.9289,4.451,0.707579,1.30064,15.9823,0.282365,0.285241,1.88952,3.51631,8.81273,8.49636,12.7079,0.540915,0.75899,182.232,0.117824,1.95505,1.21299,0.478546,7.04461,12.997,683.87,429.082,439.271,220.502,4.331,0.0593287,0.00155302,0.0197762,0.248745,0.252324,151.567,1.00068,0.621207,4.331,4.331,4.331,3.65253,218.568,3.65253,135.263,152.983,229.376,6.49028,108.174,1.54918,2.11211,1.93216,2.94699,224.936,282.431,660.519,100.492,4.96244,7.76284,8.47809,17.5004,103.714,142.304,985.059,113.399,96.7585,614.892,142.857,1.57926,2.97064,2.67282,2.63159,2.77298,34.3659,11.8686,3.82384,12.8899,2.43108,5.57927,3.60216,7.52361,6.46544,7.30287,7.56389,8.70938,220.201,1.73799,1.81877,1.65368,1.82397,0,314.942,12.4589,2.27427,295.946,1.79964,1.79964,1.41421,1.79964,1.55563,1.95785,1.55563,2.27427,15.7135,177.753,2.27427,1.53749,0.471404,0.573511,0.00178953,0,1.26568,0.155563,0.157135,0.484518,0.986834,0.79105,1.95785,16.3346,3.12698,2.90699,2.51415,1.2665,1.93807,1.55563,3.12698,3.49089,3.14005,0,0,0,0,10.6852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023_Q4_labor_17h,116.232,4.31357,3.5996,138.568,115.441,9.99112,145.693,495.332,1.51511,1.82268,1.91711,15.9842,543.296,94.8544,150.962,222.357,13.7961,104.752,93.2819,21.8045,290.16,2.57483,2.50652,368.305,552.313,6.43405,11.6376,6.78011,0.365247,45.4412,0.404016,14.3124,6.02657,12.379,2.12283,15.3723,0.459642,2.05018,0.690413,2.84456,3.39857,7.13079,1.76446,1.59127,1.92331,0.865207,138.898,0.386603,9.73773,7.74275,2.17296,0.345041,0.918244,0.43133,1.58919,8.93085,16.4065,15.7774,14.0837,16.1334,16.8203,0.306245,0.733944,7.81579,4.43659,11.3855,0.343983,1.85559,0,2.63281,6.38741,1.02163,0.63901,1.84553,152.984,17.2821,16.7763,3.51113,2.16496,0.356813,17.1489,11.1711,0.975927,180.991,2.68821,13.5444,2.33555,15.988,0.736831,7.86469,0.538275,0.856477,0.830039,1.63626,316.359,2.27188,0.547292,0.493498,1.82013,0.960948,0.934257,5.48668,0.666698,0.31,9.13705,4.32688,6.04743,0.670165,15.5688,113.241,1.52854,2.14267,15.2173,1.01769,0.280863,0.613586,13.9865,4.43812,0.694887,1.30394,15.8943,0.291057,0.288777,1.90208,3.54534,8.32026,8.38042,13.1596,0.506353,0.768838,1.15169,0.0954366,1.7998,1.06843,0.481837,6.98133,13.0123,674.399,426.517,438.13,218.763,1.19786,0.0164091,0.000274156,0.0054697,0.0710531,0.0720755,0.404758,0.276767,0.109662,164.014,1.19786,1.19786,0.915455,0.915455,223.43,137.644,152.567,228.66,6.48878,107.751,1.54915,2.11197,1.93205,2.94667,224.773,281.017,659.623,100.308,4.94779,7.76437,8.47974,17.7978,103.594,141.397,981.566,112.994,96.5909,609.876,142.862,1.57925,2.97031,2.67258,2.63201,2.77337,34.4527,11.9649,3.8236,12.8866,2.43098,5.57835,3.60251,7.52257,6.46411,7.30058,7.5613,8.70534,219.669,1.73797,1.81868,1.6536,1.82388,0,8.32959,316.487,0.629016,0.349518,0.497743,0.497743,0.317744,0.497743,0.349518,0.5415,0.349518,0.629016,3.53049,175.652,0.629016,0.271414,0.105915,0.158621,0.000511174,0,0.350061,0.0349518,0.0353049,0.134008,0.272938,0.218788,0.5415,4.84884,0.702567,0.653141,0.564878,0.284557,0.536031,0.349518,0.702567,0.762377,0.685756,0,0,0,0,311.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023_Q4_labor_18h,116.031,4.31633,3.60182,138.316,115.439,11.513,145.407,495.194,1.51574,1.82352,1.91805,194.456,539.583,94.684,150.744,221.003,13.8138,104.76,93.1692,21.8343,289.38,2.57701,2.50854,368.591,546.538,6.6092,11.641,7.05448,0.373019,0.0257059,0.403715,14.3349,6.00011,12.5452,2.13036,15.5308,0.454872,2.0577,0.650729,2.8332,3.4194,7.27135,1.77077,1.66202,1.91652,0.86691,138.932,0.400165,9.96967,7.75684,2.21933,0.342611,0.914355,110.679,1.57859,9.07246,16.4237,16.0583,14.1922,60.8788,16.8661,0.30964,0.734904,8.00808,4.34237,11.2045,0.342795,1.76307,0,2.58129,5.83069,1.02635,0.629834,1.86798,0.440552,17.3485,16.8197,3.63502,2.26263,0.356353,16.6166,11.4445,0.963027,3.17955,2.7042,13.446,2.28294,201.465,0.742054,8.01533,0.582864,0.846431,0.831298,1.63628,318.999,2.31238,0.558772,0.514792,1.82217,0.958502,0.937409,5.4873,0.65465,0.31,13.9734,4.36306,6.10585,0.674529,15.9164,1.1355,1.52566,2.15295,15.0714,1.01496,0.278713,0.74336,14.0542,4.38832,0.645823,1.32033,15.9053,0.29284,0.288099,1.89132,3.60709,8.06165,7.96854,15.5891,0.513691,0.772353,1.08618,0.0805401,1.96285,1.27133,0.448624,7.04944,13.1082,672.75,424.474,438.76,217.251,0.00410519,5.62355e-05,0,1.87452e-05,0.000187998,138.719,167.55,0.000948505,0,0.00410519,0.00410519,0.00410519,0.00187337,0.00187337,0.00187337,0.00185577,152.513,228.534,6.49549,107.388,1.54944,2.11165,1.93139,2.93978,224.786,281.44,660.362,100.155,4.99297,7.77119,8.488,18.0027,103.517,140.614,981.08,112.647,96.5984,639.255,142.903,1.57774,2.96343,2.66539,2.63435,2.77617,34.5536,12.2594,3.81907,12.8895,2.43086,5.57789,3.60407,7.52623,6.46341,7.29923,7.56025,8.70602,219.907,1.73763,1.81836,1.65338,1.82356,0,8.89664,319.293,0.00215569,316.697,227.864,0.00170581,2.23124e-05,0.00170581,2.45437e-05,0.00185577,2.45437e-05,0.00215569,0.000247916,0,0.00215569,0,7.43748e-06,0.00054361,1.3525e-06,0,0.00119969,2.45437e-06,2.47916e-06,0.000459256,0.000935383,0.000749806,0.00185577,0.00847101,4.93353e-05,4.58644e-05,3.96665e-05,1.9982e-05,0.00183703,2.45437e-05,4.93353e-05,0,0,0,0,0,0,0.000168583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023_Q4_labor_19h,119.329,4.31917,3.60403,142.809,118.369,11.9686,150.043,525.558,1.51457,1.82315,1.91778,16.4804,638.384,97.5494,155.534,243.998,13.4756,107.118,95.0209,21.3209,306.705,2.5785,2.51,396.641,709.729,6.68622,11.7121,6.83915,0.376705,0.0270046,0.404107,14.234,6.00208,12.493,46.4711,15.343,0.447276,2.03196,0.65871,2.83581,3.51351,7.25576,1.77352,1.64233,1.91973,0.850322,138.858,0.403422,10.1842,7.76479,2.20307,0.338633,0.922745,0.429356,1.58371,9.03943,16.5152,16.2817,14.2317,16.1026,15.9639,0.313057,0.728179,8.03152,4.39321,10.7979,0.340776,1.90107,0,2.5509,5.49335,1.03062,0.633051,1.86678,0.442299,17.3391,16.8559,3.70922,2.34377,0.355827,16.4033,11.9026,0.935953,225.177,2.71176,13.3781,2.26409,231.477,0.739036,7.98812,0.586275,0.872595,0.840781,1.63474,395.337,2.3076,0.556495,0.520912,1.82056,0.94072,0.945231,5.54788,0.658209,0.31,14.0393,4.42313,5.96959,0.685526,16.0259,121.371,1.48596,2.09959,14.9555,1.00929,0.279447,0.756135,14.1126,4.37814,0.628279,1.3328,15.7516,0.296449,0.290677,1.92078,3.63759,7.69254,7.50897,16,0.491157,0.773975,1.04702,0.0536908,1.99427,1.24513,0.417386,7.1803,13.111,796.492,460.138,451.906,243.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.496,238.642,6.50463,114.027,1.55032,2.11505,1.9343,2.94974,226.984,299.172,670.009,102.687,5,7.70949,8.40483,18.023,105.042,154.935,1024.81,118.648,98.9971,682.25,142.829,1.57838,2.97354,2.6738,2.6357,2.77644,31.797,12.3075,3.82207,12.9234,2.43182,5.5847,3.62859,7.54506,6.47488,7.30248,7.56524,8.72135,223.926,1.73805,1.81946,1.6542,1.82467,0,9.09093,395.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023_Q4_labor_20h,119.277,4.3119,3.59881,142.734,118.293,11.8112,149.974,526.726,1.51357,1.82166,1.91613,16.4312,636.938,97.5021,155.447,243.702,13.4412,107.053,94.9871,21.3017,307.619,2.57552,2.50716,396.125,707.126,6.79064,11.8111,6.82421,0.381347,0.02697,0.407153,14.3037,6.06896,12.3517,2.12985,14.885,0.455498,2.02829,0.66095,2.85059,3.48996,7.16421,217.039,1.60443,1.9041,0.865991,138.854,0.396969,10.2001,7.66723,2.28262,0.342796,0.925994,0.422098,1.58835,9.14213,16.6032,16.2185,14.4962,16.0959,13.776,0.315421,0.728088,7.9596,4.42177,10.3633,0.334128,1.89274,0,2.57599,5.18603,1.03719,0.64071,1.87234,0.436402,17.3067,16.7795,3.75131,2.40075,0.357618,16.1101,12.0457,0.905094,3.33137,2.72092,13.2607,2.28779,15.8832,0.74409,8.01904,0.58495,0.888359,0.838091,1.64599,394.545,2.25574,45.2557,0.514071,1.81896,0.928886,0.93771,5.479,0.662756,0.31,13.9356,4.50034,6.00389,0.681837,16.0456,121.993,1.45891,2.07007,15.0523,1.00274,0.277351,0.719206,14.3411,4.32221,0.646311,1.34947,15.7407,0.299538,0.287331,1.92355,3.62048,7.36896,7.38806,15.5395,0.494726,0.772384,1.00899,0.0879303,1.98468,1.23843,0.417807,7.28014,13.0761,794.413,459.741,451.642,243.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.36,238.432,6.50082,113.92,1.55006,2.11454,1.93388,2.94875,226.917,298.829,669.806,102.644,5,7.6945,8.38885,17.8062,105.008,154.727,1024.06,118.559,98.9312,681.345,142.829,1.57819,2.97253,2.673,2.6326,2.77311,31.7659,234.077,3.82095,12.9192,2.43171,5.58415,3.6221,7.54274,6.47417,7.29975,7.56243,8.71818,223.547,1.738,1.8194,1.65415,1.82461,0,388.969,15.3863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023_Q4_labor_21h,118.407,4.26667,3.56571,141.519,117.429,11.2781,148.805,528.936,1.50709,1.81197,1.90538,16.205,616.069,96.7206,154.269,238.264,13.318,106.339,94.4471,21.3211,308.132,2.55547,2.48811,389.284,669.881,6.69012,11.7403,6.85761,0.384089,0.0162913,0.406499,14.3017,6.24924,12.2561,2.11431,14.1783,0.450215,2.02258,0.660008,2.84557,3.50732,7.11052,211.65,1.62059,1.90222,0.88158,138.879,0.394597,10.2908,7.62366,2.26001,0.344681,0.931134,0.422757,1.61818,8.91029,16.5473,16.1066,14.5874,16.1872,11.6416,0.311189,0.733666,7.84557,4.5314,9.9067,0.328251,1.89172,0,2.65903,5.09725,1.03166,0.64222,1.87447,0.432781,16.951,16.4762,3.77713,2.4747,0.360675,61.4234,12.0784,0.889131,220.994,2.71569,13.1641,2.40375,15.9791,0.754073,7.9321,0.582346,0.889464,0.838471,1.63987,386.54,2.23087,0.546049,0.506575,1.82019,0.894905,0.930378,5.49997,0.665617,0.31,13.2142,4.48737,6.11568,0.676834,15.8865,121.607,1.38717,2.09605,15.0789,0.989768,0.275292,0.698006,14.5044,4.37105,0.662634,1.35045,15.8018,0.300136,0.288068,1.92722,3.64267,7.45676,7.47724,14.2542,0.500138,0.773002,0.953952,0.106777,2.02696,1.22821,0.445545,7.37509,13.0474,765.845,452.834,448.336,236.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.711,235.778,6.47661,112.132,1.54827,2.1109,1.93086,2.94143,226.216,294.394,667.352,101.947,5,7.62057,8.31531,17.5883,104.567,151.058,1013.91,117.021,98.2036,669.891,142.857,1.57694,2.96509,2.66712,2.61178,2.75063,32.0256,12.1959,3.81386,12.8915,2.43082,5.5789,3.57902,7.52747,6.46717,7.28429,7.54646,8.69949,221.051,1.73764,1.81888,1.65372,1.82409,0,381.072,15.3847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023_Q4_labor_22h,116.92,4.28581,3.57835,139.573,116.28,10.2464,146.756,505.193,1.50967,1.81541,1.90911,16.2612,577.167,95.4122,152.322,228.363,13.5924,105.434,93.5652,21.602,297.498,2.56025,2.49277,377.482,603.614,6.73331,11.9428,6.91865,0.385278,0.0199167,0.409397,14.3087,6.65106,12.2451,2.11644,13.81,0.450245,2.01631,0.658356,2.85072,3.53262,7.17052,201.889,1.62904,1.88928,0.927267,138.95,0.388427,10.2467,7.53869,2.25324,0.34446,0.924854,0.406869,1.62383,8.99466,16.3855,15.9749,14.6473,16.1863,10.7592,0.308945,0.727577,7.9008,5.12615,9.49329,0.324017,1.87681,0,48.7205,5.16638,1.02631,0.645417,1.8659,0.428956,16.9472,16.4683,3.77002,2.48665,0.360339,15.4824,12.1366,0.856175,211.799,2.69669,13.0781,2.4085,15.8147,0.757627,7.9689,0.576208,0.871007,0.841778,1.64015,372.791,2.20347,0.543994,0.505592,1.82056,0.868551,0.918248,5.64784,0.667183,0.31,12.3296,4.43982,6.23297,0.664211,15.953,119.868,1.36243,2.10301,14.9676,0.996123,0.27532,0.689717,14.5375,4.29826,0.683726,1.36899,15.6338,0.29873,0.287299,1.94837,3.68247,7.65142,7.42034,13.2388,0.494135,0.772836,0.867876,0.155123,1.88997,1.18937,0.467603,7.45886,13.1111,713.687,439.448,442.873,225.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.252,231.562,6.49047,109.236,1.54876,2.11135,1.93124,2.94179,225.397,286.943,663.382,100.78,5,7.70302,8.41229,17.7436,103.91,144.831,995.757,114.38,97.2802,649.147,142.936,1.57767,2.96545,2.66744,2.61663,2.75562,33.2903,12.1619,3.81833,12.8957,2.43047,5.57576,3.58748,7.53351,6.46244,7.30047,7.56261,8.71385,219.843,1.73774,1.81875,1.65358,1.82396,0,8.95383,373.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023_Q4_labor_23h,114.84,4.30351,3.59148,137.093,114.596,10.0399,143.857,493.73,1.51295,1.81973,1.91382,16.1613,521.002,93.6225,149.621,214.999,13.7665,104.093,92.3305,21.6977,284.488,2.56771,2.49997,360.364,518.235,6.73221,11.8919,6.96592,0.385903,0.0132728,0.412103,14.3321,6.6821,12.1442,2.10381,13.5537,0.432528,2.03651,0.643071,2.9214,3.38566,53.858,188.316,1.66255,1.88565,0.966382,139.028,0.384355,9.94917,7.45423,2.20247,0.345855,0.92439,0.387844,1.63813,9.05554,16.3989,15.9754,14.6427,16.2975,10.126,0.310592,0.724283,7.91892,5.73044,9.38612,0.316584,1.87524,0,2.59749,5.35939,1.03226,0.642824,1.87796,0.427028,16.9459,16.4786,3.76229,2.46094,0.356467,15.286,12.3014,0.841275,198.623,2.67929,13.0213,2.45873,15.8122,0.753467,7.92046,0.564121,0.857869,0.831836,1.63669,354.017,2.2039,0.541084,0.505309,1.82163,0.84965,0.909215,5.56503,0.667275,0.31,11.2134,4.41155,6.22902,0.664815,15.9852,117.384,1.29493,1.98922,14.9042,1.0105,0.272798,0.67858,14.5449,4.30737,0.67381,1.39891,15.6362,0.295952,0.288476,1.94057,3.69517,7.55206,7.57917,12.7868,0.49022,0.770313,0.784722,0.157013,1.96927,1.25116,0.481723,7.51199,13.1831,633.485,419.268,434.901,210.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.771,225.498,6.48937,105.615,1.54882,2.11101,1.93104,2.94115,224.088,276.345,657.606,99.1586,5,7.74232,8.45533,17.5246,102.982,137.041,966.107,110.871,95.9247,616.276,143.029,1.57799,2.96477,2.66715,2.6243,2.76376,34.2536,12.2274,3.81917,12.8802,2.42975,5.57018,3.59629,7.53289,6.45416,7.29243,7.55249,8.69347,215.36,1.73779,1.81848,1.65332,1.82369,0,348.628,14.9066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023_Q4_holidays_0h,112.286,21.845,17.9346,136.935,115.961,10.8833,126.172,526.227,11.3447,13.4733,13.8646,16.1345,288.64,93.5541,142.129,194.948,179.053,107.2,92.3933,199.739,420.638,15.6274,15.5936,327.266,268.229,6.48935,12.7426,7.77936,0.407083,0.04001,0.413015,14.2114,6.54095,52.5559,2.1488,14.0949,0.445873,2.12617,0.648148,2.92674,3.43046,7.27446,117.081,2.00936,1.99881,0.972493,133.534,0.384074,9.66961,7.60834,2.12868,0.348892,0.941442,0.386867,1.63981,8.96961,16.1359,16.5442,15.3652,16.7118,6.13561,0.312929,0.682904,8.11531,6.48646,9.70338,0.389018,1.90456,0,2.41659,5.50874,1.02722,0.660159,1.80809,0.420085,17.0905,16.4842,3.73689,2.4844,0.366842,14.916,12.563,0.779935,3.28394,2.57415,12.8742,2.75682,16.0869,0.752606,8.063,0.48896,0.9325,0.857424,1.67305,130.523,2.2408,0.551776,0.499931,1.83437,0.77412,0.878525,5.56745,0.6433,0.31,9.36558,4.34107,6.17501,0.715694,15.8048,92.3001,1.10974,2.16662,14.3647,1.15369,0.260635,0.65644,15.0369,3.79657,0.697295,1.3905,15.8528,0.319952,0.286219,1.94212,3.7104,7.88531,6.6312,13.1962,0.503074,0.768215,0.690687,0.0497063,2.20374,1.02906,0.51106,7.62248,13.5601,593.502,418.456,362.876,81.6559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.088,229.963,36.9005,109.676,12.925,15.5454,14.0776,17.8986,224.637,277.745,695.598,99.3361,4.81579,49.0203,57.7376,17.6532,101.732,137.602,972.447,111.495,100.086,622.259,137.917,11.8612,18.0715,15.7938,15.5331,14.5803,694.092,133.518,17.657,191.757,19.107,39.7309,25.7898,57.9739,49.8618,43.7281,46.6494,61.555,218.537,13.0128,12.5779,11.1695,12.6206,0,129.552,14.7397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023_Q4_holidays_1h,111.481,21.8069,17.9155,136.094,115.261,10.8717,124.902,525.573,11.3519,13.4812,13.8723,16.14,274.131,92.8894,140.796,192.932,175.699,106.649,91.9169,198.412,419.682,15.6367,15.6031,320.525,254.715,6.74111,12.7041,7.3128,0.406458,0.0352733,0.399762,14.3539,6.63956,11.8041,2.10573,53.6513,0.453713,2.09481,0.64312,2.92843,3.31334,7.38999,116.913,2.05874,1.98676,0.870165,133.523,0.369658,9.77414,7.62549,2.12542,0.354483,0.92944,0.391858,1.64458,8.92142,16.1523,15.7036,15.422,17.1862,5.94045,0.316476,0.639733,8.14678,6.88783,9.56233,0.330999,1.90956,0,2.43705,5.43359,1.02698,0.645301,1.80502,0.425007,17.1077,16.4973,3.73851,2.50915,0.364406,14.904,12.5487,0.781468,124.374,2.57275,12.7942,2.78534,16.3682,0.741751,8.11151,0.483509,0.935692,0.866631,1.67359,130.468,2.22996,0.537382,0.485245,1.83482,0.748015,0.864734,5.43295,0.64316,0.31,8.26372,4.4056,5.82178,0.705582,16.3468,92.7482,1.05801,2.2165,14.5125,1.14933,0.25765,0.646397,15.1977,3.86742,0.692646,1.37797,16.132,0.317591,0.285863,1.93496,3.69537,8.23153,7.25131,13.2,0.503059,0.768243,0.638579,0.0460625,2.2027,0.969679,0.46518,7.58047,13.5276,571.902,411.187,358.125,80.8047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.862,227.577,36.7288,108.847,12.9256,15.5433,14.0771,17.8902,224.04,274.332,694.554,98.7228,4.8302,48.6181,57.1499,17.6882,101.299,134.961,960.009,110.239,99.5808,613.725,137.901,11.8628,18.0627,15.7901,15.5422,14.5898,692.034,11.1123,17.6378,189.259,19.095,39.5239,25.7517,57.8168,49.5431,43.5339,46.4229,61.1431,214.053,13.0154,12.58,11.1727,12.6226,0,129.555,14.5826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
