LOAD_ZONE,timepoints,zone_demand_mw
Surocciden,152,1845.3446153846155
Surocciden,151,1803.7393589743592
Oriental,151,2143.9942307692304
Nordeste,151,957.9338461538462
Caribe,151,2390.6614102564104
Antioquia,151,1087.2511538461538
Antioquia,150,1049.3133333333333
Surocciden,150,1740.801282051282
Oriental,150,2069.184487179487
Caribe,150,2307.243846153846
Nordeste,150,924.5083333333332
Oriental,149,2036.010512820513
Nordeste,149,909.6866666666666
Caribe,149,2270.2534615384616
Surocciden,149,1712.8920512820512
Antioquia,149,1032.4905128205128
Nordeste,148,921.0191025641026
Antioquia,148,1045.351794871795
Caribe,148,2298.5332051282053
Oriental,148,2061.3716666666664
Surocciden,148,1734.2293589743592
Surocciden,147,1777.795
Oriental,147,2113.1562820512822
Nordeste,147,944.1551282051283
Caribe,147,2356.274487179487
Antioquia,147,1071.6120512820514
Nordeste,146,977.5684615384615
Antioquia,146,1109.5355128205128
Caribe,146,2439.661794871795
Surocciden,146,1840.7097435897433
Oriental,146,2187.939230769231
Antioquia,145,1176.4214102564101
Surocciden,145,1951.6739743589744
Oriental,145,2319.8348717948716
Nordeste,145,1036.4998717948718
Caribe,145,2586.7310256410256
Antioquia,144,1107.7461538461537
Caribe,144,2435.723076923077
Nordeste,144,975.9892307692309
Oriental,144,2184.4069230769232
Surocciden,144,1837.7376923076922
Nordeste,143,1021.8607692307693
Oriental,143,2287.0738461538463
Surocciden,143,1924.1123076923077
Caribe,143,2550.2023076923074
Antioquia,143,1159.8084615384616
Oriental,142,2349.1092307692306
Nordeste,142,1049.576923076923
Caribe,142,2619.373846153846
Antioquia,142,1191.2661538461539
Surocciden,142,1976.3015384615383
Antioquia,141,1202.9076923076923
Caribe,141,2644.9700000000003
Oriental,141,2372.0646153846155
Surocciden,141,1995.6146153846153
Nordeste,141,1059.8353846153846
Antioquia,140,1151.28
Surocciden,140,1909.9630769230769
Caribe,140,2531.4484615384617
Nordeste,140,1014.3469230769231
Oriental,140,2270.256923076923
Nordeste,139,945.0892307692308
Oriental,139,2115.246923076923
Surocciden,139,1779.5538461538463
Caribe,139,2358.6046153846155
Antioquia,139,1072.6723076923076
Surocciden,138,1777.603076923077
Oriental,138,2112.929230769231
Nordeste,138,944.0523076923077
Caribe,138,2356.019230769231
Antioquia,138,1071.4953846153846
Surocciden,137,1792.5707692307692
Oriental,137,2130.7192307692308
Nordeste,137,952.003076923077
Caribe,137,2375.8576923076926
Antioquia,137,1080.5184615384615
Antioquia,136,1092.5
Caribe,136,2402.203076923077
Surocciden,136,1812.4461538461537
Oriental,136,2154.3438461538462
Nordeste,136,962.5584615384615
Oriental,135,2180.9915384615383
Nordeste,135,974.4638461538462
Caribe,135,2431.9146153846154
Antioquia,135,1106.0130769230768
Surocciden,135,1834.8653846153845
Caribe,134,2429.580769230769
