timestamp,AMOYA,BARRANQUILL3,BARRANQUILL4,BETANIA,C_LLERAS_R,CALDERAS,CALIMA,CANDELARIA,CARTAGENA1,CARTAGENA2,CARTAGENA3,CHARQUITO,CHIVOR,CUCUANA,DARIO VALENC,EL QUIMBO,ELTESORITO,ESCUELAMINAS,ESMERALDA,FLORES 1,FLORES4,GUAJIRA1,GUAJIRA2,GUATAPE,GUAVIO,H_AguaFresca,H_Alejandria,H_Amaime,H_Amalfi,H_America,H_Asnazu,H_AuresBajo,H_AutCemNare,H_Ayura,H_Barrancas,H_Barroso,H_Bayona,H_Belmonte,H_CampestreC,H_Cantayus,H_Caracoli,H_Caruquia,H_Cascada,H_CascadaAbe,H_CascadaAnt,H_CascadaGra,H_Bello,H_Cauya,H_Chorrera,H_PalmasSanGil,H_Coconuco,H_Cocuyo,H_Coello,H_Currucucue,H_ElBosque,H_ElEden,H_ElLimonar,H_LAGUNETA,H_ElMolino,H_ElPopal,H_Florida,H_Frisolera,H_Guacaica,H_Guanaquita,H_Guaviomeno,H_Herradura,H_Inza,H_IquiraI,H_IquiraII,H_JuanGarcia,H_La_Vuelta,H_LaPita,H_LaRebusca,H_LasPalmas,H_Libertad,H_LuzMaI,H_LuzMaII,H_Magallo,H_Mirolindo,H_Mondomo,H_Montanitas,H_MorroAzul,H_Municipal,H_Naveta,H_Nima,H_Niquia,H_Nuevoliba,H_Oibita,H_Ovejas,H_Pajarito,H_Pastales,H_PaticoCab,H_Pocune,H_Porce3Meno,H_ProvidencI,H_Puente_Gui,H_Remedios,H_Rio_Recio,H_RioBobo,H_RioCali,H_RioFrioI,H_RioFrioII,H_RioFrioTam,H_RioGrande,H_RioMayo,H_RioMulato2,H_RioNegro,H_RioPalo,H_RioPiedras,H_RioSapuye,H_Rumor,H_Sajandi,H_SanAndres2,H_SanCancio,H_SanJose,H_SanJosMoII,H_SanMatias,H_SantaAna,H_SantaRita,H_Santiago,H_SBartolome,H_SFrancisPu,H_Silvia,H_Suba,H_Sueva2,H_TuluaAlto,H_TuluaBajo,H_Tunjita,H_Union,H_Urrao,H_Usaquen,H_AutGold,H_VentanaA,H_VentanaB,H_Violetas,H_Zeus,INSULA,ITUANGO,H_PAGUA,H_GUATRON,H_ALBAN,S_Dulima,S_Cauca,S_Ferch2,S_Salado,S_AutJeans,S_AutPintuco,S_Palmira3,S_Belmonte,S_Termotasajero,S_Victoria_I,S_Victoria_II,S_Flandes,S_BSLI,S_BSLII,S_BSLIII,S_Espinal,JAGUAS,LA TASAJERA,MERILECTRICA,MIEL I,PAIPA 1,PAIPA 2,PAIPA 3,PAIPA 4,PLAYAS,PORCE II,PORCE III,PRADO,PRADO4,PROELECTRIC1,PROELECTRIC2,RIOGRANDE 1,SALTO II,SALVAJINA,SAN CARLOS,SANFRANCISCO,SNMIGUEL,SOGAMOSO,T_AutArCairo,T_TermYopal1,TASAJERO 1,TASAJERO 2,TC_GECELCA3,TC_GECELCA32,TEBSAB,TEQUEND1-4,TERMO YOPAL2,TERMOCENTRO,TERMODORADA1,TERMOEMCALI,TERMONORTE,TERMOSIERRA,TERMOVALLE,TERMOYOPALG3,TERMOYOPALG4,TERMOYOPALG5,URRA,ZIPAEMG2,ZIPAEMG3,ZIPAEMG4,ZIPAEMG5,E_Jepirachi,E_Wesp01,E_GuajiraI,S_Cabelleros,S_Montelibano,S_Lanceros,S_SanFelipe,S_Cienaguero,S_Yuma,S_Tucanes,S_Paila,S_Aurora,S_Cerrito,S_Fundacion,S_Girasoles,S_Medin,S_PetaCesaII,S_BayuncaI,S_Palmira3_Franca,S_SalvadorI,S_SalvadorII,S_AutSolla,S_AutEncanto,S_Uruaco,S_Harinas,S_AutLevapan,S_AutGragas,S_Carmelo,S_PortonSol,S_Sierpe,S_Since,S_HeliosI,S_SolBolivar,S_Yumbo,S_TierraLind,S_Tolua,S_BSLlanos4,S_BSLlanos5,S_LaLoma,S_ParqueUrra,S_CaracoliI,S_Tepuy,S_El_Paso,TERMO_JAGUEY,TERMORUBIALE,S_LaMata,S_Escobal6,S_Union,S_Nabusimake,S_Guayepo,S_Sunnorte,E_Windpeshi,E_ParqueAlph,E_ParqueBeta,E_Camelia,E_CasaElec,E_Apoto,TermoCaribe3,DST_Surocciden,DST_Caribe,DST_Oriental,DST_Antioquia,DST_Nordeste,ITUANGO2,H_Antioquia,T_Surocciden,T_Caribe,T_Oriental,T_Antioquia,T_Nordeste,PV_Surocciden,PV_Caribe,PV_Oriental,PV_Antioquia,PV_Nordeste,E_Caribe,Bio_Surocciden,GEO_Surocciden
2023_Q1_labor_0h,33.3857,4.08319e-09,3.48154e-09,60.6008,53.2183,7.40181,97.8869,1.04365e-08,2.82772e-09,3.46763e-09,3.59489e-09,10.5347,282.615,14.482,61.083,138.481,8.76423e-08,16.9753,28.1683,7.99863e-09,87.7654,145,130,501.123,599.869,6.76679,9.61254,8.36766,0.407103,0.0167542,0.45,11.6605,5.08109,11.8923,2.21491,16.7905,0.348498,1.80752,0.7,2.08072,0,4.87032,1.46502,2.01924,1.33655,0,0.230996,0.413061,7.07235,4.60035,2.61763,0.328891,0.857595,0.537779,1.74619,7.35892,13.9849,13.1653,9.60927,17.1506,8.84515,0.288731,0.8477,6.27909,4.91294,12.5208,0.303549,1.99152,1.30382,1.72764,6.0596,1.14321,0.660179,1.72712,0.419446,12.329,12.0128,2.13247,2.22291,0.396391,14.7974,12.4516,0.990682,2.42662,1.98811,12.8309,2.77732,0,0.669976,5.93115,0.480236,0.622836,0.622996,1.5132,3.88569,0.966914,0.508724,0.516488,2.53462,1.2485,0.862203,5.04434,0.412815,0.31,13.8956,2.67539,8.66494,0.805335,12.8719,1.21669,1.69249,2.60174,11.2223,0.946665,0.292963,0.657998,9.39639,4.77978,0.620107,0.910833,0,0.213748,0.311285,1.79425,1.0489,10.0451,12.4432,4.81876,0.544506,0.786696,0.868331,0.119609,1.81285,1.57944,0.397721,3.21161,12.8913,228.584,382.863,432.789,209.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.215,302.604,63.3789,261.438,5.40129e-08,72,1.40674e-07,165,204.938,261.777,586.374,50.794,5,3.55217e-08,4.21282e-08,19,34.9703,108.075,876.956,15.5155,25.4298,443.298,6.5,3.17869e-08,165,170,164,270,2.41949e-07,8.96276,2.34208e-08,2.41188e-08,9.65361e-09,2.41489e-08,2.65141e-08,4.20345e-08,3.06383e-08,50,50,50,72.2088,1.51149e-07,1.0297e-07,3.98903e-08,1.07539e-07,0,9.89239,16.8421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023_Q1_labor_1h,32.931,3.78714e-09,3.26597e-09,60.5997,52.9811,7.38322,97.2299,8.64139e-09,2.68593e-09,3.25378e-09,3.36506e-09,10.5114,248.373,14.3682,59.7411,132.896,3.13505e-08,16.8733,28.1662,6.9096e-09,4.85871e-08,145,130,499.45,499.146,6.73771,9.77729,8.47913,0.407053,0.0167535,0.45,11.6413,5.07666,11.8831,2.21363,16.7573,0.348463,1.80663,0.7,2.07963,0,4.86381,1.46438,2.01886,1.33626,0,0.230985,0.412957,7.05954,4.59005,2.61619,0.328842,0.85752,0.537651,1.74601,7.33446,13.9773,13.1548,9.58672,17.184,8.81612,0.288708,0.847699,6.29201,4.90688,12.5025,0.3035,1.99011,1.30382,1.72667,6.05195,1.14315,0.660177,1.72672,0.419365,12.3109,11.9938,2.13095,2.22193,0.396336,14.5939,12.4133,0.99058,2.42524,1.98605,12.8168,2.77537,0,0.669956,5.92149,0.480202,0.622665,0.622935,1.51315,3.89663,0.96642,0.508692,0.516401,2.53362,1.24833,0.86198,5.03682,0.412752,0.31,13.8775,2.67294,8.66351,0.805166,12.8566,1.21657,1.69215,2.60151,11.2006,0.946345,0.292954,0.657922,9.37405,4.77629,0.619994,0.910506,0,0.213723,0.311279,1.794,1.04839,9.91268,12.2599,4.80819,0.544485,0.786661,0.868153,0.119598,1.81257,1.57904,0.397664,3.20938,12.8731,207.022,358.742,429.78,195.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.5416,302.599,61.6367,251.892,5.40047e-08,72,1.40634e-07,165,204.936,253.943,580.08,50.7939,5,2.05372e-08,2.25528e-08,19,34.9703,102.463,817.416,15.3712,25.2847,406.331,6.5,3.17852e-08,165,170,164,223.323,4.08654e-08,8.92259,2.34179e-08,2.41137e-08,9.65234e-09,2.41418e-08,1.72322e-08,4.20224e-08,3.06284e-08,50,50,50,72.2088,1.51127e-07,1.02949e-07,3.98833e-08,1.07516e-07,0,9.82514,16.7029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023_Q1_labor_2h,32.6696,3.78359e-09,3.26346e-09,60.5991,52.8466,7.37283,96.8384,8.61855e-09,2.68439e-09,3.25129e-09,3.36235e-09,10.4965,230.149,14.3029,58.9029,129.883,3.10407e-08,16.8165,28.1649,6.89612e-09,4.76489e-08,145,130,498.467,443.197,6.8253,9.77463,8.35899,0.407025,0.0167531,0.45,11.6305,5.07417,11.878,2.21292,16.6188,0.348442,1.80612,0.7,2.07902,0,4.87892,1.464,2.01865,1.33609,0,0.230979,0.412897,7.05237,4.58393,2.61535,0.328814,0.857476,0.537577,1.74591,7.32033,13.9724,13.148,9.57409,17.2062,8.79931,0.288694,0.847698,6.31681,4.903,12.4923,0.303471,1.98929,1.30381,1.72613,6.04767,1.14312,0.660175,1.72649,0.419315,12.3007,11.9832,2.1301,2.22137,0.396304,14.3774,12.4465,0.99052,2.42435,1.98486,12.8088,2.77425,0,0.669944,5.91608,0.480182,0.622566,0.6229,1.51312,3.72629,0.966122,0.508674,0.51635,2.53304,1.24823,0.861851,5.03246,0.412716,0.31,13.867,2.67156,8.66268,0.805068,12.8481,1.2165,1.69195,2.60138,11.1884,0.946159,0.292949,0.657879,9.36154,4.77405,0.619931,0.910321,0,0.213709,0.311275,1.79383,1.04806,10.0811,12.5348,4.80148,0.544472,0.786641,0.868036,0.119592,1.81242,1.5788,0.397632,3.20813,12.8625,196.514,343.535,427.99,186.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.5945,302.596,60.6169,245.957,5.39989e-08,72,1.40605e-07,165,204.935,249.316,576.238,50.7939,5,2.04314e-08,2.24263e-08,19,34.9703,99.3947,777.942,15.2887,25.2033,385.807,6.5,3.17839e-08,165,170,164,146.139,4.02008e-08,8.89725,2.3416e-08,2.41108e-08,9.65159e-09,2.41376e-08,1.71505e-08,4.20152e-08,3.06226e-08,50,50,50,72.2088,1.51112e-07,1.02935e-07,3.98787e-08,1.07502e-07,0,9.76271,16.5536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023_Q1_labor_3h,32.4833,3.78252e-09,3.26275e-09,60.5986,52.7514,7.36553,96.553,8.61001e-09,2.68403e-09,3.25059e-09,3.36157e-09,10.485,217.672,14.2564,58.2652,127.818,3.09457e-08,16.7768,28.1641,6.89137e-09,4.7378e-08,145,130,497.756,405.342,6.84503,9.76188,8.3243,0.407004,0.0167528,0.45,11.6229,5.07242,11.8743,2.21242,16.4701,0.348427,1.80575,0.7,2.07859,0,4.89312,1.46371,2.01849,1.33597,0,0.230975,0.412854,7.04733,4.5794,2.61475,0.328794,0.857445,0.537524,1.74584,7.31021,13.9687,13.1428,9.56521,17.2726,8.78728,0.288685,0.847698,6.32685,4.89999,12.485,0.303451,1.98871,1.30381,1.72575,6.04465,1.1431,0.660174,1.72633,0.419278,12.2935,11.9757,2.1295,2.22096,0.396281,14.3655,12.3297,0.990477,2.42366,1.98401,12.8032,2.77344,0,0.669935,5.91228,0.480167,0.622495,0.622876,1.51311,3.7106,0.965901,0.508661,0.516313,2.53262,1.24816,0.861758,5.02933,0.41269,0.31,13.8594,2.67059,8.66208,0.804998,12.842,1.21646,1.6918,2.60129,11.1798,0.946026,0.292946,0.657848,9.35275,4.77231,0.619886,0.910191,0,0.213698,0.311273,1.7937,1.04781,10.056,12.6753,4.7963,0.544464,0.786627,0.867943,0.119587,1.8123,1.57863,0.397609,3.20726,12.8549,189.715,332.188,426.685,181.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.9262,302.594,59.8771,241.529,5.39946e-08,72,1.40584e-07,165,204.934,245.968,573.392,50.7939,5,2.04011e-08,2.23909e-08,19,34.9703,97.2781,747.59,15.2301,25.1461,371.662,6.5,3.1783e-08,165,170,164,91.24,3.99916e-08,8.8778,2.34145e-08,2.41087e-08,9.65106e-09,2.41347e-08,1.71247e-08,4.20102e-08,3.06185e-08,50,50,50,72.2088,1.511e-07,1.02924e-07,3.98753e-08,1.07491e-07,0,9.75032,16.4925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023_Q1_labor_4h,32.3928,3.78212e-09,3.2625e-09,60.5984,52.7053,7.36202,96.4124,8.60661e-09,2.68392e-09,3.25035e-09,3.3613e-09,10.4791,211.779,14.2338,57.943,126.839,3.09116e-08,16.7578,28.1636,6.88953e-09,4.72842e-08,145,130,497.408,387.794,6.81116,9.71975,8.06544,0.406995,0.0167526,0.45,11.6193,5.07158,11.8726,2.21217,16.6183,0.348419,1.80557,0.7,2.07838,0,4.87091,1.46357,2.01842,1.33592,0,0.230973,0.412833,7.0449,4.57716,2.61446,0.328784,0.857429,0.537498,1.7458,7.30529,13.9667,13.1401,9.56093,17.3436,8.78141,0.28868,0.847698,6.34527,4.89845,12.4815,0.303441,1.98842,1.30381,1.72556,6.0432,1.14309,0.660174,1.72625,0.419259,12.2901,11.972,2.12921,2.22076,0.39627,14.3323,12.3038,0.990456,2.42331,1.98359,12.8005,2.77305,0,0.669931,5.91044,0.48016,0.62246,0.622864,1.5131,3.79787,0.96579,0.508655,0.516295,2.53242,1.24812,0.861713,5.0278,0.412678,0.31,13.8557,2.67012,8.66179,0.804963,12.8391,1.21643,1.69173,2.60124,11.1757,0.945961,0.292944,0.657833,9.34851,4.77142,0.619864,0.910128,0,0.213693,0.311271,1.79363,1.04768,10.1067,12.8596,4.79366,0.544459,0.786621,0.867896,0.119585,1.81225,1.57855,0.397597,3.20683,12.8511,186.595,326.548,426.042,178.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.6033,302.592,59.5144,239.318,5.39925e-08,72,1.40574e-07,165,204.933,244.326,571.974,50.7939,5,2.03903e-08,2.23784e-08,19,34.9703,96.2707,732.241,15.2017,25.1185,364.983,6.5,3.17825e-08,165,170,164,64.8677,3.99166e-08,8.86792,2.34138e-08,2.41076e-08,9.65081e-09,2.41333e-08,1.71152e-08,4.20078e-08,3.06165e-08,50,50,50,72.2088,1.51094e-07,1.02919e-07,3.98735e-08,1.07485e-07,0,9.71555,16.4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023_Q1_labor_5h,32.5066,3.78206e-09,3.2624e-09,60.5986,52.7616,7.36545,96.5886,8.60833e-09,2.6838e-09,3.25025e-09,3.36121e-09,10.4868,218.997,14.2619,58.3494,128.07,3.09411e-08,16.7799,28.1641,6.89011e-09,4.73667e-08,145,130,497.849,409.475,6.79287,9.62068,7.94146,0.406972,0.0167516,0.45,11.623,5.0722,11.8743,2.21226,16.3605,0.348422,1.80576,0.7,2.07844,0,4.89423,1.46366,2.01842,1.3359,0,0.230965,0.412849,7.04713,4.57964,2.61478,0.328789,0.85744,0.537518,1.74583,7.31131,13.9692,13.1436,9.56521,17.3863,8.78859,0.288681,0.847698,6.34545,4.90054,12.4851,0.303446,1.98873,1.30381,1.72561,6.04441,1.14309,0.660172,1.72625,0.419253,12.2936,11.9757,2.12934,2.22098,0.396276,14.1984,12.1457,0.990472,2.42381,1.98407,12.8032,2.77349,0,0.669933,5.91204,0.480163,0.622489,0.622844,1.51309,3.91537,0.965863,0.508641,0.516307,2.53264,1.24815,0.861752,5.02961,0.412653,0.31,13.8602,2.67039,8.66211,0.804991,12.842,1.21645,1.6918,2.60128,11.1798,0.946022,0.292944,0.657811,9.35274,4.77263,0.619835,0.91011,0,0.213694,0.311271,1.79373,1.04786,9.92374,13.0232,4.79714,0.544461,0.786609,0.867972,0.119577,1.8123,1.57863,0.397573,3.20709,12.8556,190.518,333.517,426.857,181.874,0.00237379,3.25176e-05,3.63053e-06,1.08392e-05,7.55002e-05,7.64164e-05,0.000802101,0.000548464,0.00138504,0.00237379,0.00237379,0.00237379,0.00393058,0.00393058,0.00393058,0.00107308,90.0119,302.593,59.9778,242.067,5.39933e-08,72,1.40587e-07,165,204.934,246.382,573.768,50.7939,5,2.04003e-08,2.23903e-08,19,34.9703,97.5366,751.435,15.2369,25.1511,373.208,6.5,3.17814e-08,165,170,164,97.3485,3.99736e-08,8.8805,2.34129e-08,2.41067e-08,9.65055e-09,2.41331e-08,1.71226e-08,4.20078e-08,3.06166e-08,50,50,50,72.2088,1.51101e-07,1.02924e-07,3.98743e-08,1.07491e-07,0,9.70636,16.3625,0.00124651,1.34302e-05,0.000986368,0.000986536,1.22093e-05,0.000986368,1.34302e-05,0.00107308,1.34302e-05,0.00124651,0.000135658,0.00328946,0.00124651,0.00342797,4.06975e-06,0.000314337,5.4196e-07,0,0.000693709,1.34302e-06,1.35658e-06,0.000265729,0.000540877,0.000433568,0.00107308,0,2.6996e-05,2.50968e-05,2.18735e-05,1.09341e-05,0.00106224,1.34302e-05,2.6996e-05,0.00854275,0.00768418,0,0,0,0,9.22478e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023_Q1_labor_6h,32.7681,3.78348e-09,3.26334e-09,60.5993,52.8969,7.37586,96.9868,8.61956e-09,2.68428e-09,3.25117e-09,3.36224e-09,10.5029,236.951,14.3272,59.2409,130.999,3.10691e-08,16.8365,28.1653,6.89637e-09,4.77321e-08,145,130,498.852,464.248,6.79522,9.43635,8.3658,0.407001,0.016752,0.45,11.6338,5.0747,11.8794,2.21297,16.6816,0.348443,1.80628,0.7,2.07905,0,4.87292,1.46407,2.01864,1.33606,0,0.230971,0.41291,7.05431,4.5862,2.61562,0.328817,0.857484,0.537592,1.74594,7.32549,13.9745,13.1508,9.57787,17.4237,8.80547,0.288694,0.847698,6.35511,4.90472,12.4954,0.303475,1.98955,1.30381,1.72615,6.04871,1.14313,0.660173,1.72647,0.419307,12.3038,11.9864,2.13019,2.22154,0.396308,14.1194,12.172,0.990532,2.42477,1.98526,12.8112,2.77462,0,0.669945,5.91746,0.480183,0.622588,0.622879,1.51311,3.94856,0.966185,0.508659,0.516358,2.53322,1.24825,0.861882,5.034,0.412689,0.31,13.8708,2.67177,8.66295,0.805089,12.8505,1.21652,1.692,2.60142,11.1921,0.946208,0.292949,0.657854,9.36527,4.77505,0.619899,0.910296,0,0.213709,0.311275,1.79391,1.04822,10.1992,12.941,4.80434,0.544473,0.786629,0.868099,0.119583,1.81246,1.57887,0.397606,3.20834,12.8663,200.418,349.27,428.696,189.936,1.01652,0.0139249,0.000844152,0.00464162,0.0594602,0.0603156,0.34348,0.234866,0.337661,1.01652,1.01652,1.01652,1.18696,1.18696,1.18696,0.459521,90.9624,302.597,61.0531,248.211,5.39994e-08,72,1.40616e-07,165,204.935,251.112,577.762,50.7939,5,2.04417e-08,2.24389e-08,19,34.9703,100.534,793.666,15.3192,25.2326,394.067,6.5,3.17827e-08,165,170,164,164.185,4.02516e-08,8.90761,2.3415e-08,2.41097e-08,9.65128e-09,2.41372e-08,1.71573e-08,4.20149e-08,3.06223e-08,50,50,50,72.2088,1.51117e-07,1.02939e-07,3.98792e-08,1.07506e-07,0,9.59193,16.3281,0.533787,0.745836,0.422388,0.422388,0.678033,0.422388,0.745836,0.459521,0.745836,0.533787,7.53369,0.801944,0.533787,0.83571,0.226011,0.134607,0.00042777,0,0.297064,0.0745836,0.0753369,0.11372,0.231617,0.185665,0.459521,3.99205,1.49921,1.39373,1.20539,0.607216,0.454879,0.745836,1.49921,1.42577,1.28247,0,0,0,0,5.12291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023_Q1_labor_7h,32.8385,3.78325e-09,3.26311e-09,60.5994,52.9352,7.37883,97.0923,8.61941e-09,2.68406e-09,3.25095e-09,3.36201e-09,10.5077,243.041,14.3448,59.5179,131.81,3.10677e-08,16.8527,28.1657,6.89613e-09,4.77293e-08,145,130,499.13,482.955,6.61973,9.3346,8.50564,0.407009,0.0167521,0.45,11.6369,5.07541,11.8809,2.21318,16.7548,0.348448,1.80641,0.7,2.07923,0,4.90144,1.46422,2.0187,1.33611,0,0.230972,0.412925,7.05636,4.58868,2.61584,0.328824,0.857495,0.537611,1.74596,7.32929,13.9761,13.153,9.58148,17.4092,8.80998,0.288698,0.847698,6.35311,4.90597,12.4983,0.303481,1.98977,1.30381,1.72631,6.04994,1.14313,0.660174,1.72654,0.419325,12.3067,11.9894,2.13043,2.22169,0.396315,14.0278,12.223,0.990547,2.42504,1.98558,12.8135,2.77492,0,0.669948,5.919,0.480188,0.622613,0.622888,1.51312,3.70721,0.9663,0.508664,0.51637,2.53337,1.24828,0.861915,5.03516,0.412699,0.31,13.8736,2.67217,8.66317,0.805114,12.853,1.21654,1.69205,2.60145,11.1956,0.946256,0.29295,0.657867,9.36885,4.77576,0.619917,0.910348,0,0.213712,0.311276,1.79396,1.04832,10.2196,12.9328,4.80652,0.544476,0.786634,0.868132,0.119585,1.8125,1.57893,0.397615,3.2087,12.8692,203.397,353.368,429.202,192.133,4.08914,0.0560157,0.00272025,0.0186719,0.254243,0.257901,1.38172,0.944798,1.0881,4.08914,4.08914,4.08914,4.31579,4.31579,4.31579,1.84852,91.2305,302.597,61.4655,249.806,5.4001e-08,72,1.40625e-07,165,204.935,252.42,578.846,50.7939,5,2.04408e-08,2.24379e-08,19,34.9703,101.359,804.829,15.3415,25.2558,402.4,6.5,3.1783e-08,165,170,164,163.119,4.02503e-08,8.91595,2.34155e-08,2.41104e-08,9.65146e-09,2.41383e-08,1.71568e-08,4.20167e-08,3.06238e-08,50,50,50,72.2088,1.51122e-07,1.02943e-07,3.98806e-08,1.07511e-07,0,9.55037,16.1438,2.14727,2.60255,1.69914,1.69914,2.36595,1.69914,2.60255,1.84852,2.60255,2.14727,26.2884,2.58424,2.14727,2.69305,0.788651,0.541485,0.00182909,0,1.195,0.260255,0.262884,0.457461,0.931727,0.746876,1.84852,18.2681,5.23139,4.86335,4.20614,2.11884,1.82985,2.60255,5.23139,4.75812,4.27992,0,0,0,0,17.8761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023_Q1_labor_8h,33.1736,3.7873e-09,3.26596e-09,60.6003,53.1099,7.39246,97.584,8.64537e-09,2.68579e-09,3.25377e-09,3.36508e-09,10.5266,269.179,14.4286,60.5977,135.814,3.14344e-08,16.9273,28.1672,6.9116e-09,4.88455e-08,145,130,500.379,561.761,6.72838,9.16107,8.22676,0.407046,0.0167527,0.45,11.6509,5.07866,11.8877,2.21411,16.7404,0.348474,1.80706,0.7,2.08003,0,4.86011,1.46476,2.01898,1.33633,0,0.23098,0.413,7.06576,4.59738,2.6169,0.328859,0.857549,0.537703,1.74609,7.34733,13.9822,13.1616,9.59802,17.3751,8.83141,0.288714,0.847699,6.33278,4.91084,12.5117,0.303517,1.99081,1.30382,1.72702,6.05555,1.14318,0.660175,1.72683,0.419393,12.32,12.0034,2.13155,2.22241,0.396355,14.3021,12.2048,0.990621,2.42615,1.98709,12.8238,2.77635,0,0.669962,5.92609,0.480213,0.622738,0.622933,1.51316,3.66895,0.966718,0.508688,0.516434,2.53411,1.2484,0.862077,5.04071,0.412747,0.31,13.887,2.67397,8.66423,0.805237,12.8642,1.21662,1.69231,2.60162,11.2115,0.94649,0.292956,0.657923,9.38523,4.77857,0.62,0.91059,0,0.21373,0.31128,1.79416,1.04872,10.1787,12.2799,4.81502,0.544491,0.78666,0.868272,0.119593,1.8127,1.57923,0.397658,3.21034,12.8827,218.28,371.913,431.459,202.698,7.90138,0.108238,0.00487187,0.0360794,0.503085,0.510323,2.66987,1.82562,1.94875,7.90138,7.90138,7.90138,8.09638,8.09638,8.09638,3.57186,92.4614,302.601,62.9342,257.085,5.40085e-08,72,1.40663e-07,165,204.937,258.284,583.616,50.7939,5,2.05684e-08,2.25912e-08,19,34.9703,105.407,851.661,15.4476,25.3622,433.244,6.5,3.17845e-08,165,170,164,233.658,4.10247e-08,8.9483,2.3418e-08,2.41142e-08,9.65238e-09,2.41435e-08,1.72531e-08,4.20257e-08,3.06312e-08,50,50,50,72.2088,1.5114e-07,1.02961e-07,3.98863e-08,1.07529e-07,0,9.55616,16.0445,4.14913,4.94275,3.28322,3.28322,4.49341,3.28322,4.94275,3.57186,4.94275,4.14913,49.9268,4.62828,4.14913,4.82315,1.4978,1.0463,0.00361931,0,2.30908,0.494275,0.499268,0.883945,1.80036,1.44318,3.57186,37.033,9.93544,9.23646,7.98829,4.0241,3.53578,4.94275,9.93544,8.55172,7.69225,0,0,0,0,33.9502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
