gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
Biomass,Surocciden,Biomass,2024,6.882239894931928e-07,0.0,0.0,8.908279503928295e-10,0.00025720530611804453,0.00012931258527902313,0.5616164174714382,88.1925430467151,0.0,0.0
Biomass,Surocciden,Biomass,2025,2.9558952858098593e-07,0.0,0.0,4.150636346359714e-08,0.011292564044936386,0.005677435351918245,57.41069204420472,0.8129620148382716,0.0,0.0
Biomass,Surocciden,Biomass,2026,1.2530682835271154e-07,0.0,0.0,1.1111163063584888e-07,0.02909329314858631,0.014626932578590515,348.90537332980665,0.12873929019398295,0.0,0.0
Biomass,Surocciden,Biomass,2027,1.9977565692421408e-07,0.0,0.0,2.0816434058988147e-07,0.05245420050210793,0.026371863326387725,394.57291765231804,0.1095549805674105,0.0,0.0
Biomass,Surocciden,Biomass,2028,2.329109484578692e-07,0.0,0.0,3.0063560735978505e-07,0.07334856198870267,0.03687669170271554,473.2506325753795,0.08843931711324568,0.0,0.0
Biomass,Surocciden,Biomass,2029,2.3314680628847565e-07,0.0,0.0,3.9032449563174133e-07,0.09234159102334792,0.04642559857036591,595.1923245391375,0.06818668190843488,0.0,0.0
Biomass,Surocciden,Biomass,2030,6.137655882395118e-07,0.0,0.0,5.266026383891016e-07,0.11942760459602392,0.06004332826353789,292.4095718274878,0.13305015918996238,0.0,0.0
Biomass,Surocciden,Biomass,2031,498.21580167192235,0.0,0.0,56.87395053793515,10597680.171371734,5328065.445004981,31.965557019534078,0.9999999898831196,0.0,0.0
Biomass,Surocciden,Biomass,2032,831.1204191323332,0.0,0.0,94.87676086190348,17226198.969965644,8660607.887934413,31.146878673640543,0.9999999927592425,0.0,0.0
Biomass,Surocciden,Biomass,2033,831.1204186456848,0.0,0.0,94.87676086502852,17226198.970474064,8660607.888190025,31.14687869279734,0.9999999921407718,0.0,0.0
Biomass,Surocciden,Biomass,2034,876.000000623607,0.0,0.0,100.00000101108701,17999132.861064266,9049205.653268563,30.877098738673126,0.9999999906010099,0.0,0.0
Biomass,Surocciden,Biomass,2035,876.0000016730075,0.0,0.0,100.00000110092165,17999132.873694967,9049205.659618793,30.877098723351757,0.9999999909006093,0.0,0.0
Eolica,Caribe,Wind,2023,214.27884653020863,0.0,0.0,32.0,5395834.247909282,882240.0,29.298618830413627,0.7644079856243171,0.0,0.0
Eolica,Caribe,Wind,2024,7684.624793781224,0.0,0.0,1154.0816393435905,211484962.5847516,33232975.74391506,31.845138168190655,0.7601197726026092,0.0,0.0
Eolica,Caribe,Wind,2025,7684.624793177371,0.0,0.0,1154.0816393441664,211484962.58485436,33232975.743931185,31.845138170708488,0.7601197725425004,0.0,0.0
Eolica,Caribe,Wind,2026,7684.624791989644,0.0,0.0,1154.0816393445323,211484962.58491775,33232975.74394114,31.845138175639985,0.760119772424776,0.0,0.0
Eolica,Caribe,Wind,2027,9382.307160549879,0.0,0.0,1409.0816393450232,250913063.8747527,40263325.74395412,31.03462556022751,0.7600976411115568,0.0,0.0
Eolica,Caribe,Wind,2028,12313.308756155115,0.0,0.0,1859.081639345541,320492066.150871,52669825.74396747,30.3055741786954,0.7560877498296378,0.0,0.0
Eolica,Caribe,Wind,2029,15619.25134580507,0.0,0.0,2351.081639346194,396565108.6394385,66234265.743983865,29.63006127100441,0.7583826653162264,0.0,0.0
Eolica,Caribe,Wind,2030,15619.251345563403,0.0,0.0,2351.0816393484183,396565108.6397848,66234265.74403823,29.630061271488515,0.7583826653037748,0.0,0.0
Eolica,Caribe,Wind,2031,16120.758133990119,0.0,0.0,2426.410354182713,407992884.84217566,68028143.75910214,29.5284517418323,0.7584327977357831,0.0,0.0
Eolica,Caribe,Wind,2032,18883.816951324345,0.0,0.0,2841.434984991095,469416440.90565383,77669995.98204246,28.971178776933044,0.7586613376607989,0.0,0.0
Eolica,Caribe,Wind,2033,22138.950364216453,0.0,0.0,3330.371570112997,540004961.1923683,88750765.81066012,28.40043076384039,0.7588574985198261,0.0,0.0
Eolica,Caribe,Wind,2034,22980.63017555157,0.0,0.0,3456.7958981817587,557824981.5708652,91548030.49350955,28.257406655245855,0.7588991905657753,0.0,0.0
Eolica,Caribe,Wind,2035,26064.041668910435,0.0,0.0,3919.9390305953125,621603836.2300593,101559795.58689333,27.745644401710443,0.7590289540872017,0.0,0.0
Geothermal,Surocciden,Geothermal,2024,6.882000853092765e-07,0.0,0.0,8.879664310020729e-10,0.00025637911070002054,0.0001288972071242609,0.5598318367704629,88.47367516524385,0.0,0.0
