TRANSMISSION_LINE,PERIOD,trans_lz1,trans_lz2,trans_dbid,trans_length_km,trans_efficiency,trans_derating_factor,TxCapacityNameplate,TxCapacityNameplateAvailable,TotalAnnualCost
Antioquia-Nordeste,2024,Antioquia,Nordeste,Antioquia-Nordeste,329.95,0.96,1,845.0000000153927,845.0000000153927,33482390.560732216
Antioquia-Nordeste,2025,Antioquia,Nordeste,Antioquia-Nordeste,329.95,0.96,1,845.0000000184856,845.0000000184856,33482390.560854767
Antioquia-Nordeste,2026,Antioquia,Nordeste,Antioquia-Nordeste,329.95,0.96,1,845.0000000215935,845.0000000215935,33482390.560977913
Antioquia-Nordeste,2027,Antioquia,Nordeste,Antioquia-Nordeste,329.95,0.96,1,845.0000000247769,845.0000000247769,33482390.561104055
Antioquia-Nordeste,2028,Antioquia,Nordeste,Antioquia-Nordeste,329.95,0.96,1,845.0000000280647,845.0000000280647,33482390.561234333
Antioquia-Nordeste,2029,Antioquia,Nordeste,Antioquia-Nordeste,329.95,0.96,1,845.0000000314515,845.0000000314515,33482390.56136853
Antioquia-Nordeste,2030,Antioquia,Nordeste,Antioquia-Nordeste,329.95,0.96,1,845.0000000349739,845.0000000349739,33482390.561508104
Antioquia-Nordeste,2031,Antioquia,Nordeste,Antioquia-Nordeste,329.95,0.96,1,845.0000000386793,845.0000000386793,33482390.561654925
Antioquia-Nordeste,2032,Antioquia,Nordeste,Antioquia-Nordeste,329.95,0.96,1,845.0000000426734,845.0000000426734,33482390.561813187
Antioquia-Nordeste,2033,Antioquia,Nordeste,Antioquia-Nordeste,329.95,0.96,1,845.000000047115,845.000000047115,33482390.561989184
Antioquia-Nordeste,2034,Antioquia,Nordeste,Antioquia-Nordeste,329.95,0.96,1,845.0000000524079,845.0000000524079,33482390.56219891
Antioquia-Nordeste,2035,Antioquia,Nordeste,Antioquia-Nordeste,329.95,0.96,1,845.0000000600379,845.0000000600379,33482390.56250124
Antioquia-Oriental,2023,Antioquia,Oriental,Antioquia-Oriental,568.98,0.96,1,480.0000000091746,480.0000000091746,32798188.282090463
Antioquia-Oriental,2024,Antioquia,Oriental,Antioquia-Oriental,568.98,0.96,1,480.00000001393886,480.00000001393886,32798188.282416005
Antioquia-Oriental,2025,Antioquia,Oriental,Antioquia-Oriental,568.98,0.96,1,480.0000000188481,480.0000000188481,32798188.28275145
Antioquia-Oriental,2026,Antioquia,Oriental,Antioquia-Oriental,568.98,0.96,1,480.00000002414714,480.00000002414714,32798188.28311353
Antioquia-Oriental,2027,Antioquia,Oriental,Antioquia-Oriental,568.98,0.96,1,480.0000000301064,480.0000000301064,32798188.283520725
Antioquia-Oriental,2028,Antioquia,Oriental,Antioquia-Oriental,568.98,0.96,1,480.00000003691514,480.00000003691514,32798188.283985965
Antioquia-Oriental,2029,Antioquia,Oriental,Antioquia-Oriental,568.98,0.96,1,480.0000000481922,480.0000000481922,32798188.28475652
Antioquia-Oriental,2030,Antioquia,Oriental,Antioquia-Oriental,568.98,0.96,1,480.0000002502012,480.0000002502012,32798188.298559707
Antioquia-Oriental,2031,Antioquia,Oriental,Antioquia-Oriental,568.98,0.96,1,480.00000061751996,480.00000061751996,32798188.323658437
Antioquia-Oriental,2032,Antioquia,Oriental,Antioquia-Oriental,568.98,0.96,1,499.27895383663895,499.27895383663895,34115510.69355467
Antioquia-Oriental,2033,Antioquia,Oriental,Antioquia-Oriental,568.98,0.96,1,499.2789538421089,499.2789538421089,34115510.69392843
Antioquia-Oriental,2034,Antioquia,Oriental,Antioquia-Oriental,568.98,0.96,1,499.2789538492302,499.2789538492302,34115510.694415025
Antioquia-Oriental,2035,Antioquia,Oriental,Antioquia-Oriental,568.98,0.96,1,741.4434093201398,741.4434093201398,50662501.12277543
Antioquia-Surocciden,2023,Antioquia,Surocciden,Antioquia-Surocciden,552.69,0.96,1,1420.0000000194739,1420.0000000194739,94250045.28488696
Antioquia-Surocciden,2024,Antioquia,Surocciden,Antioquia-Surocciden,552.69,0.96,1,1420.0000000226437,1420.0000000226437,94250045.28509735
Antioquia-Surocciden,2025,Antioquia,Surocciden,Antioquia-Surocciden,552.69,0.96,1,1420.0000000257191,1420.0000000257191,94250045.28530146
Antioquia-Surocciden,2026,Antioquia,Surocciden,Antioquia-Surocciden,552.69,0.96,1,1420.0000000288887,1420.0000000288887,94250045.28551185
Antioquia-Surocciden,2027,Antioquia,Surocciden,Antioquia-Surocciden,552.69,0.96,1,1420.0000000322377,1420.0000000322377,94250045.28573413
Antioquia-Surocciden,2028,Antioquia,Surocciden,Antioquia-Surocciden,552.69,0.96,1,1420.0000000357768,1420.0000000357768,94250045.28596903
Antioquia-Surocciden,2029,Antioquia,Surocciden,Antioquia-Surocciden,552.69,0.96,1,1420.0000000398127,1420.0000000398127,94250045.2862369
Antioquia-Surocciden,2030,Antioquia,Surocciden,Antioquia-Surocciden,552.69,0.96,1,1420.000000044389,1420.000000044389,94250045.28654064
Antioquia-Surocciden,2031,Antioquia,Surocciden,Antioquia-Surocciden,552.69,0.96,1,1420.0000000491746,1420.0000000491746,94250045.28685828
Antioquia-Surocciden,2032,Antioquia,Surocciden,Antioquia-Surocciden,552.69,0.96,1,1420.0000000546804,1420.0000000546804,94250045.28722373
Antioquia-Surocciden,2033,Antioquia,Surocciden,Antioquia-Surocciden,552.69,0.96,1,1420.000000058565,1420.000000058565,94250045.28748156
Antioquia-Surocciden,2034,Antioquia,Surocciden,Antioquia-Surocciden,552.69,0.96,1,1420.000000063274,1420.000000063274,94250045.28779411
Antioquia-Surocciden,2035,Antioquia,Surocciden,Antioquia-Surocciden,552.69,0.96,1,1420.000000074862,1420.000000074862,94250045.28856325
Caribe-Nordeste,2023,Caribe,Nordeste,Caribe-Nordeste,358.09,0.96,1,500.0000000124097,500.0000000124097,21501750.284867924
Caribe-Nordeste,2024,Caribe,Nordeste,Caribe-Nordeste,358.09,0.96,1,500.0000000184288,500.0000000184288,21501750.285126764
Caribe-Nordeste,2025,Caribe,Nordeste,Caribe-Nordeste,358.09,0.96,1,500.0000000236308,500.0000000236308,21501750.285350468
Caribe-Nordeste,2026,Caribe,Nordeste,Caribe-Nordeste,358.09,0.96,1,500.0000000279767,500.0000000279767,21501750.28553736
Caribe-Nordeste,2027,Caribe,Nordeste,Caribe-Nordeste,358.09,0.96,1,500.0000000318756,500.0000000318756,21501750.285705023
Caribe-Nordeste,2028,Caribe,Nordeste,Caribe-Nordeste,358.09,0.96,1,500.00000003553805,500.00000003553805,21501750.285862524
Caribe-Nordeste,2029,Caribe,Nordeste,Caribe-Nordeste,358.09,0.96,1,500.0000000391582,500.0000000391582,21501750.2860182
Caribe-Nordeste,2030,Caribe,Nordeste,Caribe-Nordeste,358.09,0.96,1,500.0000000429409,500.0000000429409,21501750.286180872
Caribe-Nordeste,2031,Caribe,Nordeste,Caribe-Nordeste,358.09,0.96,1,500.000000046876,500.000000046876,21501750.286350094
Caribe-Nordeste,2032,Caribe,Nordeste,Caribe-Nordeste,358.09,0.96,1,500.0000000509726,500.0000000509726,21501750.286526263
Caribe-Nordeste,2033,Caribe,Nordeste,Caribe-Nordeste,358.09,0.96,1,500.0000000553457,500.0000000553457,21501750.286714323
Caribe-Nordeste,2034,Caribe,Nordeste,Caribe-Nordeste,358.09,0.96,1,500.0000000603729,500.0000000603729,21501750.28693051
Caribe-Nordeste,2035,Caribe,Nordeste,Caribe-Nordeste,358.09,0.96,1,500.00000006778146,500.00000006778146,21501750.287249103
Nordeste-Oriental,2023,Nordeste,Oriental,Nordeste-Oriental,367.95,0.96,1,882.5000000139121,882.5000000139121,38995557.8637726
Nordeste-Oriental,2024,Nordeste,Oriental,Nordeste-Oriental,367.95,0.96,1,882.5000000179988,882.5000000179988,38995557.86395319
Nordeste-Oriental,2025,Nordeste,Oriental,Nordeste-Oriental,367.95,0.96,1,882.500000022217,882.500000022217,38995557.86413958
Nordeste-Oriental,2026,Nordeste,Oriental,Nordeste-Oriental,367.95,0.96,1,882.5000000268051,882.5000000268051,38995557.86434232
Nordeste-Oriental,2027,Nordeste,Oriental,Nordeste-Oriental,367.95,0.96,1,882.5000000320125,882.5000000320125,38995557.86457242
Nordeste-Oriental,2028,Nordeste,Oriental,Nordeste-Oriental,367.95,0.96,1,882.5000000381143,882.5000000381143,38995557.86484204
Nordeste-Oriental,2029,Nordeste,Oriental,Nordeste-Oriental,367.95,0.96,1,882.5000000481282,882.5000000481282,38995557.86528453
Nordeste-Oriental,2030,Nordeste,Oriental,Nordeste-Oriental,367.95,0.96,1,1225.7999111567103,1225.7999111567103,54165157.353161775
Nordeste-Oriental,2031,Nordeste,Oriental,Nordeste-Oriental,367.95,0.96,1,1417.1289384232184,1417.1289384232184,62619528.06553891
Nordeste-Oriental,2032,Nordeste,Oriental,Nordeste-Oriental,367.95,0.96,1,1496.2971679701122,1496.2971679701122,66117782.2028983
Nordeste-Oriental,2033,Nordeste,Oriental,Nordeste-Oriental,367.95,0.96,1,1496.2971679753578,1496.2971679753578,66117782.20313009
Nordeste-Oriental,2034,Nordeste,Oriental,Nordeste-Oriental,367.95,0.96,1,1496.2971679820646,1496.2971679820646,66117782.20342644
Nordeste-Oriental,2035,Nordeste,Oriental,Nordeste-Oriental,367.95,0.96,1,1496.2971680512508,1496.2971680512508,66117782.20648362
Oriental-Surocciden,2023,Oriental,Surocciden,Oriental-Surocciden,322.09,0.96,1,882.50000001143,882.50000001143,34135288.0345351
Oriental-Surocciden,2024,Oriental,Surocciden,Oriental-Surocciden,322.09,0.96,1,882.5000000144993,882.5000000144993,34135288.03465382
Oriental-Surocciden,2025,Oriental,Surocciden,Oriental-Surocciden,322.09,0.96,1,882.5000000174477,882.5000000174477,34135288.03476787
Oriental-Surocciden,2026,Oriental,Surocciden,Oriental-Surocciden,322.09,0.96,1,882.5000000203771,882.5000000203771,34135288.03488118
Oriental-Surocciden,2027,Oriental,Surocciden,Oriental-Surocciden,322.09,0.96,1,882.5000000233342,882.5000000233342,34135288.03499556
Oriental-Surocciden,2028,Oriental,Surocciden,Oriental-Surocciden,322.09,0.96,1,882.5000000263567,882.5000000263567,34135288.03511247
Oriental-Surocciden,2029,Oriental,Surocciden,Oriental-Surocciden,322.09,0.96,1,882.5000000294849,882.5000000294849,34135288.03523347
Oriental-Surocciden,2030,Oriental,Surocciden,Oriental-Surocciden,322.09,0.96,1,882.500000032722,882.500000032722,34135288.03535868
Oriental-Surocciden,2031,Oriental,Surocciden,Oriental-Surocciden,322.09,0.96,1,882.5000000361084,882.5000000361084,34135288.03548967
Oriental-Surocciden,2032,Oriental,Surocciden,Oriental-Surocciden,322.09,0.96,1,882.500000039724,882.500000039724,34135288.03562952
Oriental-Surocciden,2033,Oriental,Surocciden,Oriental-Surocciden,322.09,0.96,1,882.5000000437491,882.5000000437491,34135288.03578521
Oriental-Surocciden,2034,Oriental,Surocciden,Oriental-Surocciden,322.09,0.96,1,882.5000000485894,882.5000000485894,34135288.03597244
Oriental-Surocciden,2035,Oriental,Surocciden,Oriental-Surocciden,322.09,0.96,1,882.5000000556529,882.5000000556529,34135288.03624565
