gen_tech,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
Biogas,Biogas,2040,10082.76,0.0,0.0,1151.0,161829960.73370016,81361888.0,24.11957130128062,0.9999999999999998,0.0,0.0
Biogas,Biogas,2045,11566.061869265714,0.0,0.0,1322.0,185872465.76016647,93449536.0,24.150138994362784,0.9987342643001224,0.0,0.0
Biogas,Biogas,2050,10820.707984369643,0.0,0.0,1322.0,185872465.76016647,93449536.0,25.813653058898094,0.9343726456014515,0.0,0.0
Biomass,Biomass,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,Biomass,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,Biomass,2035,876.0,0.0,0.0,100.0,14059944.45992182,7068800.0,24.11957130128062,0.9999999999999999,0.0,0.0
Biomass,Biomass,2040,7256.4920292000015,0.0,0.0,828.36667,116467893.72650386,58555583.16896,24.119571301280608,1.0,0.0,0.0
Biomass,Biomass,2045,9443.28,0.0,0.0,1078.0,151566201.2779572,76201664.0,24.119571301280615,0.9999999999999998,0.0,0.0
Biomass,Biomass,2050,9443.28,0.0,0.0,1078.0,151566201.2779572,76201664.0,24.119571301280615,0.9999999999999998,0.0,0.0
Eolica,Wind,2023,214.27884512801788,0.0,0.0,32.0,5395834.247909282,882240.0,29.29861902213695,0.7644079806222097,0.0,0.0
Eolica,Wind,2025,8464.21392624409,0.0,0.0,1271.1796,226433226.27338508,35579268.8,30.955325250108658,0.7601085373508356,0.0,0.0
Eolica,Wind,2030,16398.840491157665,0.0,0.0,2468.1796,411513372.3276336,68580558.8,29.27609006176398,0.7584592931156076,0.0,0.0
Eolica,Wind,2035,26576.65506018445,0.0,0.0,3996.9359999999997,622036481.5375315,101627685.8988,27.2293170753637,0.7590476136965335,0.0,0.0
Eolica,Wind,2040,27961.962533023732,0.0,0.0,4205.0158,650690887.471514,106125746.9354,27.06593407072539,0.7590946163312884,0.0,0.0
Eolica,Wind,2045,42097.56878245144,0.0,0.0,6331.0198,942809278.5306602,152012139.4034,26.006761188319302,0.7590654726446319,0.0,0.0
Eolica,Wind,2050,66824.24904604071,0.0,0.0,10856.109681,1565953679.563007,249831007.360977,27.17254159748119,0.7026770322288923,0.0,0.0
