generation_project,gen_dbid,gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2023,425.24240624952495,591086.9446868397,0.0,80.0,8978400.293696908,3502400.0,30.739848722221247,0.6067956710181577,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2024,425.2424062497916,591086.9446872103,0.0,80.0,8978400.293696908,3502400.0,30.73984872220284,0.6067956710185382,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2025,425.2424062495227,591086.9446868366,0.0,80.0,8978400.293696908,3502400.0,30.7398487222214,0.6067956710181545,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2026,425.24240622880166,591086.9446580341,0.0,80.0,8978400.293696908,3502400.0,30.739848723651548,0.6067956709885867,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2027,425.2424062382598,591086.944671181,0.0,80.0,8978400.293696908,3502400.0,30.73984872299876,0.6067956710020829,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2028,425.2424054445517,591086.9435679268,0.0,80.0,8978400.293696908,3502400.0,30.739848777779773,0.6067956698695086,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2029,425.2424062355376,591086.9446673973,0.0,80.0,8978400.293696908,3502400.0,30.73984872318664,0.6067956709981985,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2030,425.2424062367601,591086.9446690965,0.0,80.0,8978400.293696908,3502400.0,30.73984872310226,0.6067956709999429,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2031,425.2424062364322,591086.9446686406,0.0,80.0,8978400.293696908,3502400.0,30.739848723124897,0.6067956709994751,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2032,425.2424062346844,591086.9446662113,0.0,80.0,8978400.293696908,3502400.0,30.739848723245526,0.6067956709969811,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2033,425.2424060145586,591086.9443602363,0.0,80.0,8978400.293696908,3502400.0,30.739848738438415,0.6067956706828745,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2034,425.2424052881023,591086.943350462,0.0,80.0,8978400.293696908,3502400.0,30.739848788577778,0.6067956696462645,,
AMOYA,AMOYA,RunOfRiver,Surocciden,Water,2035,425.242406232344,591086.9446629582,0.0,80.0,8978400.293696908,3502400.0,30.739848723407057,0.6067956709936415,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2023,8.537578091661917e-08,0.0006044605288896636,5.292908249511599e-05,60.0,6771600.221509176,8593200.0,179966731280.84665,1.624348951990471e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2024,1.0630074994738575e-07,0.0007526093096274911,6.590160702310655e-05,60.0,6771600.221509176,8593200.0,144540845006.89502,2.0224648011298655e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2025,1.1325108073856956e-07,0.0008018176516290724,7.021049448352338e-05,60.0,6771600.221509176,8593200.0,135670230448.21376,2.154700927293941e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2026,1.0696250890205723e-07,0.0007572945630265652,6.631186733261866e-05,60.0,6771600.221509176,8593200.0,143646595241.47488,2.0350553444074812e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2027,1.0750900681778914e-07,0.000761163768269947,6.665067106541769e-05,60.0,6771600.221509176,8593200.0,142916400002.75757,2.045452945543933e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2028,9.799888221421373e-08,0.0006938320860766331,6.075482842389532e-05,60.0,6771600.221509176,8593200.0,156785464028.22647,1.8645145017924984e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2029,1.0538239004870336e-07,0.0007461073215448198,6.533226585497085e-05,60.0,6771600.221509176,8593200.0,145800453141.69012,2.0049922003177955e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2030,1.1666598011768377e-07,0.0008259951392332011,7.232757603767255e-05,60.0,6771600.221509176,8593200.0,131699062630.2229,2.21967237666826e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2031,1.1638292729937925e-07,0.0008239911252796051,7.215209622583754e-05,60.0,6771600.221509176,8593200.0,132019365544.99364,2.214287049074947e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2032,1.1894572948377051e-07,0.0008421357647450953,7.374091646010031e-05,60.0,6771600.221509176,8593200.0,129174879073.29834,2.263046603572498e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2033,1.1627755061774977e-07,0.0008232450583736683,7.208676749894161e-05,60.0,6771600.221509176,8593200.0,132139008266.88884,2.2122821654823013e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2034,1.0808115750399633e-07,0.000765214595128294,6.700537834357979e-05,60.0,6771600.221509176,8593200.0,142159841521.92554,2.056338613089732e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2035,1.2075966318458084e-07,0.0008549784153468324,7.486547245783259e-05,60.0,6771600.221509176,8593200.0,127234540219.60213,2.2975582797675192e-10,,
BARRANQUILL4,BARRANQUILL4,Thermal,Caribe,GASIMPOR,2023,7.314086460744861e-08,0.0005178373214207361,5.035795338376185e-05,60.0,6782400.22186246,8593200.0,210219011012.54495,1.3915689613289306e-10,,
BARRANQUILL4,BARRANQUILL4,Thermal,Caribe,GASIMPOR,2024,8.97952766867537e-08,0.0006357505589422161,6.182462268860072e-05,60.0,6782400.22186246,8593200.0,171229498809.11014,1.708433726916927e-10,,
BARRANQUILL4,BARRANQUILL4,Thermal,Caribe,GASIMPOR,2025,9.532890486562871e-08,0.0006749286464486513,6.563456110497652e-05,60.0,6782400.22186246,8593200.0,161290012134.41125,1.8137158459975017e-10,,
BARRANQUILL4,BARRANQUILL4,Thermal,Caribe,GASIMPOR,2026,9.12906292087714e-08,0.0006463376547981016,6.285418247026605e-05,60.0,6782400.22186246,8593200.0,168424737081.68372,1.736884117366274e-10,,
BARRANQUILL4,BARRANQUILL4,Thermal,Caribe,GASIMPOR,2027,9.232771601836159e-08,0.00065368022941,6.356822337602448e-05,60.0,6782400.22186246,8593200.0,166532877510.56607,1.7566156015670007e-10,,
BARRANQUILL4,BARRANQUILL4,Thermal,Caribe,GASIMPOR,2028,8.563867992031704e-08,0.0006063218538358446,5.8962779212689776e-05,60.0,6782400.22186246,8593200.0,179540369337.4897,1.6293508356224699e-10,,
BARRANQUILL4,BARRANQUILL4,Thermal,Caribe,GASIMPOR,2029,9.200136241310913e-08,0.0006513696458848128,6.33435268301451e-05,60.0,6782400.22186246,8593200.0,167123614468.5938,1.7504064386055767e-10,,
BARRANQUILL4,BARRANQUILL4,Thermal,Caribe,GASIMPOR,2030,1.0093593437052548e-07,0.0007146264153433204,6.949503680408677e-05,60.0,6782400.22186246,8593200.0,152330290678.58856,1.9203944895457662e-10,,
