PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2023,10627588347.177713,5594367728.356493,35.162699270617786,159099495.8976653
2025,23800859434.273827,5646905844.546658,13.415244303859156,420932017.0876214
2030,21677745829.207436,6108488714.740479,12.516669016179412,488028301.04754454
2035,19488493157.75583,6522283406.850523,11.528535060828961,565751274.7661746
2040,17507526658.828518,6959017846.099624,10.610096646506696,655886376.7174858
2045,15977795399.23213,7542959197.045312,9.921224916876698,760285071.6764027
2050,15122702729.981813,8479223192.930842,9.62013593699246,881403677.5016403
