GEN_TP_FUELS_1,GEN_TP_FUELS_2,GEN_TP_FUELS_3,GenFuelUseRate
BARRANQUILL3,478,GASIMPOR,7.2493303703755135e-06
BARRANQUILL3,479,GASIMPOR,7.24628910707013e-06
BARRANQUILL3,480,GASIMPOR,7.20973434963415e-06
BARRANQUILL3,481,GASIMPOR,1.008234836254825e-06
BARRANQUILL3,482,GASIMPOR,1.0081498106441904e-06
BARRANQUILL3,483,GASIMPOR,1.008120559404062e-06
BARRANQUILL3,484,GASIMPOR,1.0080950888056576e-06
BARRANQUILL3,485,GASIMPOR,1.0080814659445768e-06
BARRANQUILL3,486,GASIMPOR,1.0080711992611248e-06
BARRANQUILL3,487,GASIMPOR,1.008070230299253e-06
BARRANQUILL3,488,GASIMPOR,1.008044513443577e-06
BARRANQUILL3,489,GASIMPOR,1.008040744764059e-06
BARRANQUILL3,490,GASIMPOR,1.0080394666443714e-06
BARRANQUILL3,491,GASIMPOR,1.0080250460521803e-06
BARRANQUILL3,492,GASIMPOR,1.0080507303787865e-06
BARRANQUILL3,493,GASIMPOR,1.008082055351458e-06
BARRANQUILL3,494,GASIMPOR,1.0081026735490059e-06
BARRANQUILL3,495,GASIMPOR,1.0081571373782057e-06
BARRANQUILL3,496,GASIMPOR,1.0084145994347412e-06
BARRANQUILL3,497,GASIMPOR,1.2024360399877945e-06
BARRANQUILL3,498,GASIMPOR,1.2025934441759422e-06
BARRANQUILL3,499,GASIMPOR,1.2024900388111823e-06
BARRANQUILL3,500,GASIMPOR,1.2026732048356371e-06
BARRANQUILL3,501,GASIMPOR,1.2036760476291075e-06
BARRANQUILL3,502,GASIMPOR,1.2027545236377328e-06
BARRANQUILL3,503,GASIMPOR,1.2026044871707633e-06
BARRANQUILL3,504,GASIMPOR,1.0090416770295526e-06
BARRANQUILL3,505,GASIMPOR,7.028825562611774e-06
BARRANQUILL3,506,GASIMPOR,7.027586708261662e-06
BARRANQUILL3,507,GASIMPOR,7.026939005677377e-06
BARRANQUILL3,508,GASIMPOR,7.026461848657892e-06
BARRANQUILL3,509,GASIMPOR,7.026393009792801e-06
BARRANQUILL3,510,GASIMPOR,7.026630909812617e-06
BARRANQUILL3,511,GASIMPOR,7.0268231356795084e-06
BARRANQUILL3,512,GASIMPOR,7.026190287687088e-06
BARRANQUILL3,513,GASIMPOR,7.02607822706936e-06
BARRANQUILL3,514,GASIMPOR,7.025818993280604e-06
BARRANQUILL3,515,GASIMPOR,7.025447500859067e-06
BARRANQUILL3,516,GASIMPOR,7.025992225451614e-06
BARRANQUILL3,517,GASIMPOR,7.0267812894382595e-06
BARRANQUILL3,518,GASIMPOR,7.027210428199865e-06
BARRANQUILL3,519,GASIMPOR,7.028386166457548e-06
BARRANQUILL3,520,GASIMPOR,7.03160910155946e-06
BARRANQUILL3,521,GASIMPOR,7.210098680051469e-06
BARRANQUILL3,522,GASIMPOR,7.216732272008592e-06
