GEN_TPS_1,GEN_TPS_2,DispatchGen
AMOYA,4295,80.0
AMOYA,4296,0.00303
AMOYA,4297,80.0
AMOYA,4298,80.0
AMOYA,4299,80.0
AMOYA,4300,60.122726
AMOYA,4301,0.02993
AMOYA,4302,80.0
AMOYA,4303,80.0
AMOYA,4304,80.0
AMOYA,4305,0.02993
AMOYA,4306,0.02993
AMOYA,4307,0.02993
AMOYA,4308,80.0
AMOYA,4309,0.02993
AMOYA,4310,0.02993
AMOYA,4311,0.02993
AMOYA,4312,0.02993
AMOYA,4313,80.0
AMOYA,4314,80.0
AMOYA,4315,80.0
AMOYA,4316,0.02993
AMOYA,4317,80.0
AMOYA,4318,80.0
AMOYA,4319,80.0
AMOYA,4320,80.0
AMOYA,4321,80.0
