HYDRO_GEN_TS_1,HYDRO_GEN_TS_2,Relax_Enforce_Hydro_Avg_Flow_up
H_RioGrande,2024_Q3_labor,1.072343473317562e-17
H_RioGrande,2024_Q3_holidays,1.0723435617306113e-17
H_RioGrande,2024_Q4_labor,1.0723434232651653e-17
H_RioGrande,2024_Q4_holidays,1.0723437811449976e-17
H_RioMayo,2023_Q1_labor,1.072343313083855e-17
H_RioMayo,2023_Q1_holidays,1.0723433136639889e-17
H_RioMayo,2023_Q2_labor,1.072343312671623e-17
H_RioMayo,2023_Q2_holidays,1.072343312557883e-17
H_RioMayo,2023_Q3_labor,1.0723433135297878e-17
H_RioMayo,2023_Q3_holidays,1.0723433132690084e-17
H_RioMayo,2023_Q4_labor,1.0723433140774246e-17
H_RioMayo,2023_Q4_holidays,1.0723433138146391e-17
H_RioMayo,2024_Q1_labor,1.0723433131396216e-17
H_RioMayo,2024_Q1_holidays,1.0723433144019946e-17
H_RioMayo,2024_Q2_labor,1.0723433126611917e-17
H_RioMayo,2024_Q2_holidays,1.0723433133117361e-17
H_RioMayo,2024_Q3_labor,1.0723433135017039e-17
H_RioMayo,2024_Q3_holidays,1.0723433141727094e-17
H_RioMayo,2024_Q4_labor,1.0723433140391101e-17
H_RioMayo,2024_Q4_holidays,1.0723433150507336e-17
H_RioMulato2,2023_Q1_labor,1.0723433849951838e-17
H_RioMulato2,2023_Q1_holidays,1.072343385022064e-17
H_RioMulato2,2023_Q2_labor,1.0723433349159068e-17
H_RioMulato2,2023_Q2_holidays,1.0723433331123162e-17
H_RioMulato2,2023_Q3_labor,1.0723433269856046e-17
H_RioMulato2,2023_Q3_holidays,1.0723433258807022e-17
H_RioMulato2,2023_Q4_labor,1.0723433451805858e-17
H_RioMulato2,2023_Q4_holidays,1.0723433553066506e-17
H_RioMulato2,2024_Q1_labor,1.0723433850676003e-17
H_RioMulato2,2024_Q1_holidays,1.0723433864864409e-17
H_RioMulato2,2024_Q2_labor,1.0723433348757869e-17
H_RioMulato2,2024_Q2_holidays,1.0723433340244423e-17
H_RioMulato2,2024_Q3_labor,1.0723433269342511e-17
H_RioMulato2,2024_Q3_holidays,1.0723433268419753e-17
H_RioMulato2,2024_Q4_labor,1.0723433451198041e-17
H_RioMulato2,2024_Q4_holidays,1.0723433572368194e-17
H_RioNegro,2023_Q1_labor,1.0723433119125542e-17
H_RioNegro,2023_Q1_holidays,1.0723433118327156e-17
H_RioNegro,2023_Q2_labor,1.072343319810961e-17
H_RioNegro,2023_Q2_holidays,1.0723433208370278e-17
H_RioNegro,2023_Q3_labor,1.0723433357845027e-17
H_RioNegro,2023_Q3_holidays,1.0723433253194248e-17
H_RioNegro,2023_Q4_labor,1.0723433321347944e-17
H_RioNegro,2023_Q4_holidays,1.0723433263013596e-17
H_RioNegro,2024_Q1_labor,1.0723433119354225e-17
H_RioNegro,2024_Q1_holidays,1.0723433121298036e-17
H_RioNegro,2024_Q2_labor,1.0723433197963172e-17
H_RioNegro,2024_Q2_holidays,1.072343321900406e-17
H_RioNegro,2024_Q3_labor,1.072343335737362e-17
H_RioNegro,2024_Q3_holidays,1.0723433266682561e-17
H_RioNegro,2024_Q4_labor,1.0723433320766206e-17
H_RioNegro,2024_Q4_holidays,1.0723433280893034e-17
H_RioPalo,2023_Q1_labor,1.0723435286940715e-17
H_RioPalo,2023_Q1_holidays,1.0723435229868135e-17
H_RioPalo,2023_Q2_labor,1.0723437789650821e-17
H_RioPalo,2023_Q2_holidays,1.0723437721902335e-17
H_RioPalo,2023_Q3_labor,1.072343784754586e-17
H_RioPalo,2023_Q3_holidays,1.0723437664246012e-17
H_RioPalo,2023_Q4_labor,1.072343753481918e-17
H_RioPalo,2023_Q4_holidays,1.0723437832839905e-17
H_RioPalo,2024_Q1_labor,1.0723435291614685e-17
H_RioPalo,2024_Q1_holidays,1.0723435290954712e-17
H_RioPalo,2024_Q2_labor,1.072343778742818e-17
H_RioPalo,2024_Q2_holidays,1.0723437856592898e-17
H_RioPalo,2024_Q3_labor,1.0723437842805691e-17
H_RioPalo,2024_Q3_holidays,1.072343781298055e-17
H_RioPalo,2024_Q4_labor,1.0723437529140208e-17
H_RioPalo,2024_Q4_holidays,1.0723438027906923e-17
H_RioPiedras,2023_Q1_labor,1.0723433152517343e-17
H_RioPiedras,2023_Q1_holidays,1.0723433302295e-17
H_RioPiedras,2023_Q2_labor,1.0723433096419678e-17
H_RioPiedras,2023_Q2_holidays,1.0723433095155902e-17
H_RioPiedras,2023_Q3_labor,1.0723433078963506e-17
H_RioPiedras,2023_Q3_holidays,1.0723433081260371e-17
H_RioPiedras,2023_Q4_labor,1.0723433077414878e-17
H_RioPiedras,2023_Q4_holidays,1.0723433080682645e-17
H_RioPiedras,2024_Q1_labor,1.0723433152723962e-17
H_RioPiedras,2024_Q1_holidays,1.0723433310491497e-17
H_RioPiedras,2024_Q2_labor,1.0723433096263211e-17
H_RioPiedras,2024_Q2_holidays,1.072343309847783e-17
H_RioPiedras,2024_Q3_labor,1.072343307893141e-17
H_RioPiedras,2024_Q3_holidays,1.0723433081908308e-17
H_RioPiedras,2024_Q4_labor,1.0723433077416884e-17
H_RioPiedras,2024_Q4_holidays,1.0723433083296457e-17
H_RioSapuye,2023_Q1_labor,1.0723433946719055e-17
H_RioSapuye,2023_Q1_holidays,1.0723434038820329e-17
H_RioSapuye,2023_Q2_labor,1.072343428400915e-17
H_RioSapuye,2023_Q2_holidays,1.0723442772423348e-17
H_RioSapuye,2023_Q3_labor,1.0723433722466811e-17
H_RioSapuye,2023_Q3_holidays,1.0723433832277012e-17
H_RioSapuye,2023_Q4_labor,1.0723434307932652e-17
H_RioSapuye,2023_Q4_holidays,1.072343449160762e-17
H_RioSapuye,2024_Q1_labor,1.072343394890158e-17
H_RioSapuye,2024_Q1_holidays,1.0723434070430806e-17
H_RioSapuye,2024_Q2_labor,1.0723434283286992e-17
H_RioSapuye,2024_Q2_holidays,1.0723443065394982e-17
H_RioSapuye,2024_Q3_labor,1.0723433721532017e-17
H_RioSapuye,2024_Q3_holidays,1.0723433865512346e-17
H_RioSapuye,2024_Q4_labor,1.0723434305958753e-17
H_RioSapuye,2024_Q4_holidays,1.0723434565069183e-17
H_Rio_Recio,2023_Q1_labor,1.072343710533955e-17
H_Rio_Recio,2023_Q1_holidays,1.0723437203765727e-17
H_Rio_Recio,2023_Q2_labor,1.0723438060480278e-17
H_Rio_Recio,2023_Q2_holidays,1.0723438114283085e-17
H_Rio_Recio,2023_Q3_labor,1.0723437360329666e-17
H_Rio_Recio,2023_Q3_holidays,1.0723437323621954e-17
H_Rio_Recio,2023_Q4_labor,1.0723437476025458e-17
H_Rio_Recio,2023_Q4_holidays,1.072343766782872e-17
H_Rio_Recio,2024_Q1_labor,1.0723437113596228e-17
H_Rio_Recio,2024_Q1_holidays,1.0723437314946023e-17
H_Rio_Recio,2024_Q2_labor,1.072343805790458e-17
H_Rio_Recio,2024_Q2_holidays,1.072343826507778e-17
H_Rio_Recio,2024_Q3_labor,1.072343735548318e-17
H_Rio_Recio,2024_Q3_holidays,1.072343747486198e-17
H_Rio_Recio,2024_Q4_labor,1.0723437469830944e-17
H_Rio_Recio,2024_Q4_holidays,1.0723437882502337e-17
H_Rumor,2023_Q1_labor,1.0723433618518129e-17
H_Rumor,2023_Q1_holidays,1.0723433799593326e-17
H_Rumor,2023_Q2_labor,1.0723434123007948e-17
H_Rumor,2023_Q2_holidays,1.0723434246306464e-17
H_Rumor,2023_Q3_labor,1.0723433703724795e-17
H_Rumor,2023_Q3_holidays,1.0723433698733877e-17
H_Rumor,2023_Q4_labor,1.0723434274586989e-17
H_Rumor,2023_Q4_holidays,1.0723434385829471e-17
H_Rumor,2024_Q1_labor,1.0723433619920318e-17
H_Rumor,2024_Q1_holidays,1.0723433821426581e-17
H_Rumor,2024_Q2_labor,1.0723434122494414e-17
H_Rumor,2024_Q2_holidays,1.0723434283048278e-17
H_Rumor,2024_Q3_labor,1.07234337028903e-17
H_Rumor,2024_Q3_holidays,1.0723433724575111e-17
H_Rumor,2024_Q4_labor,1.0723434272911983e-17
H_Rumor,2024_Q4_holidays,1.0723434447561977e-17
H_SBartolome,2023_Q1_labor,2.5736239311274176e-16
H_SBartolome,2023_Q1_holidays,2.5736239298603305e-16
H_SBartolome,2023_Q2_labor,1.072343311855584e-17
H_SBartolome,2023_Q2_holidays,1.0723433164384813e-17
H_SBartolome,2023_Q3_labor,1.0723433130956904e-17
H_SBartolome,2023_Q3_holidays,1.0723433131041155e-17
H_SBartolome,2023_Q4_labor,1.0723433126746319e-17
H_SBartolome,2023_Q4_holidays,1.0723433121294024e-17
H_SBartolome,2024_Q1_labor,2.573623931252311e-16
H_SBartolome,2024_Q1_holidays,2.5736239318882917e-16
H_SBartolome,2024_Q2_labor,1.0723433118256946e-17
H_SBartolome,2024_Q2_holidays,1.0723433172737779e-17
H_SBartolome,2024_Q3_labor,1.0723433130525614e-17
H_SBartolome,2024_Q3_holidays,1.0723433137805372e-17
H_SBartolome,2024_Q4_labor,1.0723433126290958e-17
H_SBartolome,2024_Q4_holidays,1.0723433127919827e-17
H_SFrancisPu,2023_Q1_labor,1.0723444420456995e-17
H_SFrancisPu,2023_Q1_holidays,1.0723444256346501e-17
H_SFrancisPu,2023_Q2_labor,1.0723445399236374e-17
H_SFrancisPu,2023_Q2_holidays,1.0723445477987747e-17
H_SFrancisPu,2023_Q3_labor,1.0723444728646112e-17
H_SFrancisPu,2023_Q3_holidays,1.0723444698893186e-17
H_SFrancisPu,2023_Q4_labor,1.0723444147330674e-17
H_SFrancisPu,2023_Q4_holidays,1.072343937421076e-17
H_SFrancisPu,2024_Q1_labor,1.0723444439435719e-17
H_SFrancisPu,2024_Q1_holidays,1.0723444504869287e-17
H_SFrancisPu,2024_Q2_labor,1.0723445394076954e-17
H_SFrancisPu,2024_Q2_holidays,1.0723445778744649e-17
H_SFrancisPu,2024_Q3_labor,1.072344471818284e-17
H_SFrancisPu,2024_Q3_holidays,1.0723445022135293e-17
H_SFrancisPu,2024_Q4_labor,1.072344413448428e-17
H_SFrancisPu,2024_Q4_holidays,1.0723439719316212e-17
H_Sajandi,2023_Q1_labor,1.0723433207507698e-17
H_Sajandi,2023_Q1_holidays,1.0723433211698223e-17
H_Sajandi,2023_Q2_labor,1.0723433219972955e-17
H_Sajandi,2023_Q2_holidays,1.072343321360392e-17
H_Sajandi,2023_Q3_labor,1.0723433452682478e-17
H_Sajandi,2023_Q3_holidays,1.0723433395040196e-17
H_Sajandi,2023_Q4_labor,1.0723433600724948e-17
H_Sajandi,2023_Q4_holidays,1.0723433487444375e-17
H_Sajandi,2024_Q1_labor,1.0723433207961054e-17
H_Sajandi,2024_Q1_holidays,1.0723433219525618e-17
H_Sajandi,2024_Q2_labor,1.0723433219682085e-17
H_Sajandi,2024_Q2_holidays,1.0723433223288865e-17
H_Sajandi,2024_Q3_labor,1.0723433452046578e-17
H_Sajandi,2024_Q3_holidays,1.0723433412069093e-17
H_Sajandi,2024_Q4_labor,1.0723433599776113e-17
H_Sajandi,2024_Q4_holidays,1.0723433513245489e-17
H_SanAndres2,2023_Q1_labor,1.0723433180111818e-17
H_SanAndres2,2023_Q1_holidays,1.0723433180858048e-17
H_SanAndres2,2023_Q2_labor,1.0723433098479837e-17
H_SanAndres2,2023_Q2_holidays,1.0723433108124663e-17
H_SanAndres2,2023_Q3_labor,1.0723433089358575e-17
H_SanAndres2,2023_Q3_holidays,1.0723433096802825e-17
H_SanAndres2,2023_Q4_labor,1.0723433179943314e-17
H_SanAndres2,2023_Q4_holidays,1.0723433186011451e-17
H_SanAndres2,2024_Q1_labor,1.0723433180392657e-17
H_SanAndres2,2024_Q1_holidays,1.0723433187495887e-17
H_SanAndres2,2024_Q2_labor,1.0723433098321363e-17
H_SanAndres2,2024_Q2_holidays,1.0723433111468658e-17
H_SanAndres2,2024_Q3_labor,1.0723433089184054e-17
H_SanAndres2,2024_Q3_holidays,1.072343310083688e-17
H_SanAndres2,2024_Q4_labor,1.0723433179483942e-17
H_SanAndres2,2024_Q4_holidays,1.0723433198532875e-17
H_SanCancio,2023_Q1_labor,1.072343507028718e-17
H_SanCancio,2023_Q1_holidays,1.0723435079111555e-17
H_SanCancio,2023_Q2_labor,1.072343419637523e-17
H_SanCancio,2023_Q2_holidays,1.0723433869558438e-17
H_SanCancio,2023_Q3_labor,1.0723434360578e-17
H_SanCancio,2023_Q3_holidays,1.0723434284085378e-17
H_SanCancio,2023_Q4_labor,1.0723436460241479e-17
H_SanCancio,2023_Q4_holidays,1.0723436376723861e-17
H_SanCancio,2024_Q1_labor,1.0723435074335279e-17
H_SanCancio,2024_Q1_holidays,1.0723435132701725e-17
H_SanCancio,2024_Q2_labor,1.0723434195775436e-17
H_SanCancio,2024_Q2_holidays,1.0723433899000434e-17
H_SanCancio,2024_Q3_labor,1.0723434359123653e-17
H_SanCancio,2024_Q3_holidays,1.0723434328492101e-17
H_SanCancio,2024_Q4_labor,1.072343645551736e-17
H_SanCancio,2024_Q4_holidays,1.07234365345255e-17
H_SanJosMoII,2023_Q1_labor,1.0723435537878719e-17
H_SanJosMoII,2023_Q1_holidays,1.0723435534193706e-17
H_SanJosMoII,2023_Q2_labor,1.0723435376221558e-17
H_SanJosMoII,2023_Q2_holidays,1.0723435404421842e-17
H_SanJosMoII,2023_Q3_labor,1.072343550964032e-17
H_SanJosMoII,2023_Q3_holidays,1.0723434996655107e-17
H_SanJosMoII,2023_Q4_labor,1.0723435545976923e-17
H_SanJosMoII,2023_Q4_holidays,1.0723435330952257e-17
H_SanJosMoII,2024_Q1_labor,1.072343554008732e-17
H_SanJosMoII,2024_Q1_holidays,1.0723435584201167e-17
H_SanJosMoII,2024_Q2_labor,1.0723435374077149e-17
H_SanJosMoII,2024_Q2_holidays,1.0723435461586697e-17
H_SanJosMoII,2024_Q3_labor,1.0723435506745668e-17
H_SanJosMoII,2024_Q3_holidays,1.0723435056893147e-17
H_SanJosMoII,2024_Q4_labor,1.0723435542604844e-17
H_SanJosMoII,2024_Q4_holidays,1.072343542236146e-17
H_SanJose,2023_Q1_labor,1.0723440661060901e-17
H_SanJose,2023_Q1_holidays,1.0723440696079564e-17
H_SanJose,2023_Q2_labor,1.072344146307396e-17
H_SanJose,2023_Q2_holidays,1.0723441424779506e-17
H_SanJose,2023_Q3_labor,1.0723442630164163e-17
H_SanJose,2023_Q3_holidays,1.0723442728714711e-17
H_SanJose,2023_Q4_labor,1.0723441416845793e-17
H_SanJose,2023_Q4_holidays,1.0723441352920735e-17
H_SanJose,2024_Q1_labor,1.0723440678996507e-17
H_SanJose,2024_Q1_holidays,1.072344093857634e-17
H_SanJose,2024_Q2_labor,1.0723441457840318e-17
H_SanJose,2024_Q2_holidays,1.0723441711498453e-17
H_SanJose,2024_Q3_labor,1.0723442619524363e-17
H_SanJose,2024_Q3_holidays,1.0723443056873513e-17
H_SanJose,2024_Q4_labor,1.072344140391314e-17
H_SanJose,2024_Q4_holidays,1.072344178539331e-17
H_SanMatias,2023_Q1_labor,1.0723433252520232e-17
H_SanMatias,2023_Q1_holidays,1.072343362603058e-17
H_SanMatias,2023_Q2_labor,1.0723433241820253e-17
H_SanMatias,2023_Q2_holidays,1.0723433309564727e-17
H_SanMatias,2023_Q3_labor,1.0723433178426782e-17
H_SanMatias,2023_Q3_holidays,1.0723433138730136e-17
H_SanMatias,2023_Q4_labor,1.072343316289837e-17
H_SanMatias,2023_Q4_holidays,1.0723433183211081e-17
H_SanMatias,2024_Q1_labor,1.07234332528773e-17
H_SanMatias,2024_Q1_holidays,1.072343363769344e-17
H_SanMatias,2024_Q2_labor,1.0723433241473215e-17
H_SanMatias,2024_Q2_holidays,1.07234333192918e-17
H_SanMatias,2024_Q3_labor,1.0723433178029595e-17
H_SanMatias,2024_Q3_holidays,1.0723433146232559e-17
H_SanMatias,2024_Q4_labor,1.0723433162469087e-17
H_SanMatias,2024_Q4_holidays,1.072343319517885e-17
H_SantaAna,2023_Q1_labor,1.0723433351596352e-17
H_SantaAna,2023_Q1_holidays,1.0723433366504911e-17
H_SantaAna,2023_Q2_labor,1.0723433327472249e-17
H_SantaAna,2023_Q2_holidays,1.0723433344196234e-17
H_SantaAna,2023_Q3_labor,1.0723433363662414e-17
H_SantaAna,2023_Q3_holidays,1.0723433558548892e-17
H_SantaAna,2023_Q4_labor,1.0723433361620312e-17
H_SantaAna,2023_Q4_holidays,1.0723433525602421e-17
H_SantaAna,2024_Q1_labor,1.072343335233857e-17
H_SantaAna,2024_Q1_holidays,1.0723433378428548e-17
H_SantaAna,2024_Q2_labor,1.0723433327113176e-17
H_SantaAna,2024_Q2_holidays,1.0723433357461883e-17
H_SantaAna,2024_Q3_labor,1.0723433363176964e-17
H_SantaAna,2024_Q3_holidays,1.0723433577986989e-17
H_SantaAna,2024_Q4_labor,1.0723433360960339e-17
H_SantaAna,2024_Q4_holidays,1.0723433548059541e-17
H_SantaRita,2023_Q1_labor,1.0723436335929937e-17
H_SantaRita,2023_Q1_holidays,1.0723436520541705e-17
H_SantaRita,2023_Q2_labor,1.072343544344648e-17
H_SantaRita,2023_Q2_holidays,1.0723435170125577e-17
H_SantaRita,2023_Q3_labor,1.0723435450022133e-17
H_SantaRita,2023_Q3_holidays,1.072343511061772e-17
H_SantaRita,2023_Q4_labor,1.0723435013007984e-17
H_SantaRita,2023_Q4_holidays,1.0723434939201391e-17
H_SantaRita,2024_Q1_labor,1.0723436338676145e-17
H_SantaRita,2024_Q1_holidays,1.0723436582432685e-17
H_SantaRita,2024_Q2_labor,1.0723435441482609e-17
H_SantaRita,2024_Q2_holidays,1.0723435219124024e-17
H_SantaRita,2024_Q3_labor,1.0723435447442422e-17
H_SantaRita,2024_Q3_holidays,1.0723435168568925e-17
H_SantaRita,2024_Q4_labor,1.0723435010388154e-17
H_SantaRita,2024_Q4_holidays,1.0723435012791336e-17
H_Santiago,2023_Q1_labor,1.0723436535783259e-17
H_Santiago,2023_Q1_holidays,1.0723437855297026e-17
H_Santiago,2023_Q2_labor,1.0723435629777386e-17
H_Santiago,2023_Q2_holidays,1.0723436021337682e-17
H_Santiago,2023_Q3_labor,1.0723435127991647e-17
H_Santiago,2023_Q3_holidays,1.0723435058572167e-17
H_Santiago,2023_Q4_labor,1.0723434912938897e-17
H_Santiago,2023_Q4_holidays,1.0723434948252442e-17
H_Santiago,2024_Q1_labor,1.072343653938402e-17
H_Santiago,2024_Q1_holidays,1.0723437954662008e-17
H_Santiago,2024_Q2_labor,1.0723435627849624e-17
H_Santiago,2024_Q2_holidays,1.0723436088682964e-17
H_Santiago,2024_Q3_labor,1.0723435126041819e-17
H_Santiago,2024_Q3_holidays,1.0723435110383018e-17
H_Santiago,2024_Q4_labor,1.072343491085868e-17
H_Santiago,2024_Q4_holidays,1.0723435012418222e-17
H_Silvia,2023_Q1_labor,1.0723440147644401e-17
H_Silvia,2023_Q1_holidays,1.0723440136611425e-17
H_Silvia,2023_Q2_labor,1.0723439984532892e-17
H_Silvia,2023_Q2_holidays,1.0723439942780102e-17
H_Silvia,2023_Q3_labor,1.0723440093255844e-17
H_Silvia,2023_Q3_holidays,1.0723440128553342e-17
H_Silvia,2023_Q4_labor,1.0723440479474174e-17
H_Silvia,2023_Q4_holidays,1.0723440487764954e-17
H_Silvia,2024_Q1_labor,1.0723440165800667e-17
H_Silvia,2024_Q1_holidays,1.0723440380594643e-17
H_Silvia,2024_Q2_labor,1.0723439979515897e-17
H_Silvia,2024_Q2_holidays,1.0723440229840067e-17
H_Silvia,2024_Q3_labor,1.0723440083251944e-17
H_Silvia,2024_Q3_holidays,1.0723440447510641e-17
H_Silvia,2024_Q4_labor,1.072344046706308e-17
H_Silvia,2024_Q4_holidays,1.0723440910735128e-17
H_Suba,2023_Q1_labor,1.0723433592205485e-17
H_Suba,2023_Q1_holidays,1.0723433623194103e-17
H_Suba,2023_Q2_labor,1.0723433659865708e-17
H_Suba,2023_Q2_holidays,1.0723433811300316e-17
H_Suba,2023_Q3_labor,1.0723433470612066e-17
H_Suba,2023_Q3_holidays,1.0723433538609297e-17
H_Suba,2023_Q4_labor,1.0723433403262772e-17
H_Suba,2023_Q4_holidays,1.0723433525602421e-17
H_Suba,2024_Q1_labor,1.0723433593250609e-17
H_Suba,2024_Q1_holidays,1.0723433643320256e-17
H_Suba,2024_Q2_labor,1.0723433659089387e-17
H_Suba,2024_Q2_holidays,1.0723433837741343e-17
H_Suba,2024_Q3_labor,1.072343346936233e-17
H_Suba,2024_Q3_holidays,1.0723433565684218e-17
H_Suba,2024_Q4_labor,1.0723433401778336e-17
H_Suba,2024_Q4_holidays,1.0723433559293116e-17
H_Sueva2,2023_Q1_labor,1.0723436628500372e-17
H_Sueva2,2023_Q1_holidays,1.0723436823011728e-17
H_Sueva2,2023_Q2_labor,1.0723433324264662e-17
H_Sueva2,2023_Q2_holidays,1.072343325368371e-17
H_Sueva2,2023_Q3_labor,1.0723433137534563e-17
H_Sueva2,2023_Q3_holidays,1.0723433136190546e-17
H_Sueva2,2023_Q4_labor,1.0723433636229062e-17
H_Sueva2,2023_Q4_holidays,1.0723433539275287e-17
H_Sueva2,2024_Q1_labor,1.0723436634628689e-17
H_Sueva2,2024_Q1_holidays,1.0723436951790622e-17
H_Sueva2,2024_Q2_labor,1.0723433323811307e-17
H_Sueva2,2024_Q2_holidays,1.0723433265920283e-17
H_Sueva2,2024_Q3_labor,1.0723433137043094e-17
H_Sueva2,2024_Q3_holidays,1.0723433146387022e-17
H_Sueva2,2024_Q4_labor,1.0723433635442713e-17
H_Sueva2,2024_Q4_holidays,1.0723433563204808e-17
H_Tunjita,2023_Q1_labor,1.072343364989591e-17
H_Tunjita,2023_Q1_holidays,1.0723433653290055e-17
H_Tunjita,2023_Q2_labor,1.0723433122361212e-17
H_Tunjita,2023_Q2_holidays,1.0723433196025381e-17
H_Tunjita,2023_Q3_labor,1.0723433083884213e-17
H_Tunjita,2023_Q3_holidays,1.0723433083521128e-17
H_Tunjita,2023_Q4_labor,1.0723433274495914e-17
H_Tunjita,2023_Q4_holidays,1.0723433270495958e-17
H_Tunjita,2024_Q1_labor,1.0723433651029298e-17
H_Tunjita,2024_Q1_holidays,1.0723433669935805e-17
H_Tunjita,2024_Q2_labor,1.072343312216262e-17
H_Tunjita,2024_Q2_holidays,1.0723433206785541e-17
H_Tunjita,2024_Q3_labor,1.0723433083759841e-17
H_Tunjita,2024_Q3_holidays,1.0723433086183084e-17
H_Tunjita,2024_Q4_labor,1.0723433273966331e-17
H_Tunjita,2024_Q4_holidays,1.0723433287711411e-17
H_Union,2023_Q1_labor,1.0723435229107864e-17
H_Union,2023_Q1_holidays,1.072343525279466e-17
H_Union,2023_Q2_labor,1.0723433781461133e-17
H_Union,2023_Q2_holidays,1.072343366585561e-17
H_Union,2023_Q3_labor,1.0723433633569113e-17
H_Union,2023_Q3_holidays,1.0723433603394927e-17
H_Union,2023_Q4_labor,1.0723434189905894e-17
H_Union,2023_Q4_holidays,1.0723434100416428e-17
H_Union,2024_Q1_labor,1.0723435235525043e-17
H_Union,2024_Q1_holidays,1.0723435343224937e-17
H_Union,2024_Q2_labor,1.0723433780289631e-17
H_Union,2024_Q2_holidays,1.0723433689534381e-17
H_Union,2024_Q3_labor,1.0723433632255186e-17
H_Union,2024_Q3_holidays,1.0723433622594312e-17
H_Union,2024_Q4_labor,1.0723434185925998e-17
H_Union,2024_Q4_holidays,1.0723434200872672e-17
H_Urrao,2023_Q1_labor,1.0723434442717497e-17
H_Urrao,2023_Q1_holidays,1.0723434421269394e-17
H_Urrao,2023_Q2_labor,1.0723434360323238e-17
H_Urrao,2023_Q2_holidays,1.0723434449880908e-17
H_Urrao,2023_Q3_labor,1.072343593310798e-17
H_Urrao,2023_Q3_holidays,1.0723436113374763e-17
H_Urrao,2023_Q4_labor,1.0723434371899838e-17
H_Urrao,2023_Q4_holidays,1.0723435379108185e-17
H_Urrao,2024_Q1_labor,1.0723434443594118e-17
H_Urrao,2024_Q1_holidays,1.0723434454350265e-17
H_Urrao,2024_Q2_labor,1.0723434358441613e-17
H_Urrao,2024_Q2_holidays,1.0723434488827311e-17
H_Urrao,2024_Q3_labor,1.0723435929806112e-17
H_Urrao,2024_Q3_holidays,1.0723436197434e-17
H_Urrao,2024_Q4_labor,1.0723434369217822e-17
H_Urrao,2024_Q4_holidays,1.0723435454585772e-17
H_Usaquen,2023_Q1_labor,1.0723435356566814e-17
H_Usaquen,2023_Q1_holidays,1.0723436664730658e-17
H_Usaquen,2023_Q2_labor,1.0723435374650863e-17
H_Usaquen,2023_Q2_holidays,1.0723436278807209e-17
H_Usaquen,2023_Q3_labor,1.072343588120084e-17
H_Usaquen,2023_Q3_holidays,1.0723436498704437e-17
H_Usaquen,2023_Q4_labor,1.0723435129949498e-17
H_Usaquen,2023_Q4_holidays,1.072343610856238e-17
H_Usaquen,2024_Q1_labor,1.0723435360380211e-17
H_Usaquen,2024_Q1_holidays,1.0723436755162942e-17
H_Usaquen,2024_Q2_labor,1.0723435372977863e-17
H_Usaquen,2024_Q2_holidays,1.0723436369628655e-17
H_Usaquen,2024_Q3_labor,1.0723435878558945e-17
H_Usaquen,2024_Q3_holidays,1.0723436615672031e-17
H_Usaquen,2024_Q4_labor,1.0723435126980625e-17
H_Usaquen,2024_Q4_holidays,1.0723436241630092e-17
H_VentanaA,2023_Q1_labor,1.0723433434764926e-17
H_VentanaA,2023_Q1_holidays,1.0723433289266059e-17
H_VentanaA,2023_Q2_labor,1.0723433536707612e-17
H_VentanaA,2023_Q2_holidays,1.0723433833011206e-17
H_VentanaA,2023_Q3_labor,1.0723433669055173e-17
H_VentanaA,2023_Q3_holidays,1.0723433635823851e-17
H_VentanaA,2023_Q4_labor,1.0723433376380426e-17
H_VentanaA,2023_Q4_holidays,1.0723433413368977e-17
H_VentanaA,2024_Q1_labor,1.0723433435876248e-17
H_VentanaA,2024_Q1_holidays,1.0723433302096406e-17
H_VentanaA,2024_Q2_labor,1.0723433536362581e-17
H_VentanaA,2024_Q2_holidays,1.0723433859169388e-17
H_VentanaA,2024_Q3_labor,1.0723433668242745e-17
H_VentanaA,2024_Q3_holidays,1.072343366013451e-17
H_VentanaA,2024_Q4_labor,1.0723433375397489e-17
H_VentanaA,2024_Q4_holidays,1.0723433439691651e-17
H_VentanaB,2023_Q1_labor,1.0723433816227042e-17
H_VentanaB,2023_Q1_holidays,1.0723433827410466e-17
H_VentanaB,2023_Q2_labor,1.072343375756772e-17
H_VentanaB,2023_Q2_holidays,1.0723433486656018e-17
H_VentanaB,2023_Q3_labor,1.0723433875115046e-17
H_VentanaB,2023_Q3_holidays,1.0723433883141034e-17
H_VentanaB,2023_Q4_labor,1.072343377648827e-17
H_VentanaB,2023_Q4_holidays,1.0723433785100008e-17
H_VentanaB,2024_Q1_labor,1.0723433817942167e-17
H_VentanaB,2024_Q1_holidays,1.0723433849823454e-17
H_VentanaB,2024_Q2_labor,1.0723433757178557e-17
H_VentanaB,2024_Q2_holidays,1.0723433505367945e-17
H_VentanaB,2024_Q3_labor,1.0723433874160192e-17
H_VentanaB,2024_Q3_holidays,1.072343391370037e-17
H_VentanaB,2024_Q4_labor,1.0723433775332816e-17
H_VentanaB,2024_Q4_holidays,1.0723433822786647e-17
H_Violetas,2023_Q1_labor,1.0723439522540087e-17
H_Violetas,2023_Q1_holidays,1.072343991203822e-17
H_Violetas,2023_Q2_labor,1.0723438228821417e-17
H_Violetas,2023_Q2_holidays,1.0723437764262943e-17
H_Violetas,2023_Q3_labor,1.0723438198891963e-17
H_Violetas,2023_Q3_holidays,1.0723438453496927e-17
H_Violetas,2023_Q4_labor,1.0723436870537775e-17
