HYDRO_GEN_TS_1,HYDRO_GEN_TS_2,Relax_Enforce_Hydro_Avg_Flow_down
H_Currucucue,2024_Q3_holidays,0.0
H_Currucucue,2024_Q4_labor,0.0
H_Currucucue,2024_Q4_holidays,0.0
H_ElBosque,2023_Q1_labor,0.0
H_ElBosque,2023_Q1_holidays,0.0
H_ElBosque,2023_Q2_labor,0.0
H_ElBosque,2023_Q2_holidays,0.0
H_ElBosque,2023_Q3_labor,0.0
H_ElBosque,2023_Q3_holidays,0.0
H_ElBosque,2023_Q4_labor,0.0
H_ElBosque,2023_Q4_holidays,0.0
H_ElBosque,2024_Q1_labor,0.0
H_ElBosque,2024_Q1_holidays,0.0
H_ElBosque,2024_Q2_labor,0.0
H_ElBosque,2024_Q2_holidays,0.0
H_ElBosque,2024_Q3_labor,0.0
H_ElBosque,2024_Q3_holidays,0.0
H_ElBosque,2024_Q4_labor,0.0
H_ElBosque,2024_Q4_holidays,0.0
H_ElEden,2023_Q1_labor,0.0
H_ElEden,2023_Q1_holidays,0.0
H_ElEden,2023_Q2_labor,0.0
H_ElEden,2023_Q2_holidays,0.0
H_ElEden,2023_Q3_labor,0.0
H_ElEden,2023_Q3_holidays,0.0
H_ElEden,2023_Q4_labor,0.0
H_ElEden,2023_Q4_holidays,0.0
H_ElEden,2024_Q1_labor,0.0
H_ElEden,2024_Q1_holidays,0.0
H_ElEden,2024_Q2_labor,0.0
H_ElEden,2024_Q2_holidays,0.0
H_ElEden,2024_Q3_labor,0.0
H_ElEden,2024_Q3_holidays,0.0
H_ElEden,2024_Q4_labor,0.0
H_ElEden,2024_Q4_holidays,0.0
H_ElLimonar,2023_Q1_labor,0.0
H_ElLimonar,2023_Q1_holidays,0.0
H_ElLimonar,2023_Q2_labor,0.0
H_ElLimonar,2023_Q2_holidays,0.0
H_ElLimonar,2023_Q3_labor,0.0
H_ElLimonar,2023_Q3_holidays,0.0
H_ElLimonar,2023_Q4_labor,0.0
H_ElLimonar,2023_Q4_holidays,0.0
H_ElLimonar,2024_Q1_labor,0.0
H_ElLimonar,2024_Q1_holidays,0.0
H_ElLimonar,2024_Q2_labor,0.0
H_ElLimonar,2024_Q2_holidays,0.0
H_ElLimonar,2024_Q3_labor,0.0
H_ElLimonar,2024_Q3_holidays,0.0
H_ElLimonar,2024_Q4_labor,0.0
H_ElLimonar,2024_Q4_holidays,0.0
H_ElMolino,2023_Q1_labor,0.0
H_ElMolino,2023_Q1_holidays,0.0
H_ElMolino,2023_Q2_labor,0.0
H_ElMolino,2023_Q2_holidays,0.0
H_ElMolino,2023_Q3_labor,0.0
H_ElMolino,2023_Q3_holidays,0.0
H_ElMolino,2023_Q4_labor,0.0
H_ElMolino,2023_Q4_holidays,0.0
H_ElMolino,2024_Q1_labor,0.0
H_ElMolino,2024_Q1_holidays,0.0
H_ElMolino,2024_Q2_labor,0.0
H_ElMolino,2024_Q2_holidays,0.0
H_ElMolino,2024_Q3_labor,0.0
H_ElMolino,2024_Q3_holidays,0.0
H_ElMolino,2024_Q4_labor,0.0
H_ElMolino,2024_Q4_holidays,0.0
H_Florida,2023_Q1_labor,0.0
H_Florida,2023_Q1_holidays,0.0
H_Florida,2023_Q2_labor,0.0
H_Florida,2023_Q2_holidays,0.0
H_Florida,2023_Q3_labor,0.0
H_Florida,2023_Q3_holidays,0.0
H_Florida,2023_Q4_labor,0.0
H_Florida,2023_Q4_holidays,0.0
H_Florida,2024_Q1_labor,0.0
H_Florida,2024_Q1_holidays,0.0
H_Florida,2024_Q2_labor,0.0
H_Florida,2024_Q2_holidays,0.0
H_Florida,2024_Q3_labor,0.0
H_Florida,2024_Q3_holidays,0.0
H_Florida,2024_Q4_labor,0.0
H_Florida,2024_Q4_holidays,0.0
H_Frisolera,2023_Q1_labor,0.0
H_Frisolera,2023_Q1_holidays,0.0
H_Frisolera,2023_Q2_labor,0.0
H_Frisolera,2023_Q2_holidays,0.0
H_Frisolera,2023_Q3_labor,0.0
H_Frisolera,2023_Q3_holidays,0.0
H_Frisolera,2023_Q4_labor,0.0
H_Frisolera,2023_Q4_holidays,0.0
H_Frisolera,2024_Q1_labor,0.0
H_Frisolera,2024_Q1_holidays,0.0
H_Frisolera,2024_Q2_labor,0.0
H_Frisolera,2024_Q2_holidays,0.0
H_Frisolera,2024_Q3_labor,0.0
H_Frisolera,2024_Q3_holidays,0.0
H_Frisolera,2024_Q4_labor,0.0
H_Frisolera,2024_Q4_holidays,0.0
H_GUATRON,2023_Q1_labor,0.0
H_GUATRON,2023_Q1_holidays,0.0
H_GUATRON,2023_Q2_labor,0.0
H_GUATRON,2023_Q2_holidays,0.0
H_GUATRON,2023_Q3_labor,0.0
H_GUATRON,2023_Q3_holidays,0.0
H_GUATRON,2023_Q4_labor,0.0
H_GUATRON,2023_Q4_holidays,0.0
H_GUATRON,2024_Q1_labor,0.0
H_GUATRON,2024_Q1_holidays,0.0
H_GUATRON,2024_Q2_labor,0.0
H_GUATRON,2024_Q2_holidays,0.0
H_GUATRON,2024_Q3_labor,0.0
H_GUATRON,2024_Q3_holidays,0.0
H_GUATRON,2024_Q4_labor,0.0
H_GUATRON,2024_Q4_holidays,0.0
H_Guacaica,2023_Q1_labor,0.0
H_Guacaica,2023_Q1_holidays,0.0
H_Guacaica,2023_Q2_labor,0.0
H_Guacaica,2023_Q2_holidays,0.0
H_Guacaica,2023_Q3_labor,0.0
H_Guacaica,2023_Q3_holidays,0.0
H_Guacaica,2023_Q4_labor,0.0
H_Guacaica,2023_Q4_holidays,0.0
H_Guacaica,2024_Q1_labor,0.0
H_Guacaica,2024_Q1_holidays,0.0
H_Guacaica,2024_Q2_labor,0.0
H_Guacaica,2024_Q2_holidays,0.0
H_Guacaica,2024_Q3_labor,0.0
H_Guacaica,2024_Q3_holidays,0.0
H_Guacaica,2024_Q4_labor,0.0
H_Guacaica,2024_Q4_holidays,0.0
H_Guaviomeno,2023_Q1_labor,0.0
H_Guaviomeno,2023_Q1_holidays,0.0
H_Guaviomeno,2023_Q2_labor,0.0
H_Guaviomeno,2023_Q2_holidays,0.0
H_Guaviomeno,2023_Q3_labor,0.0
H_Guaviomeno,2023_Q3_holidays,0.0
H_Guaviomeno,2023_Q4_labor,0.0
H_Guaviomeno,2023_Q4_holidays,0.0
H_Guaviomeno,2024_Q1_labor,0.0
H_Guaviomeno,2024_Q1_holidays,0.0
H_Guaviomeno,2024_Q2_labor,0.0
H_Guaviomeno,2024_Q2_holidays,0.0
H_Guaviomeno,2024_Q3_labor,0.0
H_Guaviomeno,2024_Q3_holidays,0.0
H_Guaviomeno,2024_Q4_labor,0.0
H_Guaviomeno,2024_Q4_holidays,0.0
H_Herradura,2023_Q1_labor,0.0
H_Herradura,2023_Q1_holidays,0.0
H_Herradura,2023_Q2_labor,0.0
H_Herradura,2023_Q2_holidays,0.0
H_Herradura,2023_Q3_labor,0.0
H_Herradura,2023_Q3_holidays,0.0
H_Herradura,2023_Q4_labor,0.0
H_Herradura,2023_Q4_holidays,0.0
H_Herradura,2024_Q1_labor,0.0
H_Herradura,2024_Q1_holidays,0.0
H_Herradura,2024_Q2_labor,0.0
H_Herradura,2024_Q2_holidays,0.0
H_Herradura,2024_Q3_labor,0.0
H_Herradura,2024_Q3_holidays,0.0
H_Herradura,2024_Q4_labor,0.0
H_Herradura,2024_Q4_holidays,0.0
H_Inza,2023_Q1_labor,0.0
H_Inza,2023_Q1_holidays,0.0
H_Inza,2023_Q2_labor,0.0
H_Inza,2023_Q2_holidays,0.0
H_Inza,2023_Q3_labor,0.0
H_Inza,2023_Q3_holidays,0.0
H_Inza,2023_Q4_labor,0.0
H_Inza,2023_Q4_holidays,0.0
H_Inza,2024_Q1_labor,0.0
H_Inza,2024_Q1_holidays,0.0
H_Inza,2024_Q2_labor,0.0
H_Inza,2024_Q2_holidays,0.0
H_Inza,2024_Q3_labor,0.0
H_Inza,2024_Q3_holidays,0.0
H_Inza,2024_Q4_labor,0.0
H_Inza,2024_Q4_holidays,0.0
H_IquiraI,2023_Q1_labor,0.0
H_IquiraI,2023_Q1_holidays,0.0
H_IquiraI,2023_Q2_labor,0.0
H_IquiraI,2023_Q2_holidays,0.0
H_IquiraI,2023_Q3_labor,0.0
H_IquiraI,2023_Q3_holidays,0.0
H_IquiraI,2023_Q4_labor,0.0
H_IquiraI,2023_Q4_holidays,0.0
H_IquiraI,2024_Q1_labor,0.0
H_IquiraI,2024_Q1_holidays,0.0
H_IquiraI,2024_Q2_labor,0.0
H_IquiraI,2024_Q2_holidays,0.0
H_IquiraI,2024_Q3_labor,0.0
H_IquiraI,2024_Q3_holidays,0.0
H_IquiraI,2024_Q4_labor,0.0
H_IquiraI,2024_Q4_holidays,0.0
H_IquiraII,2023_Q1_labor,0.0
H_IquiraII,2023_Q1_holidays,0.0
H_IquiraII,2023_Q2_labor,0.0
H_IquiraII,2023_Q2_holidays,0.0
H_IquiraII,2023_Q3_labor,0.0
H_IquiraII,2023_Q3_holidays,0.0
H_IquiraII,2023_Q4_labor,0.0
H_IquiraII,2023_Q4_holidays,0.0
H_IquiraII,2024_Q1_labor,0.0
H_IquiraII,2024_Q1_holidays,0.0
H_IquiraII,2024_Q2_labor,0.0
H_IquiraII,2024_Q2_holidays,0.0
H_IquiraII,2024_Q3_labor,0.0
H_IquiraII,2024_Q3_holidays,0.0
H_IquiraII,2024_Q4_labor,0.0
H_IquiraII,2024_Q4_holidays,0.0
H_JuanGarcia,2023_Q1_labor,0.0
H_JuanGarcia,2023_Q1_holidays,0.0
H_JuanGarcia,2023_Q2_labor,0.0
H_JuanGarcia,2023_Q2_holidays,0.0
H_JuanGarcia,2023_Q3_labor,0.0
H_JuanGarcia,2023_Q3_holidays,0.0
H_JuanGarcia,2023_Q4_labor,0.0
H_JuanGarcia,2023_Q4_holidays,0.0
H_JuanGarcia,2024_Q1_labor,0.0
H_JuanGarcia,2024_Q1_holidays,0.0
H_JuanGarcia,2024_Q2_labor,0.0
H_JuanGarcia,2024_Q2_holidays,0.0
H_JuanGarcia,2024_Q3_labor,0.0
H_JuanGarcia,2024_Q3_holidays,0.0
H_JuanGarcia,2024_Q4_labor,0.0
H_JuanGarcia,2024_Q4_holidays,0.0
H_LAGUNETA,2023_Q1_labor,0.0
H_LAGUNETA,2023_Q1_holidays,0.0
H_LAGUNETA,2023_Q2_labor,0.0
H_LAGUNETA,2023_Q2_holidays,0.0
H_LAGUNETA,2023_Q3_labor,0.0
H_LAGUNETA,2023_Q3_holidays,0.0
H_LAGUNETA,2023_Q4_labor,0.0
H_LAGUNETA,2023_Q4_holidays,0.0
H_LAGUNETA,2024_Q1_labor,0.0
H_LAGUNETA,2024_Q1_holidays,0.0
H_LAGUNETA,2024_Q2_labor,0.0
H_LAGUNETA,2024_Q2_holidays,0.0
H_LAGUNETA,2024_Q3_labor,0.0
H_LAGUNETA,2024_Q3_holidays,0.0
H_LAGUNETA,2024_Q4_labor,0.0
H_LAGUNETA,2024_Q4_holidays,0.0
H_LaPita,2023_Q1_labor,0.0
H_LaPita,2023_Q1_holidays,0.0
H_LaPita,2023_Q2_labor,0.0
H_LaPita,2023_Q2_holidays,0.0
H_LaPita,2023_Q3_labor,0.0
H_LaPita,2023_Q3_holidays,0.0
H_LaPita,2023_Q4_labor,0.0
H_LaPita,2023_Q4_holidays,0.0
H_LaPita,2024_Q1_labor,0.0
H_LaPita,2024_Q1_holidays,0.0
H_LaPita,2024_Q2_labor,0.0
H_LaPita,2024_Q2_holidays,0.0
H_LaPita,2024_Q3_labor,0.0
H_LaPita,2024_Q3_holidays,0.0
H_LaPita,2024_Q4_labor,0.0
H_LaPita,2024_Q4_holidays,0.0
H_LaRebusca,2023_Q1_labor,0.0
H_LaRebusca,2023_Q1_holidays,0.0
H_LaRebusca,2023_Q2_labor,0.0
H_LaRebusca,2023_Q2_holidays,0.0
H_LaRebusca,2023_Q3_labor,0.0
H_LaRebusca,2023_Q3_holidays,0.0
H_LaRebusca,2023_Q4_labor,0.0
H_LaRebusca,2023_Q4_holidays,0.0
H_LaRebusca,2024_Q1_labor,0.0
H_LaRebusca,2024_Q1_holidays,0.0
H_LaRebusca,2024_Q2_labor,0.0
H_LaRebusca,2024_Q2_holidays,0.0
H_LaRebusca,2024_Q3_labor,0.0
H_LaRebusca,2024_Q3_holidays,0.0
H_LaRebusca,2024_Q4_labor,0.0
H_LaRebusca,2024_Q4_holidays,0.0
H_La_Vuelta,2023_Q1_labor,0.0
H_La_Vuelta,2023_Q1_holidays,0.0
H_La_Vuelta,2023_Q2_labor,0.0
H_La_Vuelta,2023_Q2_holidays,0.0
H_La_Vuelta,2023_Q3_labor,0.0
H_La_Vuelta,2023_Q3_holidays,0.0
H_La_Vuelta,2023_Q4_labor,0.0
H_La_Vuelta,2023_Q4_holidays,0.0
H_La_Vuelta,2024_Q1_labor,0.0
H_La_Vuelta,2024_Q1_holidays,0.0
H_La_Vuelta,2024_Q2_labor,0.0
H_La_Vuelta,2024_Q2_holidays,0.0
H_La_Vuelta,2024_Q3_labor,0.0
H_La_Vuelta,2024_Q3_holidays,0.0
H_La_Vuelta,2024_Q4_labor,0.0
H_La_Vuelta,2024_Q4_holidays,0.0
H_LasPalmas,2023_Q1_labor,0.0
H_LasPalmas,2023_Q1_holidays,0.0
H_LasPalmas,2023_Q2_labor,0.0
H_LasPalmas,2023_Q2_holidays,0.0
H_LasPalmas,2023_Q3_labor,0.0
H_LasPalmas,2023_Q3_holidays,0.0
H_LasPalmas,2023_Q4_labor,0.0
H_LasPalmas,2023_Q4_holidays,0.0
H_LasPalmas,2024_Q1_labor,0.0
H_LasPalmas,2024_Q1_holidays,0.0
H_LasPalmas,2024_Q2_labor,0.0
H_LasPalmas,2024_Q2_holidays,0.0
H_LasPalmas,2024_Q3_labor,0.0
H_LasPalmas,2024_Q3_holidays,0.0
H_LasPalmas,2024_Q4_labor,0.0
H_LasPalmas,2024_Q4_holidays,0.0
H_Libertad,2023_Q1_labor,0.0
H_Libertad,2023_Q1_holidays,0.0
H_Libertad,2023_Q2_labor,0.0
H_Libertad,2023_Q2_holidays,0.0
H_Libertad,2023_Q3_labor,0.0
H_Libertad,2023_Q3_holidays,0.0
H_Libertad,2023_Q4_labor,0.0
H_Libertad,2023_Q4_holidays,0.0
H_Libertad,2024_Q1_labor,0.0
H_Libertad,2024_Q1_holidays,0.0
H_Libertad,2024_Q2_labor,0.0
H_Libertad,2024_Q2_holidays,0.0
H_Libertad,2024_Q3_labor,0.0
H_Libertad,2024_Q3_holidays,0.0
H_Libertad,2024_Q4_labor,0.0
H_Libertad,2024_Q4_holidays,0.0
H_LuzMaI,2023_Q1_labor,0.0
H_LuzMaI,2023_Q1_holidays,0.0
H_LuzMaI,2023_Q2_labor,0.0
H_LuzMaI,2023_Q2_holidays,0.0
H_LuzMaI,2023_Q3_labor,0.0
H_LuzMaI,2023_Q3_holidays,0.0
H_LuzMaI,2023_Q4_labor,0.0
H_LuzMaI,2023_Q4_holidays,0.0
H_LuzMaI,2024_Q1_labor,0.0
H_LuzMaI,2024_Q1_holidays,0.0
H_LuzMaI,2024_Q2_labor,0.0
H_LuzMaI,2024_Q2_holidays,0.0
H_LuzMaI,2024_Q3_labor,0.0
H_LuzMaI,2024_Q3_holidays,0.0
H_LuzMaI,2024_Q4_labor,0.0
H_LuzMaI,2024_Q4_holidays,0.0
H_LuzMaII,2023_Q1_labor,0.0
H_LuzMaII,2023_Q1_holidays,0.0
H_LuzMaII,2023_Q2_labor,0.0
H_LuzMaII,2023_Q2_holidays,0.0
H_LuzMaII,2023_Q3_labor,0.0
H_LuzMaII,2023_Q3_holidays,0.0
H_LuzMaII,2023_Q4_labor,0.0
H_LuzMaII,2023_Q4_holidays,0.0
H_LuzMaII,2024_Q1_labor,0.0
H_LuzMaII,2024_Q1_holidays,0.0
H_LuzMaII,2024_Q2_labor,0.0
H_LuzMaII,2024_Q2_holidays,0.0
H_LuzMaII,2024_Q3_labor,0.0
H_LuzMaII,2024_Q3_holidays,0.0
H_LuzMaII,2024_Q4_labor,0.0
H_LuzMaII,2024_Q4_holidays,0.0
H_Magallo,2023_Q1_labor,0.0
H_Magallo,2023_Q1_holidays,0.0
H_Magallo,2023_Q2_labor,0.0
H_Magallo,2023_Q2_holidays,0.0
H_Magallo,2023_Q3_labor,0.0
H_Magallo,2023_Q3_holidays,0.0
H_Magallo,2023_Q4_labor,0.0
H_Magallo,2023_Q4_holidays,0.0
H_Magallo,2024_Q1_labor,0.0
H_Magallo,2024_Q1_holidays,0.0
H_Magallo,2024_Q2_labor,0.0
H_Magallo,2024_Q2_holidays,0.0
H_Magallo,2024_Q3_labor,0.0
H_Magallo,2024_Q3_holidays,0.0
H_Magallo,2024_Q4_labor,0.0
H_Magallo,2024_Q4_holidays,0.0
H_Mirolindo,2023_Q1_labor,0.0
H_Mirolindo,2023_Q1_holidays,0.0
H_Mirolindo,2023_Q2_labor,0.0
H_Mirolindo,2023_Q2_holidays,0.0
H_Mirolindo,2023_Q3_labor,0.0
H_Mirolindo,2023_Q3_holidays,0.0
H_Mirolindo,2023_Q4_labor,0.0
H_Mirolindo,2023_Q4_holidays,0.0
H_Mirolindo,2024_Q1_labor,0.0
H_Mirolindo,2024_Q1_holidays,0.0
H_Mirolindo,2024_Q2_labor,0.0
H_Mirolindo,2024_Q2_holidays,0.0
H_Mirolindo,2024_Q3_labor,0.0
H_Mirolindo,2024_Q3_holidays,0.0
H_Mirolindo,2024_Q4_labor,0.0
H_Mirolindo,2024_Q4_holidays,0.0
H_Mondomo,2023_Q1_labor,0.0
H_Mondomo,2023_Q1_holidays,0.0
H_Mondomo,2023_Q2_labor,0.0
H_Mondomo,2023_Q2_holidays,0.0
H_Mondomo,2023_Q3_labor,0.0
H_Mondomo,2023_Q3_holidays,0.0
H_Mondomo,2023_Q4_labor,0.0
H_Mondomo,2023_Q4_holidays,0.0
H_Mondomo,2024_Q1_labor,0.0
H_Mondomo,2024_Q1_holidays,0.0
H_Mondomo,2024_Q2_labor,0.0
H_Mondomo,2024_Q2_holidays,0.0
H_Mondomo,2024_Q3_labor,0.0
H_Mondomo,2024_Q3_holidays,0.0
H_Mondomo,2024_Q4_labor,0.0
H_Mondomo,2024_Q4_holidays,0.0
H_Municipal,2023_Q1_labor,0.0
H_Municipal,2023_Q1_holidays,0.0
H_Municipal,2023_Q2_labor,0.0
H_Municipal,2023_Q2_holidays,0.0
H_Municipal,2023_Q3_labor,0.0
H_Municipal,2023_Q3_holidays,0.0
H_Municipal,2023_Q4_labor,0.0
H_Municipal,2023_Q4_holidays,0.0
H_Municipal,2024_Q1_labor,0.0
H_Municipal,2024_Q1_holidays,0.0
H_Municipal,2024_Q2_labor,0.0
H_Municipal,2024_Q2_holidays,0.0
H_Municipal,2024_Q3_labor,0.0
H_Municipal,2024_Q3_holidays,0.0
H_Municipal,2024_Q4_labor,0.0
H_Municipal,2024_Q4_holidays,0.0
H_Naveta,2023_Q1_labor,0.0
H_Naveta,2023_Q1_holidays,0.0
H_Naveta,2023_Q2_labor,0.0
H_Naveta,2023_Q2_holidays,0.0
H_Naveta,2023_Q3_labor,0.0
H_Naveta,2023_Q3_holidays,0.0
H_Naveta,2023_Q4_labor,0.0
H_Naveta,2023_Q4_holidays,0.0
H_Naveta,2024_Q1_labor,0.0
H_Naveta,2024_Q1_holidays,0.0
H_Naveta,2024_Q2_labor,0.0
H_Naveta,2024_Q2_holidays,0.0
H_Naveta,2024_Q3_labor,0.0
H_Naveta,2024_Q3_holidays,0.0
H_Naveta,2024_Q4_labor,0.0
H_Naveta,2024_Q4_holidays,0.0
H_Nima,2023_Q1_labor,0.0
H_Nima,2023_Q1_holidays,0.0
H_Nima,2023_Q2_labor,0.0
H_Nima,2023_Q2_holidays,0.0
H_Nima,2023_Q3_labor,0.0
H_Nima,2023_Q3_holidays,0.0
H_Nima,2023_Q4_labor,0.0
H_Nima,2023_Q4_holidays,0.0
H_Nima,2024_Q1_labor,0.0
H_Nima,2024_Q1_holidays,0.0
H_Nima,2024_Q2_labor,0.0
H_Nima,2024_Q2_holidays,0.0
H_Nima,2024_Q3_labor,0.0
H_Nima,2024_Q3_holidays,0.0
H_Nima,2024_Q4_labor,0.0
H_Nima,2024_Q4_holidays,0.0
H_Niquia,2023_Q1_labor,0.0
H_Niquia,2023_Q1_holidays,0.0
H_Niquia,2023_Q2_labor,0.0
H_Niquia,2023_Q2_holidays,0.0
H_Niquia,2023_Q3_labor,0.0
H_Niquia,2023_Q3_holidays,0.0
H_Niquia,2023_Q4_labor,0.0
H_Niquia,2023_Q4_holidays,0.0
H_Niquia,2024_Q1_labor,0.0
H_Niquia,2024_Q1_holidays,0.0
H_Niquia,2024_Q2_labor,0.0
H_Niquia,2024_Q2_holidays,0.0
H_Niquia,2024_Q3_labor,0.0
H_Niquia,2024_Q3_holidays,0.0
H_Niquia,2024_Q4_labor,0.0
H_Niquia,2024_Q4_holidays,0.0
H_Nuevoliba,2023_Q1_labor,0.0
H_Nuevoliba,2023_Q1_holidays,0.0
H_Nuevoliba,2023_Q2_labor,0.0
H_Nuevoliba,2023_Q2_holidays,0.0
H_Nuevoliba,2023_Q3_labor,0.0
H_Nuevoliba,2023_Q3_holidays,0.0
H_Nuevoliba,2023_Q4_labor,0.0
H_Nuevoliba,2023_Q4_holidays,0.0
H_Nuevoliba,2024_Q1_labor,0.0
H_Nuevoliba,2024_Q1_holidays,0.0
H_Nuevoliba,2024_Q2_labor,0.0
H_Nuevoliba,2024_Q2_holidays,0.0
H_Nuevoliba,2024_Q3_labor,0.0
H_Nuevoliba,2024_Q3_holidays,0.0
H_Nuevoliba,2024_Q4_labor,0.0
H_Nuevoliba,2024_Q4_holidays,0.0
H_Oibita,2023_Q1_labor,0.0
H_Oibita,2023_Q1_holidays,0.0
H_Oibita,2023_Q2_labor,0.0
H_Oibita,2023_Q2_holidays,0.0
H_Oibita,2023_Q3_labor,0.0
H_Oibita,2023_Q3_holidays,0.0
H_Oibita,2023_Q4_labor,0.0
H_Oibita,2023_Q4_holidays,0.0
H_Oibita,2024_Q1_labor,0.0
H_Oibita,2024_Q1_holidays,0.0
H_Oibita,2024_Q2_labor,0.0
H_Oibita,2024_Q2_holidays,0.0
H_Oibita,2024_Q3_labor,0.0
H_Oibita,2024_Q3_holidays,0.0
H_Oibita,2024_Q4_labor,0.0
H_Oibita,2024_Q4_holidays,0.0
H_Ovejas,2023_Q1_labor,0.0
H_Ovejas,2023_Q1_holidays,0.0
H_Ovejas,2023_Q2_labor,0.0
H_Ovejas,2023_Q2_holidays,0.0
H_Ovejas,2023_Q3_labor,0.0
H_Ovejas,2023_Q3_holidays,0.0
H_Ovejas,2023_Q4_labor,0.0
H_Ovejas,2023_Q4_holidays,0.0
H_Ovejas,2024_Q1_labor,0.0
H_Ovejas,2024_Q1_holidays,0.0
H_Ovejas,2024_Q2_labor,0.0
H_Ovejas,2024_Q2_holidays,0.0
H_Ovejas,2024_Q3_labor,0.0
H_Ovejas,2024_Q3_holidays,0.0
H_Ovejas,2024_Q4_labor,0.0
H_Ovejas,2024_Q4_holidays,0.0
H_PAGUA,2023_Q1_labor,0.0
H_PAGUA,2023_Q1_holidays,0.0
H_PAGUA,2023_Q2_labor,0.0
H_PAGUA,2023_Q2_holidays,0.0
H_PAGUA,2023_Q3_labor,0.0
H_PAGUA,2023_Q3_holidays,0.0
H_PAGUA,2023_Q4_labor,0.0
H_PAGUA,2023_Q4_holidays,0.0
H_PAGUA,2024_Q1_labor,0.0
H_PAGUA,2024_Q1_holidays,0.0
H_PAGUA,2024_Q2_labor,0.0
H_PAGUA,2024_Q2_holidays,0.0
H_PAGUA,2024_Q3_labor,0.0
H_PAGUA,2024_Q3_holidays,0.0
H_PAGUA,2024_Q4_labor,0.0
H_PAGUA,2024_Q4_holidays,0.0
H_Pajarito,2023_Q1_labor,0.0
H_Pajarito,2023_Q1_holidays,0.0
H_Pajarito,2023_Q2_labor,0.0
H_Pajarito,2023_Q2_holidays,0.0
H_Pajarito,2023_Q3_labor,0.0
H_Pajarito,2023_Q3_holidays,0.0
H_Pajarito,2023_Q4_labor,0.0
H_Pajarito,2023_Q4_holidays,0.0
H_Pajarito,2024_Q1_labor,0.0
H_Pajarito,2024_Q1_holidays,0.0
H_Pajarito,2024_Q2_labor,0.0
H_Pajarito,2024_Q2_holidays,0.0
H_Pajarito,2024_Q3_labor,0.0
H_Pajarito,2024_Q3_holidays,0.0
H_Pajarito,2024_Q4_labor,0.0
H_Pajarito,2024_Q4_holidays,0.0
H_PalmasSanGil,2023_Q1_labor,0.0
H_PalmasSanGil,2023_Q1_holidays,0.0
H_PalmasSanGil,2023_Q2_labor,0.0
H_PalmasSanGil,2023_Q2_holidays,0.0
H_PalmasSanGil,2023_Q3_labor,0.0
H_PalmasSanGil,2023_Q3_holidays,0.0
H_PalmasSanGil,2023_Q4_labor,0.0
H_PalmasSanGil,2023_Q4_holidays,0.0
H_PalmasSanGil,2024_Q1_labor,0.0
H_PalmasSanGil,2024_Q1_holidays,0.0
H_PalmasSanGil,2024_Q2_labor,0.0
H_PalmasSanGil,2024_Q2_holidays,0.0
H_PalmasSanGil,2024_Q3_labor,0.0
H_PalmasSanGil,2024_Q3_holidays,0.0
H_PalmasSanGil,2024_Q4_labor,0.0
H_PalmasSanGil,2024_Q4_holidays,0.0
H_Pastales,2023_Q1_labor,0.0
H_Pastales,2023_Q1_holidays,0.0
H_Pastales,2023_Q2_labor,0.0
H_Pastales,2023_Q2_holidays,0.0
H_Pastales,2023_Q3_labor,0.0
H_Pastales,2023_Q3_holidays,0.0
H_Pastales,2023_Q4_labor,0.0
H_Pastales,2023_Q4_holidays,0.0
H_Pastales,2024_Q1_labor,0.0
H_Pastales,2024_Q1_holidays,0.0
H_Pastales,2024_Q2_labor,0.0
H_Pastales,2024_Q2_holidays,0.0
H_Pastales,2024_Q3_labor,0.0
H_Pastales,2024_Q3_holidays,0.0
H_Pastales,2024_Q4_labor,0.0
H_Pastales,2024_Q4_holidays,0.0
H_PaticoCab,2023_Q1_labor,0.0
H_PaticoCab,2023_Q1_holidays,0.0
H_PaticoCab,2023_Q2_labor,0.0
H_PaticoCab,2023_Q2_holidays,0.0
H_PaticoCab,2023_Q3_labor,0.0
H_PaticoCab,2023_Q3_holidays,0.0
H_PaticoCab,2023_Q4_labor,0.0
H_PaticoCab,2023_Q4_holidays,0.0
H_PaticoCab,2024_Q1_labor,0.0
H_PaticoCab,2024_Q1_holidays,0.0
H_PaticoCab,2024_Q2_labor,0.0
H_PaticoCab,2024_Q2_holidays,0.0
H_PaticoCab,2024_Q3_labor,0.0
H_PaticoCab,2024_Q3_holidays,0.0
H_PaticoCab,2024_Q4_labor,0.0
H_PaticoCab,2024_Q4_holidays,0.0
H_Pocune,2023_Q1_labor,0.0
H_Pocune,2023_Q1_holidays,0.0
H_Pocune,2023_Q2_labor,0.0
H_Pocune,2023_Q2_holidays,0.0
H_Pocune,2023_Q3_labor,0.0
H_Pocune,2023_Q3_holidays,0.0
H_Pocune,2023_Q4_labor,0.0
H_Pocune,2023_Q4_holidays,0.0
H_Pocune,2024_Q1_labor,0.0
H_Pocune,2024_Q1_holidays,0.0
H_Pocune,2024_Q2_labor,0.0
H_Pocune,2024_Q2_holidays,0.0
H_Pocune,2024_Q3_labor,0.0
H_Pocune,2024_Q3_holidays,0.0
H_Pocune,2024_Q4_labor,0.0
H_Pocune,2024_Q4_holidays,0.0
H_Porce3Meno,2023_Q1_labor,0.0
H_Porce3Meno,2023_Q1_holidays,0.0
H_Porce3Meno,2023_Q2_labor,0.0
H_Porce3Meno,2023_Q2_holidays,0.0
H_Porce3Meno,2023_Q3_labor,0.0
H_Porce3Meno,2023_Q3_holidays,0.0
