var_cap_id,timepoint_id,gen_max_capacity_factor
SolarNordeste,170,0.0
SolarNordeste,171,0.0
SolarNordeste,172,0.0
SolarNordeste,173,0.0
SolarNordeste,174,0.000992252492498923
SolarNordeste,175,0.07337554093538765
SolarNordeste,176,0.24130499450170648
SolarNordeste,177,0.4260904128732824
SolarNordeste,178,0.5877501555797355
SolarNordeste,179,0.7003220316544618
SolarNordeste,18,0.028318676248991065
SolarNordeste,180,0.7467849146503548
SolarNordeste,181,0.7207048294209256
SolarNordeste,182,0.6281563206496106
SolarNordeste,183,0.4871065915308207
SolarNordeste,184,0.3205541034670535
SolarNordeste,185,0.15508308880910537
SolarNordeste,186,0.027266330535809537
SolarNordeste,187,0.0
SolarNordeste,188,0.0
SolarNordeste,189,0.0
SolarNordeste,19,0.0
SolarNordeste,190,0.0
SolarNordeste,191,0.0
SolarNordeste,192,0.0
SolarNordeste,2,0.0
SolarNordeste,20,0.0
SolarNordeste,21,0.0
SolarNordeste,22,0.0
SolarNordeste,23,0.0
SolarNordeste,24,0.0
SolarNordeste,25,0.0
SolarNordeste,26,0.0
SolarNordeste,27,0.0
SolarNordeste,28,0.0
SolarNordeste,29,0.0
SolarNordeste,3,0.0
SolarNordeste,30,0.0003636223038962077
SolarNordeste,31,0.08523935473863468
SolarNordeste,32,0.2732436305500419
SolarNordeste,33,0.48829824557109636
SolarNordeste,34,0.6782488608787175
SolarNordeste,35,0.8098236038538317
SolarNordeste,36,0.8667241628437634
SolarNordeste,37,0.8446074501656813
SolarNordeste,38,0.7460421188017781
SolarNordeste,39,0.5868086817058527
SolarNordeste,4,0.0
SolarNordeste,40,0.3899080715269981
SolarNordeste,41,0.18520697589345614
SolarNordeste,42,0.028469583888246976
SolarNordeste,43,0.0
SolarNordeste,44,0.0
SolarNordeste,45,0.0
SolarNordeste,46,0.0
SolarNordeste,47,0.0
SolarNordeste,48,0.0
SolarNordeste,49,0.0
SolarNordeste,5,0.0
SolarNordeste,50,0.0
SolarNordeste,51,0.0
SolarNordeste,52,0.0
SolarNordeste,53,0.0
SolarNordeste,54,0.0027388814941293835
SolarNordeste,55,0.08700404909610125
SolarNordeste,56,0.25518819764323397
SolarNordeste,57,0.44268821151510684
SolarNordeste,58,0.6091571101900761
SolarNordeste,59,0.7223141808845918
SolarNordeste,6,0.00034625936389305324
SolarNordeste,60,0.7664232861251009
SolarNordeste,61,0.7377916378187503
SolarNordeste,62,0.6435984059797218
SolarNordeste,63,0.5009123890559563
SolarNordeste,64,0.3339310772640966
SolarNordeste,65,0.1678457261027547
SolarNordeste,66,0.035117639191074086
SolarNordeste,67,2.668321237558467e-06
SolarNordeste,68,0.0
SolarNordeste,69,0.0
SolarNordeste,7,0.08441517933862575
SolarNordeste,70,0.0
SolarNordeste,71,0.0
SolarNordeste,72,0.0
SolarNordeste,73,0.0
SolarNordeste,74,0.0
SolarNordeste,75,0.0
SolarNordeste,76,0.0
SolarNordeste,77,0.0
SolarNordeste,78,0.002780615400088446
SolarNordeste,79,0.085939165692713
SolarNordeste,8,0.2720253717772533
SolarNordeste,80,0.2520584785342747
SolarNordeste,81,0.43692086266593366
SolarNordeste,82,0.6011256731672219
SolarNordeste,83,0.7125196541429912
SolarNordeste,84,0.7555080824549282
SolarNordeste,85,0.7265868563720816
SolarNordeste,86,0.6338910055142032
SolarNordeste,87,0.49269806910512526
SolarNordeste,88,0.3278201813594986
SolarNordeste,89,0.164683807413347
SolarNordeste,9,0.4871873008397635
SolarNordeste,90,0.03477587333023034
SolarNordeste,91,2.960077869773097e-06
SolarNordeste,92,0.0
SolarNordeste,93,0.0
SolarNordeste,94,0.0
SolarNordeste,95,0.0
SolarNordeste,96,0.0
SolarNordeste,97,0.0
SolarNordeste,98,0.0
SolarNordeste,99,0.0
SolarOriental,1,0.0
SolarOriental,10,0.5791450349748694
SolarOriental,100,0.0
SolarOriental,101,0.0
SolarOriental,102,0.0012068097540727624
SolarOriental,103,0.06530385592793632
SolarOriental,104,0.21806133115009038
SolarOriental,105,0.3912565559736594
SolarOriental,106,0.5472701648974884
SolarOriental,107,0.6615024260694203
SolarOriental,108,0.7193499900966368
SolarOriental,109,0.7111595299835254
SolarOriental,11,0.7081426932597017
SolarOriental,110,0.6398853880902543
SolarOriental,111,0.5164575853648347
SolarOriental,112,0.3612710768810514
SolarOriental,113,0.20048003551657043
SolarOriental,114,0.055438835441251465
SolarOriental,115,0.000411895462426985
SolarOriental,116,0.0
SolarOriental,117,0.0
SolarOriental,118,0.0
SolarOriental,119,0.0
SolarOriental,12,0.7736814491638228
SolarOriental,120,0.0
SolarOriental,121,0.0
SolarOriental,122,0.0
SolarOriental,123,0.0
SolarOriental,124,0.0
SolarOriental,125,0.0
SolarOriental,126,0.0012194421509091884
SolarOriental,127,0.06545447373995944
