PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2023,11451008753.960152,6027816635.115961,37.887088209211704,159099495.8976653
2025,24790778523.080658,5881770467.971217,13.9732076183382,420932017.0876214
2030,22524173719.30453,6347000378.04882,13.005394081501196,488028301.04754454
2035,20199986444.89491,6760401399.002521,11.949423183883411,565751274.7661746
2040,18095782947.084995,7192842194.211802,10.966597949800109,655886376.7174858
2045,16488866557.241316,7784230836.550425,10.23856856663838,760285071.6764027
2050,15620388150.444923,8758272899.542341,9.93673287632277,881403677.5016403
