gen_tech,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
Biogas,Biogas,2040,9229.922857211563,0.0,0.0,1053.644163576811,148141784.20410746,74479998.63491763,24.119571342363418,0.9999999982967025,0.0,0.0
Biogas,Biogas,2045,11533.478896532928,0.0,0.0,1322.0000002019087,185872465.7885547,93449536.01427251,24.21836501446186,0.9959207108687043,0.0,0.0
Biogas,Biogas,2050,10954.445209096186,0.0,0.0,1322.0000003360867,185872465.80742007,93449536.02375731,25.498507363863407,0.9459209104711349,0.0,0.0
Biomass,Biomass,2025,3.896595710556248e-07,0.0,0.0,3.9797450248838864e-08,0.01081308260095285,0.005436371501441638,41.701668095494675,1.117701910937429,0.0,0.0
Biomass,Biomass,2030,7.421538965102367e-07,0.0,0.0,1.1490640660552957e-07,0.025741391500268086,0.012941709074340314,52.122748066815326,0.7373023571492562,0.0,0.0
Biomass,Biomass,2035,875.9999997132709,0.0,0.0,100.00000007353671,14059944.479846654,7068800.010017367,24.11957134335594,0.9999999989373164,0.0,0.0
Biomass,Biomass,2040,9443.279991703668,0.0,0.0,1078.000000023345,151566201.29082513,76201664.00646941,24.119571324518443,0.9999999990998006,0.0,0.0
Biomass,Biomass,2045,9443.279985874724,0.0,0.0,1078.0000001378291,151566201.30692154,76201664.01456207,24.119571341967962,0.9999999983763415,0.0,0.0
Biomass,Biomass,2050,9443.279982926073,0.0,0.0,1078.0000001767687,151566201.31239644,76201664.01731463,24.11957135037051,0.999999998027971,0.0,0.0
Eolica,Wind,2023,214.27884506965034,0.0,0.0,32.0,5395834.247909282,882240.0,29.298619030117617,0.7644079804139923,0.0,0.0
Eolica,Wind,2025,12465.154529378686,0.0,0.0,1872.1400375818744,333628928.8443331,52406161.05229248,30.96913792659313,0.7600728670155658,0.0,0.0
Eolica,Wind,2030,20399.781085688468,0.0,0.0,3069.140037583782,518709074.89887863,85407451.0523391,29.61387298293302,0.7587604685848058,0.0,0.0
Eolica,Wind,2035,31431.846773290614,0.0,0.0,4726.208993597647,746901943.8185041,121228310.67449084,27.619447904368553,0.7591941801787468,0.0,0.0
Eolica,Wind,2040,31431.8468051787,0.0,0.0,4726.208999001206,746901944.5626214,121228310.79129957,27.61944790373845,0.7591941800809606,0.0,0.0
Eolica,Wind,2045,47965.91376627505,0.0,0.0,7236.412099962667,1091927907.612998,175419935.22478348,26.421842999035213,0.7566679255665149,0.0,0.0
Eolica,Wind,2050,73867.69644762359,0.0,0.0,11680.000000090928,1703848773.9998746,271476974.86185604,26.741401774486754,0.721950808147328,0.0,0.0
Geothermal,Geothermal,2025,3.896654868266431e-07,0.0,0.0,3.9798208840172493e-08,0.010813288712417268,0.005436475125776403,41.70182987086812,1.1176975749971454,0.0,0.0
Geothermal,Geothermal,2030,7.421235668047383e-07,0.0,0.0,1.1490231161459164e-07,0.02574063293616074,0.01294132769961301,52.123342211488406,0.7372985012766375,0.0,0.0
Geothermal,Geothermal,2035,1313.9999996980075,0.0,0.0,150.0000000718011,21089916.70956336,10603200.009894589,24.119571329331716,0.9999999992914989,0.0,0.0
Geothermal,Geothermal,2040,1313.9999962132806,0.0,0.0,150.00000008207465,21089916.711007815,10603200.010620805,24.11957139494876,0.9999999965710095,0.0,0.0
