GEN_TP_FUELS_1,GEN_TP_FUELS_2,GEN_TP_FUELS_3,GenFuelUseRate
BARRANQUILL3,1381,GASIMPOR,7.370702118921255e-07
BARRANQUILL3,1382,GASIMPOR,7.371154821584612e-07
BARRANQUILL3,1383,GASIMPOR,7.495316177055936e-07
BARRANQUILL3,1384,GASIMPOR,7.495761458950114e-07
BARRANQUILL3,1385,GASIMPOR,7.496019933133127e-07
BARRANQUILL3,1386,GASIMPOR,7.49612564448003e-07
BARRANQUILL3,1387,GASIMPOR,7.496005678034844e-07
BARRANQUILL3,1388,GASIMPOR,7.496322790422287e-07
BARRANQUILL3,1389,GASIMPOR,7.496453500296583e-07
BARRANQUILL3,1390,GASIMPOR,7.496317022424512e-07
BARRANQUILL3,1391,GASIMPOR,7.496101013026882e-07
BARRANQUILL3,1392,GASIMPOR,7.495851432867749e-07
BARRANQUILL3,1393,GASIMPOR,1.1718655744873846e-07
BARRANQUILL3,1394,GASIMPOR,1.1718590863150862e-07
BARRANQUILL3,1395,GASIMPOR,1.1718544249645638e-07
BARRANQUILL3,1396,GASIMPOR,1.1718499773687815e-07
