GEN_TPS_1,GEN_TPS_2,DispatchGen
AMOYA,1529,53.282477631121296
AMOYA,1530,53.50095152689428
AMOYA,1531,53.356880715608625
AMOYA,1532,54.39056257472094
AMOYA,1533,54.31477260538678
AMOYA,1534,53.88666864973962
AMOYA,1535,52.66035102827183
AMOYA,1536,49.95019033594809
AMOYA,2305,32.159026196411816
AMOYA,2306,31.144713529577174
AMOYA,2307,30.581000703862987
AMOYA,2308,30.161142062261902
AMOYA,2309,29.916868436876783
AMOYA,2310,30.140395500142873
AMOYA,2311,30.41151140232818
AMOYA,2312,29.611869187408455
AMOYA,2313,29.202705166096834
AMOYA,2314,29.064559637543066
AMOYA,2315,28.738926399635737
AMOYA,2316,29.17940347526218
AMOYA,2317,30.114897540600847
AMOYA,2318,30.709996640917215
AMOYA,2319,31.733312737067195
AMOYA,2320,32.93042575967584
AMOYA,2321,33.85501120292259
AMOYA,2322,34.44047658664006
AMOYA,2323,34.31611169447728
AMOYA,2324,35.56540699972956
AMOYA,2325,35.968732920212865
AMOYA,2326,35.363703983704376
AMOYA,2327,34.409895029937516
AMOYA,2328,33.220467428978395
AMOYA,2329,33.4114885050501
AMOYA,2330,33.42056571779588
AMOYA,2331,32.46761945543895
AMOYA,2332,31.651761646008573
AMOYA,2333,31.281985826524227
AMOYA,2334,31.361771966424755
AMOYA,2335,31.210130198914424
AMOYA,2336,29.50614408771544
AMOYA,2337,28.620085780819917
AMOYA,2338,28.587737951990935
AMOYA,2339,28.32114712930363
AMOYA,2340,28.893067661429328
AMOYA,2341,30.07913018671752
AMOYA,2342,31.074188903823536
AMOYA,2343,32.41915904034053
AMOYA,2344,33.81297177039546
AMOYA,2345,35.10068395529171
AMOYA,2346,35.936738763215615
AMOYA,2347,36.32789600764765
AMOYA,2348,38.272830751895434
AMOYA,2349,38.56954846255918
AMOYA,2350,37.611427540727135
AMOYA,2351,36.28242752145659
AMOYA,2352,34.813511386109255
AMOYA,2353,41.6521310471176
AMOYA,2354,39.94567069489607
AMOYA,2355,38.83678090364092
AMOYA,2356,37.98431760455891
AMOYA,2357,37.543961404181616
AMOYA,2358,38.17605287142578
AMOYA,2359,38.87777578475826
AMOYA,2360,37.1859339655921
AMOYA,2361,36.56212037595698
AMOYA,2362,36.31318690168705
AMOYA,2363,35.91031232556215
AMOYA,2364,36.76460774702315
AMOYA,2365,38.14511823495771
AMOYA,2366,38.9424828291171
AMOYA,2367,40.990960908673685
AMOYA,2368,43.08589923385621
AMOYA,2369,44.23446649485509
AMOYA,2370,44.751619002575254
AMOYA,2371,44.451214364089985
AMOYA,2372,45.62921223556347
AMOYA,2373,46.22035081386766
AMOYA,2374,45.713944957369414
AMOYA,2375,44.70451244825267
AMOYA,2376,43.22504726409301
AMOYA,2377,46.084538586634814
AMOYA,2378,45.392262436278976
AMOYA,2379,43.665733495191674
AMOYA,2380,42.23716930217117
AMOYA,2381,41.43688644012853
AMOYA,2382,41.67595594605366
AMOYA,2383,40.793467136510344
AMOYA,2384,37.97333553343354
AMOYA,2385,37.425359012623
AMOYA,2386,37.48493209691961
AMOYA,2387,36.967822964478174
AMOYA,2388,38.31075968242032
AMOYA,2389,40.26037128943653
AMOYA,2390,41.763507497074514
AMOYA,2391,44.23037738171006
AMOYA,2392,46.66771340199451
AMOYA,2393,48.4142546318149
AMOYA,2394,49.460765367487774
AMOYA,2395,49.7694219731761
AMOYA,2396,52.35750432937133
AMOYA,2397,53.050888820932975
AMOYA,2398,51.910268804101094
AMOYA,2399,49.93659990772898
AMOYA,2400,47.8873042056767
AMOYA,2401,56.94934074851199
AMOYA,2402,54.9377112717137
AMOYA,2403,53.76623901336404
AMOYA,2404,52.64147161573799
AMOYA,2405,51.96014813461356
AMOYA,2406,52.62855345977948
AMOYA,2407,53.23408867401705
AMOYA,2408,51.5356512603867
AMOYA,2409,51.67421813553322
AMOYA,2410,52.157012605840386
AMOYA,2411,52.29360627526269
AMOYA,2412,53.480296137700826
AMOYA,2413,54.69459831649056
AMOYA,2414,55.18032609711274
AMOYA,2415,56.32671628241084
AMOYA,2416,59.713744932373544
AMOYA,2417,61.39836782179926
AMOYA,2418,61.934916444937784
AMOYA,2419,61.541529377919765
AMOYA,2420,62.49667732278795
AMOYA,2421,63.202641431587956
AMOYA,2422,62.84596781525789
AMOYA,2423,61.95220159797331
AMOYA,2424,60.15805562920127
AMOYA,2425,55.56104489789955
AMOYA,2426,55.331745201795336
AMOYA,2427,54.037373869947785
AMOYA,2428,53.3180494275143
AMOYA,2429,52.94179977021146
AMOYA,2430,52.97969848417972
AMOYA,2431,52.66291885147664
AMOYA,2432,51.833741115558695
AMOYA,2433,51.97747194938163
AMOYA,2434,52.29882033648286
AMOYA,2435,52.37363231321765
AMOYA,2436,52.87448295739793
AMOYA,2437,53.646090595049564
AMOYA,2438,54.03467341742132
AMOYA,2439,54.755265453526434
AMOYA,2440,56.324672820856115
AMOYA,2441,59.01182830628391
AMOYA,2442,60.752983638538
AMOYA,2443,60.87812412100698
AMOYA,2444,62.79135299601041
AMOYA,2445,63.67060154995563
AMOYA,2446,62.670225643128305
AMOYA,2447,61.140805293521446
AMOYA,2448,58.60795720584674
AMOYA,2449,48.63592802356497
AMOYA,2450,47.279473388203876
AMOYA,2451,46.41187815317343
AMOYA,2452,45.659700046811295
AMOYA,2453,45.17174308210084
AMOYA,2454,45.653873510070724
AMOYA,2455,46.02258765672917
AMOYA,2456,44.379861486708705
AMOYA,2457,43.70670005442041
AMOYA,2458,43.31235413981634
AMOYA,2459,42.73793125148763
AMOYA,2460,43.95530335868807
AMOYA,2461,45.64784762169865
AMOYA,2462,46.58187958205633
AMOYA,2463,48.191087752152534
AMOYA,2464,49.697155327786106
AMOYA,2465,50.62140748634517
AMOYA,2466,51.13869795374668
AMOYA,2467,51.19431351484809
AMOYA,2468,52.45146024835777
AMOYA,2469,52.519708150248185
AMOYA,2470,52.0516934032936
AMOYA,2471,51.09626261894151
AMOYA,2472,49.828672608698255
AMOYA,2473,49.90318760052283
AMOYA,2474,50.48533313131715
AMOYA,2475,47.75182380231801
AMOYA,2476,46.00073996034841
AMOYA,2477,44.82925172784801
AMOYA,2478,44.8060190280439
AMOYA,2479,43.05868157650577
AMOYA,2480,28.90685036310129
AMOYA,2481,21.823921803571615
AMOYA,2482,19.88643101914644
AMOYA,2483,16.088774893583828
AMOYA,2484,22.91259543832196
AMOYA,2485,36.21226352283058
AMOYA,2486,42.51568703452116
AMOYA,2487,46.35141347659726
AMOYA,2488,50.707631235489025
AMOYA,2489,53.98336813432508
AMOYA,2490,55.23776705389005
AMOYA,2491,55.81676303143616
AMOYA,2492,57.089272257060486
AMOYA,2493,56.93975574798476
AMOYA,2494,56.33675432867383
AMOYA,2495,55.33509926593747
AMOYA,2496,53.336574982640165
AMOYA,3265,31.221126563704058
AMOYA,3266,30.118488664925984
AMOYA,3267,29.585922269247803
AMOYA,3268,29.20047433826143
AMOYA,3269,29.022870272040315
AMOYA,3270,29.258502009566687
AMOYA,3271,29.667688310844383
AMOYA,3272,29.296174435763742
AMOYA,3273,29.334380357965465
AMOYA,3274,29.577106595640647
AMOYA,3275,29.602988351993044
AMOYA,3276,29.96735259095742
AMOYA,3277,30.53221292184325
AMOYA,3278,30.818941904166618
AMOYA,3279,31.653885548367466
AMOYA,3280,33.32665597736182
AMOYA,3281,34.6087607377621
AMOYA,3282,34.980639537020544
AMOYA,3283,34.49856088026411
AMOYA,3284,36.33756619462584
AMOYA,3285,36.8826090321088
AMOYA,3286,36.01300333086662
AMOYA,3287,34.63923792192125
AMOYA,3288,32.795387598135115
AMOYA,3289,34.08709408027305
AMOYA,3290,33.768741936109414
AMOYA,3291,33.226103103605205
AMOYA,3292,32.83015492038654
AMOYA,3293,32.51194732342452
AMOYA,3294,32.36513272361326
AMOYA,3295,32.06383310080043
AMOYA,3296,30.674972810009123
AMOYA,3297,29.675728486502017
AMOYA,3298,29.34783443179691
AMOYA,3299,29.33168367684948
AMOYA,3300,29.73697123151158
AMOYA,3301,30.670793154969065
AMOYA,3302,31.71842202173599
AMOYA,3303,32.44740901420979
AMOYA,3304,33.0258446197198
AMOYA,3305,33.59044004724914
AMOYA,3306,34.05531828257576
AMOYA,3307,34.31105567410854
AMOYA,3308,36.008273663946305
AMOYA,3309,36.610754784123415
AMOYA,3310,36.325281020632204
AMOYA,3311,35.710318243648
AMOYA,3312,34.939768843969645
AMOYA,3313,39.99329703094053
AMOYA,3314,38.977407688693035
AMOYA,3315,38.4636894173553
AMOYA,3316,38.09517425256449
AMOYA,3317,37.85048659664361
AMOYA,3318,38.19222968627636
AMOYA,3319,38.63090516880823
AMOYA,3320,38.2744813300581
AMOYA,3321,38.36418246585715
AMOYA,3322,38.5383963383364
AMOYA,3323,38.57405239428437
AMOYA,3324,39.06550058429532
AMOYA,3325,39.83814428706601
AMOYA,3326,40.02282279573997
AMOYA,3327,40.787566612834105
AMOYA,3328,42.093821347234545
AMOYA,3329,43.27328652337724
AMOYA,3330,43.668957058254
AMOYA,3331,43.08757893464619
AMOYA,3332,44.742130091773426
AMOYA,3333,45.45657957426294
AMOYA,3334,44.86961207573951
AMOYA,3335,43.5368448037414
AMOYA,3336,41.45053333680618
