generation_project,timestamp,gen_dbid,gen_tech,gen_load_zone,gen_energy_source,tp_weight_in_year_hrs,period,DispatchGen_MW,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,ChargeStorage_MW,Store_GWh_typical_yr,Discharge_GWh_typical_yr,is_storage
AMOYA,2023_Q2_holidays_19h,AMOYA,RunOfRiver,Surocciden,Water,13.035714285714286,2023,52.199376996230725,0.6804561644151506,945.8340685370592,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q2_holidays_20h,AMOYA,RunOfRiver,Surocciden,Water,13.035714285714286,2023,52.55661751952221,0.6851130498080574,952.3071392331998,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q2_holidays_21h,AMOYA,RunOfRiver,Surocciden,Water,13.035714285714286,2023,52.42914992420713,0.6834514186548429,949.9974719302317,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q2_holidays_22h,AMOYA,RunOfRiver,Surocciden,Water,13.035714285714286,2023,52.10419457845891,0.6792153936120536,944.1093971207546,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q2_holidays_23h,AMOYA,RunOfRiver,Surocciden,Water,13.035714285714286,2023,51.65382389105011,0.6733444900083317,935.9488411115811,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_0h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,55.338390182912974,4.32825266073498,6016.271198421621,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_1h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,54.967164953500856,4.299217544577389,5975.91238696257,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_2h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,54.734517534503894,4.28102119287727,5950.619458099403,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_3h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,54.56823380254768,4.268015429556408,5932.541447083407,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_4h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,54.48780971176654,4.26172511674174,5923.7979122710185,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_5h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,54.56449973720014,4.26772337230244,5932.135487500391,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_6h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,54.752972982235875,4.282464672539163,5952.625894829436,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_7h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,54.803625907048556,4.286426454872727,5958.132772273089,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_8h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,55.118229785608165,4.311032972517211,5992.335831798922,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_9h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,55.3895084094179,4.332250836308043,6021.82866246818,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_10h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,55.55839718312334,4.345460351108576,6040.18988804092,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_11h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,55.77418800489005,4.362338276096758,6063.650203774493,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_12h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,55.966221222243206,4.377358017025451,6084.527643665377,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_13h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,55.96513212028783,4.377272833693941,6084.409238834577,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_14h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,56.071186042010034,4.385567765428642,6095.939193945812,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_15h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,56.24042295732921,4.398804509876821,6114.33826872878,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_16h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,56.30188033043083,4.40361135441584,6121.019782638018,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_17h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,56.26702000015735,4.400884778583737,6117.2298422313925,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_18h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,56.08956409178967,4.387005191464978,6097.937216136319,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_19h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,56.38694983607316,4.410265005035722,6130.268356999653,0.0,80.0,8978400.293696908,3502400.0,,,,False
