HYDRO_GEN_TPS_1,HYDRO_GEN_TPS_2,SpillHydro
AMOYA,103,0.0
AMOYA,104,1.6433771271268366e-08
AMOYA,105,0.0
AMOYA,106,0.0
AMOYA,107,0.0
AMOYA,108,0.0
AMOYA,109,0.0
AMOYA,110,0.0
AMOYA,111,0.0
AMOYA,112,0.0
AMOYA,113,0.0
AMOYA,114,0.0
AMOYA,115,0.0
AMOYA,116,0.0
AMOYA,117,0.0
AMOYA,118,0.0
AMOYA,119,0.0
AMOYA,120,0.0
AMOYA,121,0.0
AMOYA,122,0.0
AMOYA,123,0.0
AMOYA,124,0.0
AMOYA,125,0.0
AMOYA,126,0.0
AMOYA,127,0.0
AMOYA,128,0.0
AMOYA,129,0.0
AMOYA,130,0.0
AMOYA,131,0.0
AMOYA,132,0.0
AMOYA,133,0.0
AMOYA,134,0.0
AMOYA,135,0.0
AMOYA,136,0.0
AMOYA,137,0.0
AMOYA,138,0.0
AMOYA,139,0.0
AMOYA,140,0.0
AMOYA,141,1.0751622437406621e-07
AMOYA,142,0.0
AMOYA,143,0.0
AMOYA,144,0.0
AMOYA,145,0.0
AMOYA,146,0.0
AMOYA,147,0.0
AMOYA,148,0.0
AMOYA,149,0.0
AMOYA,150,0.0
AMOYA,151,0.0
AMOYA,152,0.0
AMOYA,153,0.0
AMOYA,154,0.0
AMOYA,155,0.0
AMOYA,156,0.0
AMOYA,157,0.0
AMOYA,158,0.0
AMOYA,159,0.0
AMOYA,160,0.0
AMOYA,161,0.0
AMOYA,162,0.0
AMOYA,163,0.0
AMOYA,164,0.0
AMOYA,165,0.0
AMOYA,166,0.0
AMOYA,167,0.0
AMOYA,168,1.5445892886434382e-08
AMOYA,169,0.0
AMOYA,170,0.0
AMOYA,171,0.0
AMOYA,172,0.0
AMOYA,173,0.0
AMOYA,174,0.0
AMOYA,175,0.0
AMOYA,176,0.0
AMOYA,177,0.0
AMOYA,178,0.0
AMOYA,179,0.0
AMOYA,180,0.0
AMOYA,181,0.0
AMOYA,182,0.0
AMOYA,183,0.0
AMOYA,184,0.0
AMOYA,185,9.665581206287696e-08
AMOYA,186,0.0
AMOYA,187,0.0
AMOYA,188,0.0
AMOYA,189,0.0
AMOYA,190,0.0
AMOYA,191,0.0
AMOYA,192,0.0
BETANIA,1,0.0
BETANIA,2,0.0
BETANIA,3,0.0
BETANIA,4,0.0
BETANIA,5,0.0
BETANIA,6,0.0
BETANIA,7,0.0
BETANIA,8,0.0
BETANIA,9,0.0
BETANIA,10,0.0
BETANIA,11,0.0
BETANIA,12,0.0
BETANIA,13,0.0
BETANIA,14,0.0
BETANIA,15,0.0
BETANIA,16,0.0
BETANIA,17,0.0
BETANIA,18,0.0
BETANIA,19,0.0
BETANIA,20,0.0
BETANIA,21,0.0
BETANIA,22,0.0
BETANIA,23,0.0
BETANIA,24,1.7461664017430697e-08
BETANIA,25,0.0
BETANIA,26,0.0
BETANIA,27,0.0
BETANIA,28,0.0
BETANIA,29,0.0
BETANIA,30,0.0
BETANIA,31,0.0
BETANIA,32,0.0
BETANIA,33,0.0
BETANIA,34,0.0
BETANIA,35,0.0
BETANIA,36,0.0
BETANIA,37,0.0
BETANIA,38,0.0
BETANIA,39,0.0
BETANIA,40,0.0
BETANIA,41,0.0
BETANIA,42,0.0
BETANIA,43,0.0
BETANIA,44,0.0
BETANIA,45,0.0
BETANIA,46,0.0
BETANIA,47,0.0
BETANIA,48,1.0016892210623048e-07
BETANIA,49,0.0
BETANIA,50,0.0
BETANIA,51,0.0
BETANIA,52,0.0
BETANIA,53,0.0
BETANIA,54,0.0
BETANIA,55,0.0
BETANIA,56,0.0
BETANIA,57,0.0
BETANIA,58,0.0
BETANIA,59,0.0
BETANIA,60,0.0
BETANIA,61,0.0
BETANIA,62,0.0
BETANIA,63,0.0
BETANIA,64,0.0
BETANIA,65,0.0
BETANIA,66,0.0
BETANIA,67,0.0
BETANIA,68,0.0
BETANIA,69,0.0
BETANIA,70,0.0
BETANIA,71,1.649767006631163e-08
BETANIA,72,0.0
BETANIA,73,0.0
BETANIA,74,0.0
BETANIA,75,0.0
BETANIA,76,0.0
BETANIA,77,0.0
BETANIA,78,0.0
BETANIA,79,0.0
BETANIA,80,0.0
BETANIA,81,0.0
BETANIA,82,0.0
BETANIA,83,0.0
BETANIA,84,0.0
BETANIA,85,0.0
BETANIA,86,0.0
BETANIA,87,0.0
BETANIA,88,1.0256067735234496e-07
BETANIA,89,0.0
BETANIA,90,0.0
BETANIA,91,0.0
BETANIA,92,0.0
BETANIA,93,0.0
BETANIA,94,0.0
BETANIA,95,0.0
BETANIA,96,0.0
BETANIA,97,0.0
BETANIA,98,0.0
BETANIA,99,0.0
BETANIA,100,0.0
BETANIA,101,0.0
BETANIA,102,0.0
BETANIA,103,0.0
BETANIA,104,0.0
BETANIA,105,0.0
BETANIA,106,1.6463432822109772e-08
BETANIA,107,0.0
BETANIA,108,0.0
BETANIA,109,0.0
BETANIA,110,0.0
BETANIA,111,0.0
BETANIA,112,0.0
BETANIA,113,0.0
BETANIA,114,0.0
BETANIA,115,0.0
BETANIA,116,0.0
BETANIA,117,0.0
BETANIA,118,0.0
BETANIA,119,0.0
BETANIA,120,0.0
BETANIA,121,0.0
BETANIA,122,9.814033843340149e-08
BETANIA,123,0.0
BETANIA,124,0.0
BETANIA,125,0.0
BETANIA,126,0.0
BETANIA,127,0.0
BETANIA,128,0.0
BETANIA,129,0.0
BETANIA,130,0.0
BETANIA,131,0.0
BETANIA,132,0.0
BETANIA,133,0.0
BETANIA,134,0.0
BETANIA,135,0.0
BETANIA,136,0.0
BETANIA,137,0.0
BETANIA,138,0.0
BETANIA,139,0.0
BETANIA,140,0.0
BETANIA,141,0.0
BETANIA,142,0.0
BETANIA,143,0.0
BETANIA,144,0.0
BETANIA,145,0.0
BETANIA,146,0.0
BETANIA,147,0.0
BETANIA,148,0.0
BETANIA,149,0.0
BETANIA,150,0.0
BETANIA,151,0.0
BETANIA,152,0.0
BETANIA,153,0.0
BETANIA,154,0.0
BETANIA,155,0.0
BETANIA,156,0.0
BETANIA,157,0.0
BETANIA,158,0.0
BETANIA,159,0.0
BETANIA,160,0.0
BETANIA,161,0.0
BETANIA,162,0.0
BETANIA,163,0.0
BETANIA,164,0.0
BETANIA,165,1.5780405860899743e-08
BETANIA,166,0.0
BETANIA,167,0.0
BETANIA,168,0.0
BETANIA,169,0.0
BETANIA,170,0.0
BETANIA,171,0.0
BETANIA,172,0.0
BETANIA,173,0.0
BETANIA,174,0.0
BETANIA,175,0.0
BETANIA,176,0.0
BETANIA,177,0.0
BETANIA,178,0.0
BETANIA,179,0.0
BETANIA,180,0.0
BETANIA,181,0.0
BETANIA,182,0.0
BETANIA,183,0.0
BETANIA,184,0.0
BETANIA,185,0.0
BETANIA,186,9.045156126126343e-08
BETANIA,187,0.0
BETANIA,188,0.0
BETANIA,189,0.0
BETANIA,190,0.0
BETANIA,191,0.0
BETANIA,192,0.0
C_LLERAS_R,1,0.0
C_LLERAS_R,2,0.0
C_LLERAS_R,3,0.0
C_LLERAS_R,4,0.0
C_LLERAS_R,5,0.0
C_LLERAS_R,6,0.0
C_LLERAS_R,7,0.0
C_LLERAS_R,8,0.0
C_LLERAS_R,9,0.0
C_LLERAS_R,10,0.0
C_LLERAS_R,11,0.0
C_LLERAS_R,12,0.0
C_LLERAS_R,13,0.0
C_LLERAS_R,14,0.0
C_LLERAS_R,15,0.0
C_LLERAS_R,16,0.0
C_LLERAS_R,17,0.0
C_LLERAS_R,18,0.0
C_LLERAS_R,19,0.0
C_LLERAS_R,20,0.0
C_LLERAS_R,21,0.0
C_LLERAS_R,22,0.0
C_LLERAS_R,23,0.0
C_LLERAS_R,24,1.8015180202579944e-08
C_LLERAS_R,25,0.0
C_LLERAS_R,26,0.0
C_LLERAS_R,27,0.0
C_LLERAS_R,28,0.0
C_LLERAS_R,29,0.0
C_LLERAS_R,30,0.0
C_LLERAS_R,31,0.0
C_LLERAS_R,32,0.0
C_LLERAS_R,33,0.0
C_LLERAS_R,34,0.0
C_LLERAS_R,35,0.0
C_LLERAS_R,36,0.0
C_LLERAS_R,37,0.0
C_LLERAS_R,38,0.0
C_LLERAS_R,39,0.0
C_LLERAS_R,40,0.0
C_LLERAS_R,41,0.0
C_LLERAS_R,42,0.0
C_LLERAS_R,43,0.0
C_LLERAS_R,44,0.0
C_LLERAS_R,45,0.0
C_LLERAS_R,46,0.0
C_LLERAS_R,47,0.0
C_LLERAS_R,48,1.1147568801710269e-07
C_LLERAS_R,49,0.0
C_LLERAS_R,50,0.0
C_LLERAS_R,51,0.0
C_LLERAS_R,52,0.0
C_LLERAS_R,53,0.0
C_LLERAS_R,54,0.0
C_LLERAS_R,55,0.0
C_LLERAS_R,56,0.0
C_LLERAS_R,57,0.0
C_LLERAS_R,58,0.0
C_LLERAS_R,59,0.0
C_LLERAS_R,60,0.0
C_LLERAS_R,61,0.0
C_LLERAS_R,62,0.0
C_LLERAS_R,63,0.0
C_LLERAS_R,64,0.0
C_LLERAS_R,65,0.0
C_LLERAS_R,66,0.0
C_LLERAS_R,67,0.0
C_LLERAS_R,68,0.0
C_LLERAS_R,69,0.0
C_LLERAS_R,70,0.0
C_LLERAS_R,71,0.0
C_LLERAS_R,72,1.705509513302182e-08
C_LLERAS_R,73,0.0
C_LLERAS_R,74,0.0
C_LLERAS_R,75,0.0
C_LLERAS_R,76,0.0
C_LLERAS_R,77,0.0
C_LLERAS_R,78,0.0
C_LLERAS_R,79,0.0
C_LLERAS_R,80,0.0
C_LLERAS_R,81,0.0
C_LLERAS_R,82,0.0
C_LLERAS_R,83,0.0
C_LLERAS_R,84,0.0
C_LLERAS_R,85,0.0
C_LLERAS_R,86,0.0
C_LLERAS_R,87,0.0
C_LLERAS_R,88,1.083033698092676e-07
C_LLERAS_R,89,0.0
C_LLERAS_R,90,0.0
C_LLERAS_R,91,0.0
C_LLERAS_R,92,0.0
C_LLERAS_R,93,0.0
C_LLERAS_R,94,0.0
C_LLERAS_R,95,0.0
C_LLERAS_R,96,0.0
C_LLERAS_R,97,0.0
C_LLERAS_R,98,0.0
C_LLERAS_R,99,0.0
C_LLERAS_R,100,0.0
C_LLERAS_R,101,0.0
C_LLERAS_R,102,0.0
C_LLERAS_R,103,0.0
C_LLERAS_R,104,0.0
C_LLERAS_R,105,0.0
C_LLERAS_R,106,0.0
C_LLERAS_R,107,0.0
C_LLERAS_R,108,0.0
C_LLERAS_R,109,0.0
C_LLERAS_R,110,0.0
C_LLERAS_R,111,0.0
C_LLERAS_R,112,0.0
C_LLERAS_R,113,0.0
C_LLERAS_R,114,0.0
C_LLERAS_R,115,0.0
C_LLERAS_R,116,0.0
C_LLERAS_R,117,0.0
C_LLERAS_R,118,0.0
C_LLERAS_R,119,0.0
C_LLERAS_R,120,1.6978983156236644e-08
C_LLERAS_R,121,0.0
C_LLERAS_R,122,0.0
C_LLERAS_R,123,0.0
C_LLERAS_R,124,0.0
C_LLERAS_R,125,0.0
C_LLERAS_R,126,0.0
C_LLERAS_R,127,0.0
C_LLERAS_R,128,0.0
C_LLERAS_R,129,0.0
C_LLERAS_R,130,0.0
C_LLERAS_R,131,0.0
C_LLERAS_R,132,0.0
C_LLERAS_R,133,0.0
C_LLERAS_R,134,0.0
C_LLERAS_R,135,0.0
C_LLERAS_R,136,0.0
C_LLERAS_R,137,0.0
C_LLERAS_R,138,0.0
C_LLERAS_R,139,0.0
C_LLERAS_R,140,0.0
C_LLERAS_R,141,0.0
C_LLERAS_R,142,0.0
C_LLERAS_R,143,0.0
C_LLERAS_R,144,1.1051927081910325e-07
C_LLERAS_R,145,0.0
C_LLERAS_R,146,0.0
C_LLERAS_R,147,0.0
C_LLERAS_R,148,0.0
C_LLERAS_R,149,0.0
C_LLERAS_R,150,0.0
C_LLERAS_R,151,0.0
C_LLERAS_R,152,0.0
C_LLERAS_R,153,0.0
C_LLERAS_R,154,0.0
C_LLERAS_R,155,0.0
C_LLERAS_R,156,0.0
C_LLERAS_R,157,0.0
C_LLERAS_R,158,0.0
C_LLERAS_R,159,0.0
C_LLERAS_R,160,0.0
C_LLERAS_R,161,0.0
C_LLERAS_R,162,0.0
C_LLERAS_R,163,0.0
C_LLERAS_R,164,0.0
C_LLERAS_R,165,0.0
C_LLERAS_R,166,0.0
C_LLERAS_R,167,0.0
C_LLERAS_R,168,1.5909416804789433e-08
C_LLERAS_R,169,0.0
C_LLERAS_R,170,0.0
C_LLERAS_R,171,0.0
C_LLERAS_R,172,0.0
C_LLERAS_R,173,0.0
C_LLERAS_R,174,0.0
C_LLERAS_R,175,0.0
C_LLERAS_R,176,0.0
C_LLERAS_R,177,0.0
C_LLERAS_R,178,0.0
C_LLERAS_R,179,0.0
C_LLERAS_R,180,0.0
C_LLERAS_R,181,0.0
C_LLERAS_R,182,0.0
C_LLERAS_R,183,0.0
C_LLERAS_R,184,0.0
C_LLERAS_R,185,0.0
C_LLERAS_R,186,0.0
C_LLERAS_R,187,0.0
C_LLERAS_R,188,0.0
C_LLERAS_R,189,0.0
C_LLERAS_R,190,0.0
C_LLERAS_R,191,0.0
C_LLERAS_R,192,1.0131149872189789e-07
CALIMA,1,0.0
CALIMA,2,0.0
CALIMA,3,0.0
CALIMA,4,0.0
CALIMA,5,0.0
CALIMA,6,0.0
CALIMA,7,0.0
CALIMA,8,0.0
CALIMA,9,0.0
CALIMA,10,0.0
CALIMA,11,0.0
CALIMA,12,0.0
CALIMA,13,0.0
CALIMA,14,0.0
CALIMA,15,0.0
CALIMA,16,0.0
CALIMA,17,0.0
CALIMA,18,0.0
CALIMA,19,0.0
CALIMA,20,0.0
CALIMA,21,1.7367168447266642e-08
CALIMA,22,0.0
CALIMA,23,0.0
CALIMA,24,0.0
CALIMA,25,0.0
CALIMA,26,0.0
CALIMA,27,0.0
CALIMA,28,0.0
CALIMA,29,0.0
CALIMA,30,0.0
CALIMA,31,0.0
CALIMA,32,0.0
CALIMA,33,0.0
CALIMA,34,0.0
CALIMA,35,0.0
CALIMA,36,0.0
CALIMA,37,0.0
CALIMA,38,0.0
CALIMA,39,0.0
CALIMA,40,0.0
CALIMA,41,0.0
CALIMA,42,0.0
CALIMA,43,0.0
CALIMA,44,0.0
CALIMA,45,1.0912885990185978e-07
CALIMA,46,0.0
CALIMA,47,0.0
CALIMA,48,0.0
CALIMA,49,0.0
CALIMA,50,0.0
CALIMA,51,0.0
CALIMA,52,0.0
CALIMA,53,0.0
CALIMA,54,0.0
CALIMA,55,0.0
CALIMA,56,0.0
CALIMA,57,0.0
CALIMA,58,0.0
CALIMA,59,0.0
CALIMA,60,0.0
CALIMA,61,0.0
CALIMA,62,0.0
CALIMA,63,0.0
CALIMA,64,0.0
CALIMA,65,0.0
CALIMA,66,0.0
CALIMA,67,0.0
CALIMA,68,0.0
CALIMA,69,1.6484001076609456e-08
CALIMA,70,0.0
CALIMA,71,0.0
CALIMA,72,0.0
CALIMA,73,0.0
CALIMA,74,0.0
CALIMA,75,0.0
CALIMA,76,0.0
CALIMA,77,0.0
CALIMA,78,0.0
CALIMA,79,0.0
CALIMA,80,0.0
CALIMA,81,0.0
CALIMA,82,0.0
CALIMA,83,0.0
CALIMA,84,0.0
CALIMA,85,0.0
CALIMA,86,0.0
CALIMA,87,0.0
CALIMA,88,0.0
CALIMA,89,0.0
CALIMA,90,0.0
CALIMA,91,0.0
CALIMA,92,0.0
CALIMA,93,1.0002998437290075e-07
CALIMA,94,0.0
CALIMA,95,0.0
CALIMA,96,0.0
CALIMA,97,0.0
CALIMA,98,0.0
CALIMA,99,0.0
CALIMA,100,0.0
CALIMA,101,0.0
CALIMA,102,0.0
CALIMA,103,0.0
CALIMA,104,1.6406160134584945e-08
CALIMA,105,0.0
CALIMA,106,0.0
CALIMA,107,0.0
CALIMA,108,0.0
CALIMA,109,0.0
CALIMA,110,0.0
CALIMA,111,0.0
CALIMA,112,0.0
CALIMA,113,0.0
CALIMA,114,0.0
CALIMA,115,0.0
CALIMA,116,0.0
CALIMA,117,0.0
CALIMA,118,0.0
CALIMA,119,0.0
CALIMA,120,0.0
CALIMA,121,0.0
CALIMA,122,0.0
CALIMA,123,0.0
CALIMA,124,0.0
CALIMA,125,0.0
CALIMA,126,0.0
CALIMA,127,0.0
CALIMA,128,0.0
CALIMA,129,0.0
CALIMA,130,0.0
CALIMA,131,0.0
CALIMA,132,0.0
CALIMA,133,0.0
CALIMA,134,0.0
CALIMA,135,0.0
CALIMA,136,0.0
CALIMA,137,0.0
CALIMA,138,0.0
CALIMA,139,0.0
CALIMA,140,0.0
CALIMA,141,1.0426547065734165e-07
CALIMA,142,0.0
CALIMA,143,0.0
CALIMA,144,0.0
CALIMA,145,0.0
CALIMA,146,0.0
CALIMA,147,0.0
CALIMA,148,0.0
CALIMA,149,0.0
CALIMA,150,0.0
CALIMA,151,0.0
CALIMA,152,0.0
CALIMA,153,0.0
CALIMA,154,0.0
CALIMA,155,0.0
CALIMA,156,0.0
CALIMA,157,0.0
CALIMA,158,0.0
CALIMA,159,0.0
CALIMA,160,0.0
CALIMA,161,1.5420358902175616e-08
CALIMA,162,0.0
CALIMA,163,0.0
CALIMA,164,0.0
CALIMA,165,0.0
CALIMA,166,0.0
CALIMA,167,0.0
CALIMA,168,0.0
CALIMA,169,0.0
CALIMA,170,0.0
CALIMA,171,0.0
CALIMA,172,0.0
CALIMA,173,0.0
CALIMA,174,0.0
CALIMA,175,0.0
CALIMA,176,0.0
CALIMA,177,0.0
CALIMA,178,0.0
CALIMA,179,0.0
CALIMA,180,0.0
CALIMA,181,0.0
CALIMA,182,0.0
CALIMA,183,0.0
CALIMA,184,0.0
CALIMA,185,0.0
CALIMA,186,9.603778232736941e-08
CALIMA,187,0.0
CALIMA,188,0.0
CALIMA,189,0.0
CALIMA,190,0.0
CALIMA,191,0.0
CALIMA,192,0.0
CHIVOR,1,0.0
CHIVOR,2,0.0
CHIVOR,3,0.0
CHIVOR,4,0.0
CHIVOR,5,0.0
CHIVOR,6,0.0
CHIVOR,7,0.0
CHIVOR,8,0.0
CHIVOR,9,0.0
CHIVOR,10,0.0
CHIVOR,11,0.0
CHIVOR,12,0.0
CHIVOR,13,0.0
CHIVOR,14,0.0
CHIVOR,15,0.0
CHIVOR,16,0.0
CHIVOR,17,1.698636056269303e-08
CHIVOR,18,0.0
CHIVOR,19,0.0
CHIVOR,20,0.0
CHIVOR,21,0.0
CHIVOR,22,0.0
CHIVOR,23,0.0
CHIVOR,24,0.0
CHIVOR,25,0.0
CHIVOR,26,0.0
CHIVOR,27,0.0
CHIVOR,28,0.0
CHIVOR,29,0.0
CHIVOR,30,0.0
CHIVOR,31,0.0
CHIVOR,32,0.0
CHIVOR,33,0.0
CHIVOR,34,0.0
CHIVOR,35,0.0
CHIVOR,36,0.0
CHIVOR,37,0.0
CHIVOR,38,0.0
CHIVOR,39,0.0
CHIVOR,40,0.0
CHIVOR,41,0.0
CHIVOR,42,1.0347714770367255e-07
CHIVOR,43,0.0
CHIVOR,44,0.0
CHIVOR,45,0.0
CHIVOR,46,0.0
CHIVOR,47,0.0
CHIVOR,48,0.0
CHIVOR,49,0.0
CHIVOR,50,0.0
CHIVOR,51,0.0
CHIVOR,52,0.0
CHIVOR,53,0.0
CHIVOR,54,0.0
CHIVOR,55,0.0
CHIVOR,56,0.0
CHIVOR,57,0.0
CHIVOR,58,0.0
CHIVOR,59,0.0
CHIVOR,60,0.0
CHIVOR,61,0.0
CHIVOR,62,0.0
CHIVOR,63,0.0
CHIVOR,64,0.0
CHIVOR,65,1.5980706830143575e-08
CHIVOR,66,0.0
CHIVOR,67,0.0
CHIVOR,68,0.0
CHIVOR,69,0.0
CHIVOR,70,0.0
CHIVOR,71,0.0
CHIVOR,72,0.0
CHIVOR,73,0.0
CHIVOR,74,0.0
CHIVOR,75,0.0
CHIVOR,76,0.0
CHIVOR,77,0.0
CHIVOR,78,0.0
CHIVOR,79,0.0
CHIVOR,80,0.0
CHIVOR,81,0.0
CHIVOR,82,0.0
CHIVOR,83,0.0
CHIVOR,84,0.0
CHIVOR,85,0.0
CHIVOR,86,0.0
CHIVOR,87,0.0
CHIVOR,88,0.0
CHIVOR,89,0.0
CHIVOR,90,0.0
CHIVOR,91,9.92378382700155e-08
CHIVOR,92,0.0
CHIVOR,93,0.0
CHIVOR,94,0.0
CHIVOR,95,0.0
CHIVOR,96,0.0
CHIVOR,97,0.0
CHIVOR,98,0.0
CHIVOR,99,0.0
CHIVOR,100,0.0
CHIVOR,101,0.0
CHIVOR,102,0.0
CHIVOR,103,0.0
CHIVOR,104,0.0
CHIVOR,105,0.0
CHIVOR,106,1.5765977090175683e-08
CHIVOR,107,0.0
CHIVOR,108,0.0
CHIVOR,109,0.0
CHIVOR,110,0.0
CHIVOR,111,0.0
CHIVOR,112,0.0
CHIVOR,113,0.0
CHIVOR,114,0.0
CHIVOR,115,0.0
CHIVOR,116,0.0
CHIVOR,117,0.0
CHIVOR,118,0.0
CHIVOR,119,0.0
CHIVOR,120,0.0
CHIVOR,121,0.0
CHIVOR,122,0.0
CHIVOR,123,0.0
CHIVOR,124,0.0
CHIVOR,125,0.0
CHIVOR,126,0.0
CHIVOR,127,0.0
CHIVOR,128,0.0
CHIVOR,129,0.0
CHIVOR,130,0.0
CHIVOR,131,0.0
CHIVOR,132,0.0
CHIVOR,133,0.0
CHIVOR,134,0.0
CHIVOR,135,0.0
CHIVOR,136,0.0
CHIVOR,137,0.0
CHIVOR,138,1.0159935774179226e-07
CHIVOR,139,0.0
CHIVOR,140,0.0
CHIVOR,141,0.0
CHIVOR,142,0.0
CHIVOR,143,0.0
CHIVOR,144,0.0
CHIVOR,145,0.0
CHIVOR,146,0.0
CHIVOR,147,0.0
CHIVOR,148,0.0
CHIVOR,149,0.0
CHIVOR,150,0.0
CHIVOR,151,0.0
CHIVOR,152,0.0
CHIVOR,153,0.0
CHIVOR,154,0.0
CHIVOR,155,0.0
CHIVOR,156,0.0
CHIVOR,157,0.0
CHIVOR,158,0.0
CHIVOR,159,0.0
CHIVOR,160,0.0
CHIVOR,161,0.0
CHIVOR,162,0.0
CHIVOR,163,0.0
CHIVOR,164,0.0
CHIVOR,165,0.0
CHIVOR,166,0.0
CHIVOR,167,0.0
CHIVOR,168,1.485542878273124e-08
CHIVOR,169,0.0
CHIVOR,170,0.0
CHIVOR,171,0.0
CHIVOR,172,0.0
CHIVOR,173,0.0
CHIVOR,174,0.0
CHIVOR,175,0.0
CHIVOR,176,0.0
CHIVOR,177,0.0
CHIVOR,178,0.0
CHIVOR,179,0.0
CHIVOR,180,0.0
CHIVOR,181,0.0
CHIVOR,182,0.0
CHIVOR,183,0.0
CHIVOR,184,0.0
CHIVOR,185,0.0
CHIVOR,186,0.0
CHIVOR,187,0.0
CHIVOR,188,0.0
CHIVOR,189,0.0
CHIVOR,190,0.0
CHIVOR,191,0.0
CHIVOR,192,9.282722939648447e-08
CUCUANA,1,0.0
CUCUANA,2,0.0
CUCUANA,3,0.0
CUCUANA,4,0.0
CUCUANA,5,0.0
CUCUANA,6,0.0
CUCUANA,7,0.0
CUCUANA,8,0.0
CUCUANA,9,0.0
CUCUANA,10,0.0
CUCUANA,11,0.0
CUCUANA,12,0.0
CUCUANA,13,0.0
CUCUANA,14,0.0
CUCUANA,15,0.0
CUCUANA,16,0.0
CUCUANA,17,0.0
CUCUANA,18,0.0
CUCUANA,19,0.0
CUCUANA,20,0.0
CUCUANA,21,0.0
CUCUANA,22,0.0
CUCUANA,23,0.0
CUCUANA,24,1.732533371900274e-08
CUCUANA,25,0.0
CUCUANA,26,0.0
CUCUANA,27,0.0
CUCUANA,28,0.0
CUCUANA,29,0.0
CUCUANA,30,0.0
CUCUANA,31,0.0
CUCUANA,32,0.0
CUCUANA,33,0.0
CUCUANA,34,0.0
CUCUANA,35,0.0
CUCUANA,36,0.0
CUCUANA,37,0.0
CUCUANA,38,0.0
CUCUANA,39,0.0
CUCUANA,40,0.0
CUCUANA,41,0.0
CUCUANA,42,0.0
CUCUANA,43,0.0
CUCUANA,44,0.0
CUCUANA,45,0.0
CUCUANA,46,0.0
CUCUANA,47,0.0
CUCUANA,48,1.0501920067328286e-07
CUCUANA,49,0.0
CUCUANA,50,0.0
CUCUANA,51,0.0
CUCUANA,52,0.0
CUCUANA,53,0.0
CUCUANA,54,0.0
CUCUANA,55,0.0
CUCUANA,56,0.0
CUCUANA,57,0.0
CUCUANA,58,0.0
CUCUANA,59,0.0
CUCUANA,60,0.0
CUCUANA,61,0.0
CUCUANA,62,0.0
CUCUANA,63,0.0
CUCUANA,64,0.0
CUCUANA,65,0.0
CUCUANA,66,0.0
CUCUANA,67,0.0
CUCUANA,68,0.0
CUCUANA,69,0.0
CUCUANA,70,0.0
CUCUANA,71,0.0
CUCUANA,72,1.6485998657156694e-08
CUCUANA,73,0.0
CUCUANA,74,0.0
CUCUANA,75,0.0
CUCUANA,76,0.0
CUCUANA,77,0.0
CUCUANA,78,0.0
CUCUANA,79,0.0
CUCUANA,80,0.0
CUCUANA,81,0.0
CUCUANA,82,0.0
CUCUANA,83,0.0
CUCUANA,84,0.0
CUCUANA,85,0.0
